Month,Day,Year,T,I,Rf,D,Synthetic_const_ps,Syn_ps,Synthetic,Am_RN_N,Am_RS_N,Am_SN_N,Nd_RN_S,Pm_RN_S,Pm_RS_S,Qc_RN_S,Qc_RS_N,Qg_SN_S,Qg_SS_S,Am_RN_S,Am_RS_S,Am_SN_S,Nd_RN_N,Nd_RS_N,Nd_RS_S,Pm_RN_N,Pm_RN_SW,Pm_RS_N,Qc_RN_N,Qc_RS_S,Qg_SN_N,Qg_SS_N
3,9,2016,12.1858,139.5418,18.796,0.0007,0.1775,-0.0059,0.077913,0.0137,0.0035,0,0.0674,0.0701,0.0378,0,0,0.2715,0,0,0,0,0.2653,0.011,0,0,0,0,0.4168,0.2675,0.6491,0
3,10,2016,11.4867,249.9247,55.372,0.0015,0.3402,-0.0056,0.158014,0.1297,0.0029,0,0.1696,0.0984,0,0.0892,0,0,0,0.0391,0,0,0.484,0,0,0.0274,0.2384,0,0.6261,0,0,0
3,11,2016,9.5917,152.0272,20.32,0.0005,0.1387,-0.0047,0.060092,0,0.0059,0,0.0357,0.0101,0.0294,0.0898,0,0.0959,0,0,0.0145,0,0.046,0.0027,0,0,0.0742,0,0.0636,0.0893,0.1995,0
3,12,2016,7.9289,65.9023,52.832,0.0003,0.0879,-0.0045,0.037443,0,0.0059,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0.0473,0,0,0,0.2753,0
3,13,2016,10.4878,27.8716,105.156,0.0004,0.0679,-0.0038,0.028688,0.0086,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,2016,9.3076,352.9649,5.842,0.003,0.5678,-0.0028,0.281933,0.2573,0.0027,0,0.2968,0.2485,0.3587,0.4327,0,0.7946,0.0037,0.0052,0.2859,0,0.5744,0.137,0,0.0392,0.6427,0.0564,0.6243,0.8004,0.0132,0
3,15,2016,12.4352,465.422,0,0.0047,0.6933,-0.0029,0.351482,0.4613,0.0162,0,0.5627,0.4706,0.5843,0.6212,0,0.8725,0,0.0156,0.4018,0,0.607,0.3148,0,0.1678,0.8066,0.08,0.7481,0.8326,0.2427,0
3,16,2016,18.293,524.0534,8.128,0.0093,0.8776,-0.003,0.447319,0.3203,0.0206,0,0.5589,0.6793,0.3841,0.7619,0,0.6711,0,0.0313,0.0519,0,0.768,0.0986,0,0.4158,0.7903,0.0935,0.8211,0.6417,0,0
3,17,2016,19.8255,549.5064,0,0.0119,0.9359,-0.003,0.475246,0.6155,0.0147,0,0.3042,0.8091,0.3993,0.6457,0,0.5851,0,0,0.5252,0,0.548,0.4808,0,0.4355,0.7896,0.1421,0.9142,0.5283,0.1609,0
3,18,2016,18.0419,524.5491,0,0.0115,0.9343,-0.0032,0.474425,0.4416,0.0156,0,0.6223,0.7967,0.6768,0.77,0,0.8638,0.0105,0.026,0.5024,0,0.5064,0.4027,0,0.3621,0.8588,0.1731,0.9214,0.7093,0,0
3,19,2016,14.4093,220.685,0.254,0.0026,0.5036,-0.0034,0.246197,0.299,0.0131,0,0.2401,0.1898,0.1617,0.5502,0,0.4088,0.0037,0,0.1567,0,0.4013,0.0795,0,0.1499,0.7368,0.1395,0.5265,0.4119,0.2902,0
3,20,2016,11.7774,233.8101,32.766,0.0008,0.2132,-0.0035,0.094801,0.0481,0.0071,0,0.1643,0.1092,0.0545,0.0519,0,0.3566,0.0041,0.0104,0.0613,0,0,0.0247,0,0.0021,0.1649,0.0128,0.4171,0.2462,0.2005,0
3,21,2016,7.9949,156.1426,49.53,0.0004,0.1198,-0.0032,0.051591,0,0.017,0,0.0495,0,0.0233,0,0,0.1222,0,0.026,0.0178,0,0,0,0,0.0263,0.1112,0,0.0662,0.1276,0.2777,0
3,22,2016,9.5743,413.7138,8.636,0.0018,0.409,-0.0028,0.194471,0.1435,0.0109,0,0.174,0.1547,0.1681,0.2678,0,0.4517,0,0.0365,0.1509,0,0.117,0.051,0,0.0579,0.5362,0.0345,0.6394,0.456,0.1214,0
3,23,2016,14.1391,472.7057,0,0.0061,0.7746,-0.0028,0.395,0.7565,0.0216,0,0.7002,0.6854,0.7204,0.7014,0,0.8719,0,0.0823,0.6356,0,0.5864,0.446,0,0.2964,0.7776,0.1194,0.9104,0.7441,0.2375,0
3,24,2016,15.7578,631.2066,0,0.0046,0.6835,-0.0029,0.34617,0.4849,0.0244,0,0.6302,0.5413,0.6471,0.6753,0,0.9296,0,0.0851,0.5393,0,0.644,0.3574,0,0.2519,0.8318,0.1768,0.8774,0.9476,0.1573,0
3,25,2016,16.1667,629.8261,0,0.01,0.9085,-0.003,0.462207,0.6694,0.0154,0,0.6049,0.8112,0.8389,0.7477,0,0.9499,0.0044,0,0.7909,0,0.82,0.6012,0,0.2947,0.8153,0.1522,0.8829,0.9909,0.3968,0
3,26,2016,15.923,388.5942,0,0.0049,0.7065,-0.0031,0.35864,0.7106,0.0159,0,0.5444,0.5301,0.533,0.6862,0,0.7856,0.0096,0.0729,0.434,0,0.52,0.3596,0,0.256,0.7707,0.1297,0.8576,0.8245,0.4811,0
3,27,2016,13.4285,445.4306,0,0.0055,0.7523,-0.0033,0.383133,0.7144,0.0136,0,0.6819,0.5211,0.4867,0.5153,0,0.8479,0.0069,0,0.5073,0,0.6344,0.2877,0,0.0946,0.658,0.0895,0.8979,0.8688,0.2988,0
3,28,2016,12.0167,653.3978,0,0.0073,0.8388,-0.0034,0.427859,0.7998,0.017,0,0.5994,0.7025,0.6917,0.6726,0,0.8068,0,0.0052,0.6957,0,0.7072,0.4332,0,0.1705,0.8417,0.1528,0.9475,0.8229,0.3714,0
3,29,2016,14.827,573.6152,0,0.0101,0.9184,-0.0036,0.466798,0.7745,0.0179,0,0.5698,0.8166,0.7716,0.7233,0,0.8909,0.0041,0.0417,0.7091,0,0.556,0.6434,0,0.3354,0.7726,0.163,0.888,0.9175,0.2304,0
3,30,2016,17.5419,691.6556,0,0.0118,0.9483,-0.0037,0.480845,0.5796,0.0109,0,0.6609,0.8871,0.921,0.8084,0,0.9149,0.0063,0.0677,0.5739,0,0.584,0.7626,0,0.3874,0.9428,0.1584,0.9253,0.9525,0,0
3,31,2016,18.4363,704.685,0,0.0133,0.9741,-0.0039,0.492664,0.7601,0.0161,0,0.7223,0.8779,0.9442,0.86,0,0.935,0.0055,0.1667,0.8957,0,0.528,0.8514,0,0.4115,0.8971,0.1806,0.8727,0.8995,0.5567,0
4,1,2016,19.2741,696.033,0,0.0091,0.8776,-0.0042,0.447104,0.5415,0.0206,0,0.6159,0.8208,0.7528,0.8349,0,0.9031,0.0155,0.0729,0.6041,0,0.481,0.6222,0,0.2976,0.9621,0.1784,0.8661,0.9264,0.5734,0
4,2,2016,21.0061,710.25,0,0.0122,0.945,-0.0044,0.479306,0.6467,0.0237,0,0.6087,0.8507,0.8932,0.9472,0,0.9203,0.0325,0.0729,0.7415,0,0.697,0.7452,0,0.309,0.8126,0.1428,0.8195,0.9717,0.8179,0
4,3,2016,18.1,711.5076,0,0.0116,0.945,-0.0046,0.479175,0.6969,0.0196,0,0.7048,0.8932,0.8944,0.9452,0,0.8924,0.0164,0.1198,0.6685,0,0.528,0.6892,0,0.3356,0.949,0.2,0.8338,0.9452,0.2322,0
4,4,2016,18.2874,722.7801,0,0.0133,0.9767,-0.0049,0.493686,0.9107,0.0112,0,0.7964,0.8687,0.9296,0.9343,0,0.9028,0.0125,0.0156,0.7475,0,0.52,0.7373,0,0.2698,0.8141,0.2132,0.9001,0.9154,0.6939,0
4,5,2016,25.4918,680.1274,0,0.0237,1.0736,-0.0052,0.535869,0.5189,0.0348,0,0.5462,0.8861,0.9332,0.9324,0,0.8929,0.0314,0.0885,0.7585,0,0.494,0.8616,0,0.4248,0.5058,0.2104,0.7407,0.904,0.595,0
4,6,2016,29.3202,746.1502,0,0.032,1.1132,-0.0055,0.552054,0.6454,0.028,0,0.5698,0.8773,0.9252,0.8698,0,0.9159,0.0323,0.27,0.7115,0,0,0.6658,0,0.5036,0.6908,0.1338,0.5776,0.8867,0.5224,0
4,7,2016,21.1633,624.3454,0,0.0154,1.001,-0.0059,0.504488,0.6426,0.0192,0,0.8086,0.8608,1,0.9667,0,0.8929,0.0513,0.311,0.8862,0,0.652,0.8058,0,0.4374,0.8213,0.2217,0.8857,0.9717,0.6253,0
4,8,2016,18.0459,423.3981,0,0.0075,0.8332,-0.0063,0.424704,0.7874,0.0104,0,0.6433,0.6462,0.7039,0.9421,0,0.8036,0.0367,0.0853,0.6999,0,0.754,0.4594,0,0.3545,0.8459,0.2061,0.9154,0.8716,0.2942,0
4,9,2016,13.9163,190.9674,0,0.004,0.6615,-0.0066,0.333655,0.4738,0,0,0.4121,0.2585,0.2886,0.5194,0,0.531,0.0174,0.0527,0.2851,0,0.3816,0.1702,0,0.1051,0.5472,0.0946,0.7821,0.571,0.4148,0
4,10,2016,13.6407,216.2477,0,0.0034,0.6119,-0.0069,0.306222,0.3425,0.0015,0,0.3351,0.226,0.2111,0.3801,0,0.4525,0.0105,0.0443,0.2121,0,0.282,0.119,0,0.0966,0.5023,0.1109,0.6763,0.4926,0.3172,0
4,11,2016,17.5457,464.9967,0,0.0064,0.7885,-0.0072,0.401678,0.7312,0.0232,0,0.6839,0.5872,0.7406,0.8676,0,0.8832,0.0315,0.224,0.5982,0,0.5464,0.4186,0,0.2987,0.877,0.2126,0.9189,0.9344,0.2524,0
4,12,2016,12.8595,342.5618,0,0.0038,0.6454,-0.0075,0.324662,0.3715,0,0,0.3881,0.262,0.2835,0,0,0.5152,0.0119,0.0347,0.2549,0,0.296,0.1394,0,0.1102,0.5559,0.0768,0.6973,0.5476,0.3945,0
4,13,2016,14.3276,709.6298,20.574,0.0073,0.8422,-0.0079,0.428949,0.7737,0.0392,0,0.7482,0.7215,0.7765,0.8586,0,0.8188,0.0385,0.2299,0.6833,0,0.6024,0.4527,0,0.3776,0.9062,0.2272,0.9513,0.8688,0.5875,0
