vn,ps_1,ps_2,ps_3,T,I,D,day_len
0.12863082804594525,-0.014457401281760526,-1.0144574012817604,-2.0144574012817604,10.158103448275863,124.98172068965519,0.006477769553417222,29.0
0.166209445196822,-0.015013392116514942,-1.015013392116515,-2.015013392116515,9.936141935483873,371.9500322580645,0.009510782136688873,31.0
0.19346990745214152,-0.01749764884643715,-1.0174976488464371,-2.017497648846437,13.082541935483867,368.5412903225807,0.014224525043177894,31.0
0.20410649114763418,-0.01943711338050368,-1.0194371133805036,-2.0194371133805036,16.022048387096774,363.1126129032258,0.017443868739205528,31.0
0.20876031653372645,-0.021217003301287923,-1.021217003301288,-2.0212170033012877,19.55458064516129,345.44729032258067,0.020726375524302985,31.0
0.13915758430325664,-0.022881962314529634,-1.0228819623145295,-2.0228819623145298,16.91626666666667,151.93196333333339,0.008708512213175425,30.0
0.14393562080318612,-0.02390865500272672,-1.0239086550027268,-2.0239086550027268,16.187724137931035,171.7605793103448,0.00977142857142857,29.0
0.19918867727357042,-0.025533724019766373,-1.0255337240197664,-2.025533724019766,14.46038064516129,369.05777096774193,0.015818406118924253,31.0
0.09775333357859671,-0.026419672792173502,-1.0264196727921735,-2.0264196727921737,14.254517241379313,64.38908275862069,0.007245990624228965,29.0
0.11496640339595177,-0.02052908891481794,-1.020529088914818,-2.020529088914818,16.5927,279.4066700000001,0.0058216629657044175,30.0
0.18274188073950293,-0.019255186191668962,-1.019255186191669,-2.019255186191669,18.0937870967742,365.0878096774193,0.014860103626943006,31.0
0.12035854115096464,-0.017375816924562432,-1.0173758169245624,-2.0173758169245626,17.43734482758621,154.38022857142857,0.0070441648161855405,29.0
0.1233513556907229,-0.017203193637442958,-1.017203193637443,-2.017203193637443,15.334931034482755,181.8512413793103,0.0069058968665186285,29.0
0.1567374725794067,-0.01670374003035129,-1.0167037400303514,-2.0167037400303514,16.25016129032258,264.9042290322581,0.010141623488773748,31.0
0.16622084589038186,-0.015070567981804282,-1.0150705679818042,-2.0150705679818044,18.823633333333333,246.20077999999998,0.01339057488280286,30.0
0.12488846343912163,-0.01597807367013585,-1.0159780736701358,-2.015978073670136,19.298774193548386,203.05259677419357,0.007082358746607452,31.0
0.1417569820018576,-0.0171204684981227,-1.0171204684981228,-2.0171204684981228,20.154290322580646,204.90607096774195,0.009483839131507523,31.0
0.16859066627905964,-0.01860572335997349,-1.0186057233599735,-2.0186057233599737,16.891290322580645,363.03119354838725,0.01205428077966938,31.0
0.17061466387645455,-0.020262039127823196,-1.0202620391278232,-2.020262039127823,18.0078064516129,301.16222258064516,0.012852701702442636,31.0
0.13978659948192207,-0.02149515836628522,-1.0214951583662852,-2.0214951583662852,17.448509677419352,238.8698064516129,0.00836308906982482,31.0
0.18173349801710637,-0.023465264004457063,-1.023465264004457,-2.0234652640044573,15.870732258064516,375.7802258064517,0.013645201085615594,31.0
0.1796982120004846,-0.025031373967960614,-1.0250313739679606,-2.0250313739679604,17.37313333333333,255.4561273333333,0.015020972119417712,30.0
0.10637485838589651,-0.025896731214402353,-1.0258967312144023,-2.0258967312144023,17.307096774193543,216.08696774193547,0.004771971379225265,31.0
0.17406637358806398,-0.028012905688989814,-1.0280129056889897,-2.02801290568899,19.940903225806448,216.1727380645161,0.014433752775721688,31.0
0.14043727705495354,-0.029266961402911584,-1.0292669614029115,-2.0292669614029117,14.685193548387096,214.71389032258065,0.007733925487293363,31.0
0.1832947483572096,-0.030850456659538113,-1.030850456659538,-2.0308504566595382,20.12903225806452,343.31984838709684,0.016208240809277078,31.0
0.1271939477303889,-0.03212359539818203,-1.032123595398182,-2.032123595398182,18.10806451612903,222.17409032258067,0.007082457438934124,31.0
