vn,ps_1,ps_2,ps_3,T,I,D,day_len
0.19552767424399903,-0.028773921610252676,-1.0287739216102527,-2.0287739216102527,20.71835483870968,344.70006129032265,0.01896076980014804,31.0
0.19917874426863028,-0.030488696678845878,-1.0304886966788458,-2.030488696678846,21.184677419354838,368.138,0.020094744633604736,31.0
0.19205415396845515,-0.030886695050537583,-1.0308866950505375,-2.0308866950505378,20.869451612903227,345.29410967741927,0.01839032815198618,31.0
0.19913351758488446,-0.03413253127400525,-1.0341325312740053,-2.0341325312740053,22.25209677419355,363.7023225806452,0.021014557118184063,31.0
0.14318956873703545,-0.03431883037500079,-1.0343188303750008,-2.0343188303750006,18.256413793103448,164.82713793103446,0.010424870466321243,29.0
0.12977194206558743,-0.026147957284809304,-1.0261479572848093,-2.026147957284809,13.817129032258064,161.70599354838708,0.006398618307426596,31.0
0.18350740493672327,-0.025023284292747982,-1.025023284292748,-2.025023284292748,17.845516129032262,356.7007974193548,0.014898593634344929,31.0
0.16442313111158935,-0.021855262282349398,-1.0218552622823494,-2.0218552622823496,18.58567741935484,222.9508887096774,0.012163829262274856,31.0
0.16355581592852422,-0.022412966611455653,-1.0224129666114556,-2.022412966611456,20.61558064516129,283.45635483870973,0.012987910189982728,31.0
0.16796907101382721,-0.022989671765099435,-1.0229896717650995,-2.0229896717650995,22.565451612903228,277.59195903225805,0.014852208240809276,31.0
0.15484673144035027,-0.024397042908323407,-1.0243970429083233,-2.0243970429083236,24.509206896551717,260.2744103448276,0.01568319763138416,29.0
0.14266670325696668,-0.025412778263786847,-1.0254127782637867,-2.025412778263787,14.862387096774194,300.3780064516129,0.008019837157660992,31.0
0.18995866661560193,-0.02615045869728216,-1.026150458697282,-2.0261504586972823,18.51525806451613,379.8588225806452,0.016407599309153715,31.0
0.18288555539635337,-0.027872209787129617,-1.0278722097871296,-2.02787220978713,19.341290322580644,330.0796774193549,0.015637799161115226,31.0
0.1785156661043484,-0.029630785333614865,-1.0296307853336149,-2.029630785333615,22.473516129032262,350.6680967741936,0.01683888477670861,31.0
0.17885331475644772,-0.03244958707100895,-1.0324495870710089,-2.032449587071009,23.67641935483871,342.71712903225813,0.017817912657290894,31.0
0.1673590540639481,-0.03424005725482379,-1.0342400572548238,-2.0342400572548236,23.065290322580644,259.1150354838709,0.015130520602023191,31.0
0.14143598740238986,-0.038310353748289595,-1.0383103537482896,-2.0383103537482894,21.72135483870968,178.95214838709674,0.010126819639773008,31.0
0.14953708159674992,-0.039759249367215456,-1.0397592493672154,-2.0397592493672154,19.328066666666672,144.56240333333332,0.011081174438687393,30.0
0.1788604184764043,-0.04460184910995595,-1.044601849109956,-2.044601849109956,17.470548387096773,310.7250516129032,0.01407155193683691,31.0
0.040263740873402495,-0.04599481723038178,-1.0459948172303817,-2.045994817230382,16.11988888888889,167.87677777777782,0.007946015297310633,9.0
0.0863833921347299,-0.05227725957670439,-1.0522772595767045,-2.0522772595767043,18.983666666666668,125.52445833333334,0.003579965457685665,30.0
0.16346176993733189,-0.056635093699946515,-1.0566350936999465,-2.0566350936999465,24.49216129032258,242.8636806451613,0.015497656057241547,31.0
0.15875357089119332,-0.0636447961895844,-1.0636447961895843,-2.0636447961895845,22.99770967741936,341.23409677419363,0.013711324944485565,31.0
0.14568125839817644,-0.07435350632839818,-1.0743535063283982,-2.074353506328398,23.172516129032253,284.139255483871,0.01162102146558105,31.0
0.17534790730208982,-0.08466249703838795,-1.084662497038388,-2.084662497038388,19.59090322580645,343.025064516129,0.014891685171477915,31.0
0.191017168174791,-0.09911360244299812,-1.0991136024429982,-2.099113602442998,20.35474193548387,353.9020129032258,0.018533432025660004,31.0
0.1957638308613124,-0.11166245694649812,-1.1116624569464981,-2.1116624569464983,22.618354838709678,335.0631870967742,0.021578090303478903,31.0
0.17345101614629369,-0.13696784064920617,-1.136967840649206,-2.136967840649206,25.076290322580647,287.2178683870968,0.01890944979027881,31.0
0.16099348912819847,-0.14448233100955798,-1.144482331009558,-2.144482331009558,23.874896551724138,340.1993965517242,0.017720207253886008,29.0
0.19742534134003925,-0.17020823508419122,-1.1702082350841911,-2.1702082350841914,26.20125806451613,331.19375483870965,0.0270446582778189,31.0
0.19980995143884606,-0.21195215484204458,-1.2119521548420447,-2.2119521548420447,27.903483870967747,335.5375483870968,0.03147890451517395,31.0
0.1956838066569814,-0.24486028327102083,-1.244860283271021,-2.244860283271021,27.49677419354839,275.84497032258065,0.030604490500863564,31.0
0.16580434773580424,-0.2969632525274328,-1.2969632525274328,-2.2969632525274326,25.86068965517241,295.1221324137931,0.024266469282013325,29.0
0.138085226779791,-0.39433512886903704,-1.394335128869037,-2.394335128869037,23.1912,315.8058,0.015456205280039475,30.0
0.12712841161764984,-0.47845965063027746,-1.4784596506302774,-2.4784596506302776,22.385724137931035,287.3998413793104,0.01605132000986923,29.0
0.11946790927455368,-0.516830781700336,-1.5168307817003361,-2.516830781700336,21.53062068965517,334.4076206896552,0.01485319516407599,29.0
0.05468718086006522,-0.6359229449673474,-1.6359229449673474,-2.6359229449673474,19.12748275862069,56.05341071428571,0.007089464594127806,29.0
0.13752092383467504,-0.2278737092759837,-1.2278737092759837,-2.2278737092759835,18.474655172413797,288.12834827586204,0.010948926720947444,29.0
0.13529291559115406,-0.19590713387880476,-1.1959071338788048,-2.195907133878805,17.89727586206897,317.16362413793104,0.010073525783370342,29.0
0.1520096629652204,-0.2348791476175995,-1.2348791476175995,-2.2348791476175993,19.005724137931036,359.2321275862069,0.013943251912163827,29.0
0.1468963072842728,-0.24322314583138605,-1.243223145831386,-2.243223145831386,20.066724137931036,320.7188586206897,0.013590920305946212,29.0
0.15056465398130398,-0.30029581787141385,-1.300295817871414,-2.300295817871414,20.880068965517236,193.30420344827587,0.015851961509992598,29.0
0.13868397078790534,-0.27267043505896144,-1.2726704350589615,-2.2726704350589615,21.880357142857147,246.0613035714286,0.014368615840118431,28.0
0.14720656583585479,-0.29006304280517714,-1.2900630428051771,-2.290063042805177,22.544241379310346,290.85405862068967,0.01591907229212929,29.0
0.10973813249956331,-0.3638764631874509,-1.363876463187451,-2.363876463187451,22.295,202.83545714285717,0.009896866518628176,28.0
0.10995177102068503,-0.4645876772557583,-1.4645876772557582,-2.4645876772557584,18.972965517241377,275.3461103448276,0.009716160868492474,29.0
0.13303848338040122,-0.43554215003978153,-1.4355421500397816,-2.4355421500397814,20.276206896551727,334.58586206896547,0.014808783617073771,29.0
0.09540218943919793,-0.572952666264866,-1.5729526662648659,-2.572952666264866,24.281896551724138,297.88272413793106,0.011664446089316554,29.0
0.11276871987279667,-0.6332285089416456,-1.6332285089416456,-2.6332285089416456,26.442034482758622,303.39799999999997,0.024527017024426348,29.0
0.11657408676163071,-0.65124496921774,-1.65124496921774,-2.65124496921774,26.125172413793106,320.0834827586206,0.028719467061435976,29.0
0.057906769494316654,-0.8607565408830601,-1.86075654088306,-2.86075654088306,27.391142857142853,315.73763214285714,0.021342215642733774,28.0
0.03558862469533148,-0.9393570630741926,-1.9393570630741928,-2.9393570630741928,24.55085185185185,239.3519348148148,0.012498396249691584,27.0
0.02899917722907622,-0.9393570630741926,-1.9393570630741928,-2.9393570630741928,21.397148148148148,181.75150000000005,0.0066184061189242535,27.0
0.003092300445441994,-1.2728907795627675,-2.2728907795627675,-3.2728907795627675,25.118370370370368,193.02961481481483,0.01597927461139896,27.0
0.000991302550505735,-1.3429555171671124,-2.3429555171671126,-3.3429555171671126,17.819370370370372,220.04720148148152,0.007774685418208734,27.0
0.05316322538167316,-0.8927501578362564,-1.8927501578362564,-2.8927501578362564,19.413714285714292,333.14664285714287,0.016096718480138168,28.0
0.0523842884607412,-0.8724956914325176,-1.8724956914325177,-2.8724956914325177,23.183222222222227,225.90655555555557,0.01645299777942265,27.0
0.050257986293215165,-0.8724956914325176,-1.8724956914325177,-2.8724956914325177,20.348111111111113,157.39984615384614,0.013147791759190723,27.0
0.09291144415404166,-0.04682784948199358,-1.0468278494819936,-2.0468278494819936,14.1085,139.45188076923077,0.004708906982482112,26.0
0.08010670588474676,-0.025736468044308836,-1.0257364680443088,-2.025736468044309,12.723961538461538,134.96828076923077,0.003318726868985936,26.0
0.08692033039951552,-0.02542077427095848,-1.0254207742709585,-2.0254207742709585,13.695423076923078,149.85723076923074,0.0040295090056748075,26.0
0.12329918108634194,-0.02688257638896836,-1.0268825763889684,-2.026882576388968,16.760814814814815,214.7651481481481,0.00840128300024673,27.0
0.12777407139811417,-0.0292421526238627,-1.0292421526238626,-2.029242152623863,19.771,235.1219462962963,0.010076486553170491,27.0
0.10520072865085561,-0.028768887576886854,-1.0287688875768868,-2.028768887576887,19.11853846153846,142.8607730769231,0.007131803602269923,26.0
0.12061924282643771,-0.030238057546939017,-1.030238057546939,-2.030238057546939,20.625444444444444,276.64520000000005,0.009253195164075993,27.0
0.12898094674032265,-0.031809921501456645,-1.0318099215014567,-2.0318099215014565,22.66951851851852,238.27022962962963,0.011544041450777202,27.0
0.14085221967436887,-0.03566275584687416,-1.035662755846874,-2.0356627558468743,26.051037037037037,272.372137037037,0.0161233654083395,27.0
0.10823714301074992,-0.03721714438547828,-1.0372171443854783,-2.0372171443854783,25.310384615384606,195.03935,0.00979501603750308,26.0
0.07043389583344221,-0.035835744479350284,-1.0358357444793502,-2.0358357444793502,20.6868,149.75553200000002,0.003632469775474957,25.0
0.08055106187590784,-0.030421600672834847,-1.0304216006728348,-2.030421600672835,21.890615384615387,164.69796923076922,0.004612978040957316,26.0
0.09734807305713165,-0.029540397833717296,-1.0295403978337172,-2.0295403978337174,22.31980769230769,162.41977692307694,0.006900764865531705,26.0
0.14365553245644627,-0.029279912446488882,-1.0292799124464889,-2.029279912446489,27.378615384615394,273.39265,0.01930915371329879,26.0
0.07332016436280667,-0.029604557588884178,-1.0296045575888841,-2.0296045575888844,22.91544,153.153348,0.00430574882802862,25.0
0.050519371278497684,-0.030164332243557607,-1.0301643322435576,-2.0301643322435576,20.143423076923078,66.6201,0.0025386627189736,26.0
0.15290164230017655,-0.019181040304792837,-1.0191810403047927,-2.019181040304793,19.402,302.0701192307692,0.01550752528990871,26.0
0.10499117918112022,-0.022840165537679636,-1.0228401655376795,-2.0228401655376795,17.192999999999998,153.519136,0.007170293609671848,25.0
0.11380303301218887,-0.02433937306414105,-1.024339373064141,-2.0243393730641412,13.198884615384614,186.10865384615383,0.0068777695534172215,26.0
0.13387970681894948,-0.026045158824275074,-1.0260451588242752,-2.026045158824275,13.509076923076924,253.9285407692308,0.009700863557858376,26.0
0.13724870884649584,-0.029106091353755786,-1.0291060913537557,-2.0291060913537557,14.354965384615385,287.1966192307692,0.0104900074019245,26.0
0.14653235134851889,-0.029795985340995753,-1.0297959853409957,-2.029795985340996,20.438769230769235,286.8727807692308,0.014837404391808537,26.0
0.14933052601419966,-0.03159233397038457,-1.0315923339703845,-2.0315923339703845,24.71123076923077,271.6330769230769,0.01847224278312361,26.0
0.1473919491025958,-0.03286741216280297,-1.032867412162803,-2.032867412162803,23.30157692307692,209.35201923076923,0.0169059955588453,26.0
