ps0,ps5,ps15,ps30,ps60,ps100,ps200,ps300,T,I,D,Aru_29,Bpa_38,Pgr_22,Pst_19,Qru_42,day_len,date
-0.01585129752001478,-0.014046570892914218,-0.007724243384821204,-0.00957901438140627,-0.020782969170733936,-0.10823717295167827,-0.039253632236283705,-0.07593126763035317,10.158103448275863,124.98172068965518,0.0030502477725690156,0.25279936283885945,0.5568713026475645,0.13655215093466747,0.18147429787138863,0.7928929545996272,29.0,2015-05-30
-0.02077109974092451,-0.0199164627370426,-0.010473147768953276,-0.012009248053617163,-0.020738536537941905,-0.101071953278053,-0.03640710166468591,-0.07238354879061445,9.936141935483871,371.95003225806454,0.005841496939741967,0.27814549584492076,0.9682395532623591,0.9315635841973305,0.4140600851347084,1.535124675604816,31.0,2015-05-31
-0.02463285204526178,-0.0240889140749962,-0.012396130560845878,-0.014215388649699278,-0.023819541603015502,-0.1065652883611657,-0.03760588891634694,-0.06235255063562346,13.08254193548387,368.54129032258066,0.009433136744585851,0.30766387520460514,1.3367373542275682,0.9861333875067644,0.35350170271470566,1.6169300472788328,31.0,2015-06-01
-0.028608001872808955,-0.027441253947603085,-0.013891628541711729,-0.015848674913822115,-0.026785402596778047,-0.11265725668309505,-0.03736232425059257,-0.05877497199132906,16.022048387096774,363.1126129032258,0.011578596499606027,0.34563074074725336,1.551706623863877,1.0346631849066859,0.3493263647704713,1.593158318123156,31.0,2015-06-02
-0.033199550907030646,-0.03084446375597908,-0.01536723389720096,-0.017366308445858396,-0.02940807808464014,-0.12041627501527262,-0.036956383141001956,-0.05277758194298034,19.55458064516129,345.4472903225806,0.011689061865762516,0.3955183500321354,1.6071845748332498,1.0608297154785162,0.3313537814231568,1.6179838779758082,31.0,2015-06-03
-0.03796956053359881,-0.03421885378375323,-0.016787107173586377,-0.018437963296770336,-0.03169680876197828,-0.14295639789021672,-0.03893853929542341,-0.046897633686705006,16.91626666666667,151.93196333333336,0.0049062327729019065,0.24787473942031954,0.8807237072991013,0.36034392894557876,0.19729384123283583,1.128648948080906,30.0,2015-06-04
-0.04021404084941508,-0.03532171331394939,-0.017815212749923027,-0.019803236005243776,-0.03373655446890338,-0.1214425379697975,-0.04185252702395219,-0.045149133292629644,16.187724137931035,171.7605793103448,0.0048353497892060626,0.22059382664748278,0.771896753930369,0.373998551983417,0.2287344548217234,0.909098751251827,29.0,2015-06-05
-0.047616026742928134,-0.038164742301120935,-0.018960394548000352,-0.02063291221890606,-0.03520415503590508,-0.05421398299458894,-0.04476517230228394,-0.044820023872333324,14.46038064516129,369.05777096774193,0.009400192609218181,0.45412808613239375,1.3662767648346814,0.86263924192726,0.3773024111399734,1.5581993867300945,31.0,2015-06-06
-0.03665083892594715,-0.02430867335916829,-0.014929323952369134,-0.02035481891210669,-0.03639241495660643,-0.05389370196913966,-0.04744843593623952,-0.045493499339802845,14.254517241379311,64.38908275862069,0.00379532762327729,0.14651197248733563,0.32304165759999665,0.06891606644490765,0.0676366289136743,0.2111649789045993,29.0,2015-06-07
-0.018757823480233905,-0.015370451097726799,-0.009358938988053163,-0.013941533786181298,-0.03760588891634694,-0.05560554882929961,-0.04969093235931268,-0.045149133292629644,16.5927,279.4066700000001,0.0025907515083760857,0.24803407856897172,0.8435369564035419,0.31684195748469995,0.2047006998198986,0.9440682782345218,30.0,2015-06-08
