ps0,ps5,ps15,ps30,ps60,ps100,ps200,ps300,T,I,D,Aru_29,Bpa_38,Pgr_22,Pst_19,Qru_42,date
-0.01617522922754832,-0.014460460368637724,-0.007923024582533744,-0.009653541289973467,-0.019934478938001963,-0.10823717295167827,-0.0389385392954234,-0.07760184447302047,11.597555555555555,206.44222222222223,0.005114455684403871,0.012400695742293426,0.035053208605145526,0.005995697178751216,0.010436690450904382,0.043752937440433855,2015-05-30
-0.021039942042469444,-0.020290456384747694,-0.010679915587728654,-0.012248332462627253,-0.020982666231286966,-0.101071953278053,-0.03662711979655624,-0.07301824168746396,11.1512,644.7500000000001,0.0074100611344134655,0.014035925536314482,0.04719609152907841,0.04575093879404722,0.02198823086572292,0.0709538063413592,2015-05-31
-0.024897081162417702,-0.024255264808632812,-0.012457253634506053,-0.014301802621653465,-0.023979649617710104,-0.10823717295167827,-0.03760588891634693,-0.060978045261412844,14.89122222222222,632.4166666666667,0.011228116347287332,0.01617707664662071,0.0639478585912063,0.05283078544154318,0.02003013221219306,0.0772578212882517,2015-06-01
-0.02888057810766895,-0.027578323688021968,-0.014011922338823443,-0.015973352630254106,-0.026906247177112506,-0.11629732563837944,-0.03760588891634693,-0.058188245593430624,18.871555555555556,615.5011111111111,0.015243907119554787,0.019621285283223884,0.0736695981348849,0.059176562163559716,0.02190377875421181,0.07762945308682317,2015-06-02
-0.03356126573474996,-0.030987544975507535,-0.015458932883636124,-0.01744413739811424,-0.029878489421159046,-0.12237767948045986,-0.03732624059640674,-0.05320896322507567,23.112111111111112,617.1399999999999,0.01676749732708282,0.02138194552666456,0.0739160831971753,0.057938893263284434,0.021028165306430112,0.07596449271784547,2015-06-03
-0.03856952180350285,-0.03403110613891933,-0.016854223652097888,-0.018597069259454993,-0.03195011669078056,-0.14772344963722644,-0.0389385392954234,-0.045753941381913125,19.073111111111114,205.80477777777776,0.006724379746141405,0.014089469398549893,0.044470038098909974,0.023549773386889693,0.01221197029292975,0.058530864472604235,2015-06-04
-0.0397143269068103,-0.035157592007922726,-0.017815212749923023,-0.019879646119337797,-0.03403110613891933,-0.13031638103294133,-0.041852527023952195,-0.045149133292629644,16.86466666666667,297.0488888888889,0.004183512898538805,0.011240168429397979,0.03988494021521829,0.012706237911396866,0.011091455983261753,0.051994761620168514,2015-06-05
-0.048161745485418815,-0.03834625023805608,-0.019009207864998143,-0.020817233125090585,-0.035157592007922726,-0.05454039967186675,-0.045149133292629644,-0.045149133292629644,17.337000000000003,622.3855555555557,0.012760884941195823,0.022973900970905094,0.06792982625914878,0.044207458572392215,0.02267965046154538,0.07309895575504959,2015-06-06
-0.017069191064815314,-0.016455716570574177,-0.012187673227841717,-0.02009918692308671,-0.036347471476616044,-0.05320896322507567,-0.04696355756048009,-0.04615714677476878,14.825888888888889,103.60511111111111,0.0076807952956657625,0.010084564690041414,0.01250303654993092,0.0015665549364111903,0.0024061678995011757,0.01226711438880558,2015-06-07
-0.018706266659076442,-0.015198411533895648,-0.009343740681728198,-0.013899012046080954,-0.03760588891634693,-0.05560554882929961,-0.048903071063517795,-0.045149133292629644,17.146,360.7875555555555,0.0026007056501357022,0.010821918097818744,0.03313514450763596,0.017509869363336927,0.010176633359528182,0.04205532671198455,2015-06-08
-0.02115351637917436,-0.018159666019961385,-0.009977341630532648,-0.013172301010693742,-0.03047898713167411,-0.059118178816091355,-0.05507297425058319,-0.048256566562505224,21.49344444444445,605.7333333333333,0.01342665241110837,0.02209574301398133,0.07377336567015552,0.0363993728224035,0.023510010712271906,0.08035898154583297,2015-06-09
-0.020956396948589993,-0.017167793694088378,-0.0100268905393558,-0.013567541256794088,-0.026822237613248825,-0.060978045261412844,-0.05560554882929961,-0.050980159934249744,17.68611111111111,265.18,0.00615536365380925,0.018898075081788656,0.05133950839946203,0.021675777567516732,0.016819515365340407,0.062079147487280446,2015-06-10
-0.024117434959525667,-0.02114809933748335,-0.011299301435530713,-0.013927239619266575,-0.0260998139601986,-0.060978045261412844,-0.060978045261412844,-0.050980159934249744,16.12488888888889,142.16455555555552,0.003395915234257203,0.012797598520955274,0.03147380842826227,0.018051460753172245,0.010888596470204256,0.044772585290683384,2015-06-11
-0.014153305771462078,-0.011920968281834218,-0.00758970572087548,-0.011552347376508978,-0.02594629424477558,-0.058188245593430624,-0.06164938893041248,-0.05221838398470859,18.691111111111113,547.8566666666667,0.007644948871891877,0.026153226178148962,0.06657609104972992,0.04443041083027717,0.02040036698537909,0.07574259505188255,2015-06-12
-0.020271467503117896,-0.01833341191096849,-0.009911020342970454,-0.011888472495562564,-0.021313532443679735,-0.07128444645704579,-0.06727928058735326,-0.055339261539941405,21.307666666666663,268.9628888888889,0.010311165940181484,0.02085567826678486,0.05755351872435761,0.03641962726014666,0.022836035659531937,0.08019406603589053,2015-06-13
-0.022157950085129777,-0.019584193678174253,-0.010848208977674577,-0.01306940184302021,-0.021829543752143868,-0.059118178816091355,-0.06727928058735326,-0.059118178816091355,21.921333333333333,319.5533333333333,0.004313929325328289,0.015925793382404362,0.046125710076430064,0.022090717344373227,0.012751050798611198,0.05830459956110689,2015-06-14
-0.02497054438660639,-0.02249059238435494,-0.011932490733590755,-0.014040149912009066,-0.02292529028667787,-0.0522183839847086,-0.07617694069545129,-0.060978045261412844,22.360888888888887,322.33222222222224,0.0072681196370315525,0.023368993612236474,0.05572405842487281,0.024328802026450533,0.01997728550814904,0.06962325220187393,2015-06-15
-0.029837913055996344,-0.025869534387064068,-0.013354367647427581,-0.015294859199600962,-0.02474780622309682,-0.050980159934249744,-0.07902674825058965,-0.06131371709591266,18.902555555555555,507.43222222222226,0.011362447569701456,0.02670350792661294,0.06178197145459051,0.034797737813591995,0.024460122620511764,0.08034983112661803,2015-06-16
-0.03557041785969069,-0.02997531513888321,-0.014940885001228846,-0.01662674400611645,-0.025946294244775583,-0.050980159934249744,-0.08833989484439378,-0.06198506076491231,21.026222222222223,529.2177777777778,0.01095915782547907,0.02626183441797738,0.08022077861736467,0.039734757013487575,0.022678111237155747,0.08309599671147322,2015-06-17
-0.04142929924500948,-0.033556550670560306,-0.016403022411078074,-0.017815212749923023,-0.027578323688021968,-0.05427411238250854,-0.08891644606519956,-0.06727928058735326,18.86288888888889,423.19555555555553,0.0059267154645392985,0.014909135784534955,0.04391299375126092,0.02085163677116432,0.012342691489593185,0.0606192396943472,2015-06-18
-0.049383751198227514,-0.03760588891634693,-0.018156627507985537,-0.019151627729196256,-0.030072140856607373,-0.0537415378037921,-0.09466803998467993,-0.07215134407225487,18.412777777777777,545.5388888888889,0.01297190010143378,0.026629654323529615,0.0827211599579331,0.04552645210906051,0.02343859070059301,0.08370449958926847,2015-06-19
-0.06249838039044448,-0.041852527023952195,-0.019930751774577357,-0.020604950410158702,-0.03195011669078056,-0.056466447750676614,-0.101071953278053,-0.07475203691788211,18.171777777777777,153.6496666666667,0.006385755407517065,0.018467383072957966,0.049430215483300545,0.03145590902868053,0.015392992985517752,0.05789387051679876,2015-06-20
-0.07045414019809815,-0.045149133292629644,-0.021313532443679735,-0.021313532443679735,-0.03403110613891933,-0.060358089779639,-0.09893731551359533,-0.07475203691788211,18.78722222222222,214.27555555555557,0.004151701071908325,0.01807892760183833,0.04803366501577574,0.027508902194837044,0.014873833121886906,0.0639210852824385,2015-06-21
-0.08272349909668479,-0.048903071063517795,-0.02236639298369125,-0.022863190586346022,-0.03528980083777754,-0.060978045261412844,-0.101071953278053,-0.07902674825058965,22.86911111111111,183.88577777777775,0.00779062751871042,0.017885484259121717,0.05880645968031874,0.03236996725319578,0.014965919786370598,0.05846789295127942,2015-06-22
-0.09404706074859885,-0.048903071063517795,-0.023507537863944647,-0.02377731600895348,-0.03819817797371425,-0.060978045261412844,-0.101071953278053,-0.08268287689409018,14.909111111111113,471.26666666666665,0.004322855497985032,0.019416136385770208,0.04709098601699198,0.01490063745388721,0.014962595061688996,0.05915600447624488,2015-06-23
-0.14463371412773016,-0.05560554882929961,-0.025262048792417627,-0.02496819589566288,-0.039095561824622704,-0.06655034973947724,-0.10584876639380318,-0.08776334362358798,23.30933333333333,494.3455555555556,0.015275598322230447,0.025887980721323558,0.07101534946049827,0.04017835988860485,0.02325880929188405,0.07898392309471124,2015-06-24
-0.056425172357576346,-0.024577353886068094,-0.02085108449209276,-0.0260998139601986,-0.041852527023952195,-0.06727928058735326,-0.10425649535521979,-0.08891644606519956,19.79411111111111,403.00244444444445,0.0048359316829783144,0.023522493257860634,0.054640743196338305,0.02061711493293213,0.010086434810295778,0.06492035265352743,2015-06-25
-0.05472074388944704,-0.02195115890616365,-0.01500451793012713,-0.025335512016606318,-0.04344873462109867,-0.06846985294138258,-0.101071953278053,-0.09466803998467993,23.37611111111111,459.09777777777776,0.016578994983140062,0.025227280595700684,0.07525643863843605,0.0364068915152021,0.01328112068471574,0.08517023037624759,2015-06-26
-0.0779594390982109,-0.027074266304839875,-0.016514883208597262,-0.024395990927051095,-0.04696355756048009,-0.0734516904950685,-0.12251850538102446,-0.09466803998467993,23.802888888888887,545.68,0.019085889738739478,0.03368176834932179,0.07276453115103446,0.04075607169241548,0.016475806559135706,0.0848421323903049,2015-06-27
-0.11476662473375027,-0.032856830836794394,-0.018734448794636045,-0.024677443163887675,-0.048903071063517795,-0.07475203691788211,-0.13580582026970217,-0.09751422367062351,23.275333333333336,536.8444444444444,0.017501110288675053,0.026179412831529813,0.08229315604096439,0.041881267086132164,0.01967049243355567,0.08451403440436221,2015-06-28
-0.18748974400122126,-0.03988067447061923,-0.021092954968751226,-0.026260352549765317,-0.050980159934249744,-0.07712687654716407,-0.13580582026970217,-0.10823717295167827,25.18577777777778,538.451111111111,0.020630534309290783,0.026845784720788166,0.07803883575895916,0.043870038052716366,0.022865178307975624,0.08418593641841951,2015-06-29
-0.10980292644601852,-0.021368564014280302,-0.012107866178967601,-0.023238387844110166,-0.05320896322507567,-0.07902674825058965,-0.1371300013105382,-0.11271503555540113,17.38588888888889,126.98144444444443,0.0006271897359980262,0.012479147094196152,0.08161361248262335,0.011379311386612497,0.00860823553696522,0.019116348746058914,2015-06-30
-0.03482644990023012,-0.019832267627522843,-0.0100780021425779,-0.013814329326524087,-0.05320896322507567,-0.07902674825058965,-0.13580582026970217,-0.11271503555540113,15.653111111111109,285.0755555555556,0.004169377964196617,0.011549955332135233,0.08518838920628752,0.014788014888695852,0.003614542163478928,0.049051832313038245,2015-07-01
-0.045305627177944445,-0.023577732761197196,-0.01186759629629766,-0.014877252072330562,-0.04118551148362551,-0.08718679240278221,-0.14925498688726527,-0.11629732563837944,20.50911111111111,491.05222222222216,0.013747512130931819,0.028558657338704337,0.08876316592995173,0.08955990664811377,0.021954778388988263,0.09975204728751541,2015-07-02
-0.060085251261366955,-0.02732629499643092,-0.013434307750940021,-0.015903453852613863,-0.03428143633203121,-0.11124058430308659,-0.16329488430452824,-0.12541785640150008,20.51311111111111,310.74444444444447,0.010849905419853608,0.02588267098515417,0.08359173687275374,0.05779665187095175,0.019387659951960883,0.08850306261122594,2015-07-03
-0.0788879480640277,-0.03088583340674085,-0.014846391216518928,-0.016892763268251967,-0.03403110613891933,-0.14772344963722644,-0.19656921948091885,-0.12541785640150008,23.06811111111111,411.99666666666667,0.012301340570770623,0.02490519682669841,0.09877123251221373,0.06819331614160058,0.021106870980219933,0.10310193257648528,2015-07-04
-0.10688382127644361,-0.034656931621699,-0.016403022411078074,-0.017815212749923023,-0.03296335633511152,-0.1523180613873429,-0.2192115997637049,-0.1371300013105382,25.806777777777782,410.3111111111111,0.013043726183622557,0.0261369349421747,0.07820831282229516,0.0491338902252857,0.021061617783164767,0.07152820311117143,2015-07-05
-0.16466520461803044,-0.0389385392954234,-0.01820082360873127,-0.019009207864998143,-0.035157592007922726,-0.17402048080624252,-0.19235287729408068,-0.14772344963722644,26.724444444444444,359.6244444444444,0.014187021959042685,0.023507408780106685,0.07081554492267059,0.03861462522920669,0.017072871699873753,0.06700768805490508,2015-07-06
-0.11942565307805125,-0.030072140856607373,-0.016738604803635634,-0.0201351743955356,-0.03568642732734198,-0.18392019292040446,-0.2802756121455971,-0.13845418235137422,16.361888888888885,529.3811111111112,0.00766052032787784,0.026887176527744996,0.0766642875768499,0.044754942162298264,0.018919325277675675,0.06954277010559684,2015-07-07
