year,month,day,Pst_1,Pst_2,Pgr_3,Pgr_4,Qru_5,Pst_6,Aru_7,Pgr_8,Aru_9,Qru_10,Aru_11,Pst_12,Qru_13,Pst_14,Pst_15,Qru_16,Pst_17,Pgr_18,Pst_19,Qru_20,Aru_21,Pgr_22,Qru_23,Aru_24,Qru_25,Aru_26,Pgr_27,Aru_28,Aru_29,Pgr_30,Bpa_31,Bpa_32,Bpa_33,Pgr_34,Bpa_35,Qru_36,Bpa_37,Bpa_38,Bpa_39,Qru_40,Bpa_41,Qru_42,Pst_43,Pgr_44,Pst_45,Pgr_46,Bpa_47,Pgr_48,Pgr_49,Pst_50,Qru_51,Aru_52,Qru_53,Aru_54,Bpa_55,Aru_56,Aru_57,T,D,I,SWC_1_1_1,SWC_1_2_1,SWC_1_3_1,SWC_1_4_1,SWC_1_5_1,SWC_1_6_1,SWC_1_7_1,SWC_1_8_1,ps0,ps5,ps15,ps30,ps60,ps100,ps200,ps300
2010.0,7.0,31.0,,,0.16076744444444446,0.08492755555555556,0.08929633333333334,0.12362455555555554,,0.07147200000000001,,,,,,,,,,0.12045788888888888,0.11823144444444446,,0.019348877777777777,,,0.15085666666666667,,0.07943388888888889,,0.1551962222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.302777777777777,0.00063,126.6288888888889,4.183333333333334,4.4,4.9,4.7,4.1,4.6,4.011111111111111,4.7555555555555555,-4.231161426541334,-1.2408406270139254,-0.37650434544456773,-0.5448699991381577,-9.530220540706202,-0.6835181746978091,,-0.49089589301941
2010.0,8.0,1.0,,0.15690666666666667,0.2821866666666667,0.20902999999999997,0.12791111111111111,0.28919555555555554,,0.16594222222222224,,0.1563522222222222,0.22260444444444444,0.06775222222222221,,,,,0.07062466666666667,0.12179377777777778,0.2690288888888889,0.07801077777777778,0.05451933333333333,0.25215000000000004,0.23237777777777774,0.15225777777777777,0.23799888888888893,0.09951744444444445,0.19467111111111113,0.24974111111111108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.54588888888889,0.008994444444444446,307.6877777777778,3.8833333333333337,4.3,4.8,4.7,4.066666666666666,4.533333333333333,3.9000000000000004,4.9,,-1.894313536976568,-0.4477166081244117,-0.5448699991381577,,-0.8236476499064984,,-0.37650434544456773
2010.0,8.0,2.0,,0.039217777777777775,0.11042800000000001,,,0.16557142857142856,,,,0.02431275555555555,0.07638677777777776,0.04386255555555556,,,,,0.019236266666666665,0.0063591444444444445,0.06918177777777777,0.03181955555555555,0.09117444444444443,0.000377865,0.03801254444444444,0.24001666666666666,0.07163722222222223,0.023223546666666664,0.025097666666666667,0.035164711111111115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.491333333333333,0.00259,183.24944444444444,7.311111111111111,5.6,4.944444444444445,5.411111111111111,4.1,4.5,4.011111111111111,4.9,-0.29656200965671037,-0.1696369072995692,-0.3524823984097751,-0.20506313421638192,-9.530220540706202,-0.8937123875108431,,-0.37650434544456773
2010.0,8.0,3.0,,0.20988666666666667,0.26274888888888887,0.20679444444444442,,,,,0.23274666666666663,0.14506222222222223,0.19043222222222222,0.15395133333333333,,,,,0.07585244444444444,0.18934888888888887,0.2814088888888889,0.14657688888888887,0.1357066666666667,,0.19345555555555558,0.06437844444444445,0.17370266666666667,0.09917866666666666,0.19139444444444442,0.22055666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.595666666666666,0.005858571428571428,418.2344444444445,6.500000000000001,6.377777777777777,6.3,6.4,3.922222222222222,4.5,4.1,4.9,-0.0839457111658005,-0.09019457804730632,-0.09466803998467993,-0.08891644606519956,,-0.8937123875108431,-9.530220540706202,-0.37650434544456773
2010.0,8.0,4.0,0.0161786,0.3202955555555556,0.3739944444444445,0.33069777777777776,0.044530888888888884,0.38894000000000006,0.34770111111111107,,0.3919488888888889,0.16780444444444445,0.33212,0.20679444444444442,,,,,0.15656666666666666,0.2614477777777778,0.4164155555555556,0.21982,0.10641711111111112,,0.3423322222222222,0.0063936777777777775,0.3503633333333333,0.10974333333333335,0.2684511111111111,0.32809222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.963555555555555,0.015523333333333333,430.4122222222222,5.716666666666667,6.144444444444445,6.355555555555555,6.0,3.9777777777777774,4.311111111111111,3.9000000000000004,4.833333333333333,-0.14671036950960892,-0.10505263087451149,-0.09147271002941307,-0.11629732563837944,,-1.8217054358696076,,-0.4239791872311305
2010.0,8.0,5.0,0.10278144444444444,0.19018,0.2546934444444445,0.20735144444444442,0.05245692222222222,0.21528033333333335,0.22360455555555558,0.17713555555555557,0.2457557777777778,,0.18902511111111112,0.13834500000000002,,,,,0.10392433333333333,,0.24965044444444442,0.11699333333333334,0.14565577777777777,0.22960577777777777,0.217728,0.07296553333333335,0.22313266666666667,0.07525955555555555,0.15975,0.2029198888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.493777777777776,0.007125555555555556,330.3506666666666,6.066666666666666,5.977777777777778,6.033333333333333,5.7,4.0,4.2,3.7999999999999994,4.7,-0.2682851442810743,-0.11917647820006366,-0.11361060807614572,-0.14772344963722644,,-3.4388329291117214,,-0.5448699991381577
2010.0,8.0,6.0,0.01197151111111111,0.33722666666666673,0.39407888888888887,0.29540555555555553,0.04677711111111111,0.3710877777777778,0.3165722222222222,,0.39336111111111116,0.18417222222222224,0.3157433333333333,0.18820333333333336,,,,,0.1350033333333333,0.2419188888888889,0.32584777777777774,0.19164333333333333,0.14327666666666666,0.30065444444444445,0.31736555555555557,0.007080910004444445,0.35311111111111115,0.10476088888888889,0.2757388888888889,0.29596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.949375,0.01272875,568.7314285714286,6.172222222222222,6.366666666666666,6.177777777777778,5.5,4.0,4.2444444444444445,3.7999999999999994,4.6,-0.10357208082615907,-0.09089615880860727,-0.1026642243166364,-0.17759567964014725,,-2.752379865940542,,-0.6835181746978091
2010.0,8.0,7.0,0.009969957777777778,0.37276666666666664,0.40885,0.29533333333333334,,0.39779000000000003,0.35640444444444447,0.2647788888888889,0.4113211111111111,0.1769411111111111,,,,,,,0.16644222222222224,0.19849444444444442,0.34492666666666666,0.18916966666666668,0.2856444444444444,0.3107444444444445,0.3378366666666667,0.017115855555555556,0.42430222222222225,0.09897533333333333,0.3121933333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.67477777777778,0.013681111111111111,522.2122222222222,5.188888888888888,5.7444444444444445,5.866666666666666,5.3,3.988888888888889,4.144444444444445,3.7000000000000006,4.5,-0.25341250280661803,-0.14242672547388233,-0.12888051102423412,-0.2192115997637049,,-6.822937157775321,,-0.8937123875108431
2010.0,8.0,8.0,0.16123844444444446,0.2737966666666667,,0.2726577777777778,,0.4213788888888889,0.32829,0.2482688888888889,0.3226188888888889,0.18656666666666666,,,,,,,0.09031566666666668,0.22891555555555554,,0.17808555555555555,0.21409555555555557,0.3006844444444445,,0.1093841311111111,0.30820000000000003,,0.24990111111111105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.476777777777777,0.0126,531.6522222222222,6.388888888888888,6.866666666666666,5.788888888888889,5.2,3.9000000000000004,4.2,3.6555555555555554,4.5,-0.09028621204377488,-0.06846985294138258,-0.1371300013105382,-0.24660392997696767,,-3.4388329291117214,,-0.8937123875108431
2010.0,8.0,9.0,0.35710555555555556,0.23502000000000006,0.3980577777777778,0.20133355555555554,,0.34223111111111115,0.242179,0.19665811111111112,0.33182222222222224,0.18879366666666667,,,,,,,0.08140655555555555,0.20032333333333333,0.29665555555555556,,0.1604241111111111,0.22389922222222225,0.28271555555555555,0.5080144444444444,0.2170481111111111,0.12752633333333332,0.17772000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.572666666666667,0.006695555555555555,522.9166666666666,10.45,9.277777777777779,7.344444444444445,5.888888888888889,4.0,4.055555555555555,3.5,4.5,-0.020860399119454906,-0.027959696177209517,-0.05554638358720465,-0.12889795981552457,,,,-0.8937123875108431
