ps15,ps30,ps60,D,Aru_7,Aru_9,Aru_11,Aru_21,Aru_24,Aru_26,Aru_28,Aru_29,Bpa_31,Bpa_32,Bpa_35,Bpa_38,Bpa_41,Pgr_3,Pgr_4,Pgr_22,Pgr_27,Pgr_34,Pst_1,Pst_2,Pst_6,Pst_12,Pst_14,Pst_17,Pst_19,T,I,day_len,date
-0.008850933665236274,-0.01040673148983079,-0.02411453869021452,0.006477769553417222,8.817354137931035,13.897617931034484,11.560279310344828,8.949617241379311,10.16048620689655,11.857582758620689,11.366698275862067,8.026296551724139,8.05748275862069,9.826997241379312,4.8988565625,14.351862068965518,10.817037931034484,13.985086206896552,4.232626107142857,3.4096655172413795,3.415551724137931,4.357096551724138,4.183106896551724,10.020284785714285,5.913147586206897,4.447059655172413,5.070548275862069,6.012320607142857,7.017847178571429,10.158103448275863,124.98172068965518,29.0,2015-05-30
-0.011079281471737364,-0.012647362434127733,-0.021313532443679735,0.009510782136688873,15.786641935483871,44.95447096774193,20.37736129032258,19.32767741935484,11.10395193548387,17.89165806451613,18.47008387096774,8.261284193548386,16.674761612903225,22.053325806451614,11.431468387096775,24.953773793103444,14.840165607142856,24.201987096774197,11.990852903225807,21.76015774193548,10.64350203448276,7.914530322580645,7.779964642857144,21.823396774193547,11.772295806451613,15.718990322580645,11.119754838709678,15.51376129032258,14.462670322580646,9.936141935483871,371.95003225806454,31.0,2015-05-31
-0.012867888243884074,-0.014877252072330564,-0.02474780622309682,0.014224525043177894,27.14158,54.8318594,25.767040967741938,23.849052903225807,14.382853666666668,21.62816064516129,24.87281290322581,9.4426192,23.199239166666665,28.893270966666666,16.119461612903226,35.68120107142857,21.59824979310345,37.32918214285714,15.314533620689657,23.80266795,24.041021233333332,12.583795666666667,9.477973870967743,29.5828761,16.104573333333335,16.09981966666667,10.212804741935484,20.496495966666668,12.759012666666667,13.08254193548387,368.54129032258066,31.0,2015-06-01
-0.014329994042410995,-0.016403022411078074,-0.027578323688021968,0.017443868739205528,28.360677096774197,59.577790900000004,28.468522580645164,27.260440322580642,15.370981966666667,26.282006451612904,28.805480645161293,10.6078735,25.12543806451613,30.713342903225808,17.214830967741936,37.411001290322574,25.588803548387094,44.75424548387097,17.872585483870967,24.974049700000002,24.034883096666665,15.935305300000001,10.078990516129032,29.157459033333332,15.836308064516128,14.739438,10.458712386666667,20.232195633333333,12.608311299999999,16.022048387096774,363.1126129032258,31.0,2015-06-02
-0.015763656297333374,-0.017815212749923023,-0.03007214085660737,0.020726375524302985,27.557896258064513,60.97018993333333,32.2310935483871,30.400945806451613,12.375772000000001,27.993230322580647,30.88020967741935,11.747411129032256,25.88825,33.20502580645161,17.706718387096778,38.74855161290323,28.857409677419355,47.078000967741936,22.280187433333328,25.605640970000003,24.267114633333335,19.943854933333334,11.415216333333335,28.483337483870965,16.39766258064516,13.703642333333335,9.280290322580646,19.7647425,11.959622999999999,19.55458064516129,345.4472903225806,31.0,2015-06-03
-0.017085461349022387,-0.018597069259454993,-0.03296335633511152,0.008708512213175425,12.379650769230768,33.118730666666664,15.689786666666667,20.047057,7.573458148148148,15.219955333333333,14.363330999999999,7.869941379310346,14.969990000000001,16.881176333333332,8.272273,21.941678333333336,16.314017333333332,20.886434,11.13583475862069,8.997677886896552,10.113147103448274,9.364854666666666,6.375259999999999,16.984311633333334,10.282260666666668,7.086834827586207,4.630460666666667,10.378612666666667,7.366519517241379,16.91626666666667,151.93196333333336,30.0,2015-06-04
-0.017815212749923023,-0.019879646119337797,-0.03403110613891933,0.00977142857142857,19.373496551724138,26.0932,9.847903448275861,17.664424137931032,7.136796551724138,13.205913793103448,20.04455172413793,7.003781379310346,11.40925172413793,10.187255172413792,5.389039655172414,19.893565517241377,14.423000000000002,22.697537931034482,10.348400000000002,9.338629655172413,15.096537931034483,12.054655172413792,5.94388275862069,14.704839655172412,9.682089655172414,7.6908724137931035,5.6058213793103455,10.661917241379308,8.540443103448276,16.187724137931035,171.7605793103448,29.0,2015-06-05
-0.019436467457592484,-0.020817233125090585,-0.036347471476616044,0.015818406118924253,35.89145951612903,57.64224936666666,27.57291,30.561194285714286,17.308534,24.848377612903228,33.78975064516129,13.937803333333333,22.64728364516129,30.526898655172417,12.151868533333333,34.038376666666665,23.663048214285716,39.14623551724139,21.64107007733333,20.82184387666667,9.917098000000001,18.36208127586207,9.933234482758621,23.458603275862068,13.7697267,13.746418799999999,9.900413780645161,17.272058333333334,13.618056733333333,14.46038064516129,369.05777096774193,31.0,2015-06-06
-0.020339597016493842,-0.021313532443679735,-0.03760588891634693,0.007245990624228965,7.23374,6.5082896551724145,7.1391103448275866,6.1569931034482765,2.600243857142857,6.055196551724138,7.018686206896552,4.817839285714285,7.512211379310345,3.959214137931034,3.4484748275862067,8.325531034482758,2.0713690344827587,11.458858620689655,4.366952413793103,1.7208131379310345,6.498441785714285,3.4673675862068962,2.5984796551724134,4.377854137931035,3.7069206896551723,3.28043,3.765251724137931,3.5103862068965515,2.525403448275862,14.254517241379311,64.38908275862069,29.0,2015-06-07
-0.009651383785695895,-0.014329994042410995,-0.03760588891634693,0.005821662965704417,21.316836103448278,29.833466685185183,,13.827936966666666,10.49646448275862,14.679892333333333,17.012969333333334,7.612500333333332,12.739525365517242,9.788225333333333,8.255941666666667,21.015236,15.018214333333333,27.85921827586207,12.803408206896552,7.911446941379309,10.061373206896551,22.388583333333333,2.6832973333333334,11.708703266666667,7.6130929,5.614254137931035,5.976952068965518,7.9895312999999994,7.6430753793103445,16.5927,279.4066700000001,30.0,2015-06-08
