qt=0.05,qt=0.5,qt=0.95,observed,date
0.3365452103217552,0.3442706757450151,0.35191659675565845,0.25279936283885945,2015-05-30
0.42143856353294074,0.4287917342622991,0.4357130835171577,0.2781454958449208,2015-05-31
0.4532049611258019,0.46210543787062563,0.47072441808880333,0.30766387520460514,2015-06-01
0.4598004617404589,0.4697157638666083,0.47909776551169114,0.34563074074725336,2015-06-02
0.4617052632843385,0.47199885419078363,0.4817920461499655,0.3955183500321354,2015-06-03
0.36298318720527467,0.37079184958921363,0.37817098556089246,0.24787473942031954,2015-06-04
0.37183465505238916,0.3790260065185948,0.3855164153915508,0.2205938266474828,2015-06-05
0.4553039532050886,0.46476815303160374,0.4738055444905005,0.4541280861323938,2015-06-06
0.33561957821221006,0.343147116709674,0.35082287078418295,0.14651197248733566,2015-06-07
0.3017464196817751,0.30917285377342857,0.3171452016555219,0.2480340785689717,2015-06-08
0.4426893745277956,0.4510368530491451,0.45833233646392363,0.4146688988451248,2015-06-09
0.3155180316498711,0.32314291095664716,0.3311213931730153,0.4099963442904026,2015-06-10
0.32323770232462606,0.3308609239908784,0.33882994220220286,0.2785779629950936,2015-06-11
0.4035932360772196,0.41119872468705787,0.4183326600737764,0.4758071835618772,2015-06-12
0.41610346835797846,0.4231438571264141,0.42978207099017124,0.37458471023660944,2015-06-13
0.32738556769623095,0.335423935636751,0.3437801728806269,0.2450873849708911,2015-06-14
0.3699212788746752,0.3782184875550369,0.38600658145546035,0.33805111722466963,2015-06-15
0.4248583988362326,0.4320549129376792,0.43888363751722015,0.5541346836962883,2015-06-16
0.4277900888208464,0.43491175725327264,0.4417534303210712,0.4478435898037863,2015-06-17
0.3653472287275394,0.373569209876827,0.3815805866428883,0.3632459165954364,2015-06-18
0.4409685759436516,0.44916001064203315,0.4564464390881434,0.4962627505212442,2015-06-19
0.4302505521735971,0.4384942590279528,0.44591646603143165,0.3784351308261376,2015-06-20
0.2791195500925765,0.2863347485918557,0.2938377744541878,0.3445546014333256,2015-06-21
0.4313670409778485,0.4387721367879799,0.445543070856077,0.3261947368975231,2015-06-22
0.36719037484784944,0.3753330677530071,0.38315058393487966,0.4117883476650995,2015-06-23
0.4410248384594998,0.4494181027403611,0.45684252135727416,0.4912934272094381,2015-06-24
0.33411110019295154,0.3420655821767613,0.35043826854158167,0.3477289813453826,2015-06-25
0.4519202117296807,0.46096110402708634,0.46971734850104174,0.4803795991473129,2015-06-26
0.4538401167872344,0.4633554363312555,0.4724125649574811,0.5244751603263701,2015-06-27
0.44886435806394226,0.4575971143933614,0.4659867600534259,0.5009334804575373,2015-06-28
0.45292043679778876,0.4623927478746668,0.47137687756826585,0.5248445814794049,2015-06-29
0.3699828657853026,0.37704581814214955,0.38342327230993567,0.3447094116183771,2015-06-30
0.3405347549360469,0.34866827352157803,0.3570832030150806,0.3326363404754545,2015-07-01
0.44240120544830625,0.4508203105466203,0.45821204674958543,0.5117684774009478,2015-07-02
0.41763253746609463,0.42493965277043094,0.43150276533716736,0.4710358910841624,2015-07-03
0.416119689969335,0.4233194623973906,0.42986272598418585,0.4411942132326512,2015-07-04
0.42327034662447444,0.4303410050322158,0.43690264403168644,0.4420514037654969,2015-07-05
0.3920495945100409,0.3986951362240858,0.40484225322470335,0.4510527786567085,2015-07-06
0.3724930193269489,0.38057803064900997,0.38820264502879853,0.4417494294154781,2015-07-07
0.44818575466840166,0.45695749875875646,0.465145467625915,0.4721924167867992,2015-07-08
0.4411744217066123,0.44953058509643407,0.4569055233924882,0.5079006990425302,2015-07-09
0.436211948851145,0.44409473597474736,0.45120438535823437,0.5400994906622135,2015-07-10
0.43605328975850494,0.44395676721029637,0.4510844639616649,0.521732066992919,2015-07-11
0.42112873651046173,0.42802799920128876,0.4345017743346388,0.4507968650612006,2015-07-12
0.3694801516789238,0.3774499350349699,0.38511425274235717,0.34896451302600023,2015-07-13
0.38537573919277435,0.3925861707377556,0.3988680734553571,0.3192222073696025,2015-07-14
0.43406700299186785,0.4420757254599537,0.44917529385849764,0.4882092105998394,2015-07-15
0.10547616214415659,0.10779563539772938,0.10997101930543587,0.03623668197806173,2015-07-16
0.22711686379296428,0.2330698941690204,0.2395818765351232,0.17336255769232425,2015-07-17
0.4126195017411829,0.4193676255202966,0.4256922155081731,0.4387902024265212,2015-07-18
0.40450858654892125,0.41130007306570326,0.4174022404912582,0.515685172910584,2015-07-19
0.37904589847176806,0.3862894260420885,0.39297951105632173,0.3897983395996241,2015-07-20
0.4230525807911884,0.43076348957367105,0.43778789787292505,0.4401521280323215,2015-07-21
0.4316747541401784,0.4405249825128723,0.44883473012214686,0.4736617559417899,2015-07-22
0.43063319664879907,0.43990106173362153,0.4489163898853081,0.4141921792676339,2015-07-23
0.4104594957608792,0.4181027404357167,0.42532092913590114,0.3327507755473497,2015-07-24
0.38148937814953354,0.38857108553572445,0.3951830402074138,0.3265981187610698,2015-07-25
0.41396705669929923,0.42375502178130464,0.4340468514387961,0.3691215398278915,2015-07-26
0.40156535452476383,0.41164806512148605,0.4225681866265488,0.32089905342760944,2015-07-27
0.39023691713085196,0.40024204698176447,0.41130730221114997,0.29480785812158344,2015-07-28
0.3451404866698118,0.35430994317050357,0.36360321643806026,0.2992180032219738,2015-07-29
0.31714791563173605,0.3262158858092512,0.33511769956255144,0.2287840717603596,2015-07-30
0.281671148746874,0.29208819175031764,0.30269076507025877,0.2363041605901991,2015-07-31
0.26825070131434947,0.2793716751270192,0.2907694203036019,0.22465459315941624,2015-08-01
0.21637719422253393,0.22829289925087248,0.23872162028832217,0.16632770875639016,2015-08-02
0.34431655043753007,0.35050647206549845,0.35581132695385537,0.2496816547063449,2015-08-03
0.3460776715330407,0.3516685387321793,0.3569233847115041,0.25433969920022603,2015-08-04
0.35565671909938207,0.3629073593571525,0.3694319886597903,0.2621514739215255,2015-08-05
0.35018410755074114,0.3571059043556936,0.36320857420433766,0.27887172656218145,2015-08-06
0.3388000588126381,0.34692235136129035,0.3548519639952083,0.26324756456910986,2015-08-07
0.32951060403565147,0.3364874498684758,0.34260624020938985,0.2876500092679613,2015-08-08
0.339629320984414,0.3473258953535003,0.35441542026762357,0.3207732025436257,2015-08-09
0.28709073841128085,0.29325999980746903,0.29866488565394783,0.22629100871406455,2015-08-10
0.2761773224510041,0.28512774804060026,0.293250796790613,0.3233238833472321,2015-08-11
0.29557649040720174,0.305372892983077,0.31504480359338444,0.30713885645678024,2015-08-12
0.24277910328281552,0.25418387958155053,0.2648054978032774,0.2889218117563521,2015-08-13
0.23211844521390548,0.2463080737421495,0.2613555692236104,0.2434873683817389,2015-08-14
0.22664115745738908,0.2415060534604761,0.2582436858484868,0.19481345943518666,2015-08-15
0.1485830997638422,0.16689500950342734,0.18560572530455455,0.19460088812994733,2015-08-16
0.1176707314001766,0.136284979926783,0.15477714341257526,0.13759958032701575,2015-08-17
0.11363409616881384,0.1316543642232759,0.14845162673810502,0.09882405041307696,2015-08-18
0.030623773040933184,0.0513467015661024,0.07456015811098164,0.13737144871925616,2015-08-19
0.01587723404374846,0.03539947330542688,0.05783634140892178,0.1632594499554695,2015-08-20
0.13886581461383823,0.15793807100874313,0.17746212169813633,0.21624867163172345,2015-08-21
0.1395062473267482,0.1573269312676896,0.17533240030656205,0.19284571815370574,2015-08-22
0.13906169430714996,0.1566399965318047,0.1744982306853145,0.21296868106725728,2015-08-23
0.244816094430502,0.25093087959060834,0.25753219987014825,0.18415547980362526,2015-08-24
0.21004354327679609,0.21546222876507432,0.2213298294154643,0.05058958778218895,2015-08-25
0.22809107692811298,0.23393054757287146,0.24022225268426192,0.1483667840071254,2015-08-26
0.3220805516979608,0.32917470472375354,0.3358777611642646,0.1852428623511484,2015-08-27
