c,p50,param,ps
0.09936166029004699,0.5613351055836899,0.44519436138394636,0.34192103597123275
0.13312960091615536,0.6321604558426124,0.3433545511044036,0.3433784613783928
0.10358240340443997,0.5844484440791204,0.4098488638185864,0.3566019645671452
0.14083119946897274,0.6436792907396369,0.30903612080603793,0.3450671118784204
0.1401460197147544,0.6334358207292781,0.326388779770337,0.342335103106267
0.13301068242815747,0.6303198387644068,0.3423993815449508,0.34434467001143076
0.09928908722552854,0.5541399267114214,0.45919575541829044,0.3394003061981515
0.07147906948337132,0.5191424087405465,0.5053261058969268,0.32867851134150156
0.08339181232345423,0.5369363832566744,0.47547991515734617,0.3283075955914754
0.1125594817478061,0.5963695324333871,0.39288472143509934,0.34927940767063603
0.11662712487894744,0.6075814473738049,0.38366843945283463,0.35148076155777375
0.10228746640003822,0.5813527890142373,0.4279106486618158,0.35869188032203947
0.11021363203626613,0.5905692538468647,0.39777862782547185,0.350382683850925
0.11985832805423488,0.6115440026269513,0.3799608608867136,0.3524383994055569
0.13194284098123962,0.6346621954245172,0.3481380958823609,0.3422895084638751
0.10261655989220121,0.5909436113130826,0.41981446448720683,0.3616028767263082
0.06130300094650086,0.49865506015308275,0.5274704450119277,0.3321904483306499
0.07545401043897376,0.5200078505460553,0.5015068418043109,0.3296157019066757
0.0992327002797247,0.5615307598761331,0.4446407755792096,0.3420557474157013
0.13929204403235715,0.6326208472986616,0.3318011480029083,0.34041333807716395
0.06386040164174014,0.5037989247639045,0.5173790471154394,0.33746290453400657
0.029629201554276802,0.4388829909262305,0.6112974483556538,0.30069059329204034
0.13782816846911558,0.6402880143997541,0.31487755650430216,0.34374746894079683
0.10231700030564136,0.5863472194725952,0.41803700161498275,0.36031064538716256
0.10652356406499937,0.5851601307228078,0.405049038928325,0.3547671973676901
0.12638958651063825,0.6276397658494853,0.35502895032373916,0.3438499147545887
0.1311093824757508,0.6335899960799823,0.3464004786795812,0.3438361241962994
0.1386644613504799,0.6311377930768127,0.326634032876355,0.34740196924787664
0.1367307638614917,0.6365224840145954,0.3199559217358557,0.3432551090545803
0.13831820808708795,0.6343608221814303,0.3236720639937773,0.3463745705002443
