Days,c,g1,kxmax,p50,L,ps
57,0.01535068570748271,0.1861962294640107,0.01188343657440765,0.4058973724910986,0.15726148372341947,0.2126829250358866
58,0.015104490034996214,0.18572661405499574,0.01135751161941794,0.40586323357118714,0.1601618428340957,0.2129719981716704
59,0.014454622727581811,0.18688424410589743,0.009838326757663277,0.40468945943713264,0.16931113347515406,0.2136737197530655
60,0.015858026900995636,0.2136079752483316,0.009947402337834586,0.3936518112903563,0.16740661268776397,0.21025900311212203
61,0.01870534971493497,0.21095761134665714,0.016758659632486614,0.39059205016502124,0.13222747646069305,0.2109112129722216
62,0.012785072723108,0.21030234085869812,0.00364797449081667,0.4118552476856494,0.23699238873676198,0.23943508668785682
63,0.012283623916086828,0.21260196609463938,0.00225710237150939,0.41705317017597493,0.2628915964652052,0.26197131656060674
64,0.013521755473628433,0.21652510520941468,0.005206025787477847,0.39877893549508,0.21129459849466103,0.22446196489693668
65,0.014092654634228147,0.21556719417708514,0.006338763839478351,0.39646161208403674,0.19804376497027365,0.21856272175296157
66,0.013808813475762228,0.2161496329450356,0.005794823265409871,0.3958363554378524,0.20339920409946416,0.22094346959578598
67,0.012340052874654972,0.212612013840881,0.0023478810940048118,0.4161665509304333,0.2607956895365767,0.25994957733695256
68,0.013665799253921878,0.2165172157796413,0.005523089129254845,0.39546648567153425,0.20620330397484515,0.22228636644224412
69,0.01376387684841159,0.21630061823301602,0.0057087120826660055,0.39565148952524576,0.20425174113803707,0.2213425763144862
70,0.012441027122192675,0.21202180413329305,0.0024940789553758863,0.41615291509899843,0.2583100149123609,0.25731803371882667
71,0.013012284489390201,0.217556746260826,0.004187621619799159,0.40227463634571786,0.2255477028023281,0.2323524932875266
72,0.012840137603849304,0.21392422652018644,0.003938927800237384,0.41068210156729,0.2317432722294594,0.2364642456375298
73,0.01266480553067947,0.21140279872689163,0.0035798606238962734,0.4134497786899311,0.2385047556974587,0.24013679739816726
74,0.020758797583329297,0.20767623395972654,0.023499193955602314,0.39194790277433667,0.1118768233592908,0.21842292030166058
75,0.012256465306319391,0.20979894342782823,0.002119304222859689,0.41722573705350974,0.2657347207514442,0.26507635169380755
76,0.015499844126958064,0.19718486175146052,0.010234393950186087,0.40815559963492976,0.1692310373698358,0.21142582495607382
77,0.012821829404924706,0.21545132364365013,0.0038214981999390445,0.4090375201219472,0.23294792615205107,0.23764908085657857
78,0.012211306510048866,0.214281599636073,0.0021142869019778686,0.41874062569209003,0.26613839006808265,0.26518278453744465
79,0.015320050556489105,0.21406359997664856,0.008821461569426797,0.39431820972830134,0.17562535310776436,0.21172110354005874
80,0.012616221018467303,0.21163065344359583,0.003645933668219983,0.41295518580374685,0.2370405384283207,0.23915436321200206
81,0.011285036719499028,0.2193718575318239,0.00042649962885318133,0.43642098300233817,0.3102275990935141,0.33625067458650887
82,0.013995779702946246,0.21576394417969463,0.006152086091323284,0.39622943996099114,0.1998322287152625,0.21932964192580492
83,0.016635112853939323,0.1922684796143292,0.014300616089302986,0.4111283726934418,0.14733634452021374,0.21052378577646327
84,0.012340838786404773,0.2146690775938617,0.0025312985157370663,0.4177481033081509,0.2575684250142337,0.25613542161640657
85,0.013296655937231502,0.20752660464916958,0.00450676305816276,0.41117375051053306,0.2249717791129628,0.2315653079642232
86,0.01220569524916148,0.21108884712883888,0.0020036861783969398,0.4190943490597353,0.2687760047551206,0.2681045767408394
87,0.012336887483808227,0.21458536300182626,0.0025688564736713734,0.4175933614437585,0.2567967623366967,0.2553896278102585
88,0.019303596520421813,0.2098199739042237,0.01858163727662587,0.392154026425131,0.12626464723647512,0.21243243889261024
89,0.012692521294865398,0.2071406295443282,0.0026305087575912867,0.41385500603735376,0.25521212113478414,0.2551574552774039
90,0.012498921699440465,0.21322778019639096,0.0025367567392783653,0.4170060926535977,0.2578425001225093,0.25658622104764134
91,0.011550827799755347,0.2197774848814502,0.0008153543653170378,0.4319882538185379,0.2984731378536349,0.31092776421572843
92,0.012771878827087585,0.20671651269856378,0.00271513095092486,0.4140547127785092,0.2539577399682427,0.2538922353746942
93,0.014421622617708858,0.2149045801636575,0.006980963102722539,0.3973820981082194,0.1922551928198982,0.2162682236772966
94,0.01319897084712093,0.207600740595046,0.004869112266052194,0.4095715197606164,0.21913272807186648,0.2280146993083757
95,0.014032641404134271,0.21562782388196491,0.006223970071230894,0.39642674852723003,0.1991770319808556,0.21905193382170102
96,0.01295115250104731,0.2177761700060205,0.004075193105710663,0.40219708908224133,0.22702933713171408,0.23334212481163272
97,0.01214787040985371,0.21615622282932678,0.0019542159060823294,0.4207299007267211,0.2697965960273045,0.2690270066592867
98,0.013009320080910916,0.21759844795903877,0.004182179469991172,0.4022128214393452,0.22559643007717328,0.23238657725079284
99,0.013007783521285673,0.21751857968984303,0.004179372898621791,0.40237671229608607,0.22569616053900707,0.23245093387769997
100,0.012925839488885604,0.2164976393223287,0.003997041982158032,0.4057690869622256,0.22947746526536367,0.23525288029370542
101,0.012295452649328884,0.21241158712943484,0.002261638796939933,0.41742680580065117,0.26303923282581926,0.2620146124713442
