qt=0.05,qt=0.5,qt=0.95,observed,date
0.10544398058690177,0.10747837541149671,0.10940413681792752,0.037392222222222216,2015-05-30
0.12908991591998298,0.13154989607245857,0.13378496276710677,0.1230591111111111,2015-05-31
0.14724979797896584,0.14979687307900968,0.15233652715830173,0.3829755555555556,2015-06-01
0.15359922578715826,0.15644687549388192,0.15928058824653155,0.40919777777777777,2015-06-02
0.1429584133777871,0.14538905657893864,0.14775974697595212,0.4202088888888889,2015-06-03
0.1037627761991953,0.10570254184009947,0.10757028212874395,0.174539,2015-06-04
0.08547872666548266,0.08710043560616391,0.08868293516451017,0.17736444444444446,2015-06-05
0.14774647276732292,0.15033328335390544,0.15289884441270032,0.12532333333333334,2015-06-06
0.06623256327545485,0.06749897911827712,0.06873705909067228,0.14008444444444446,2015-06-08
0.13629376712766572,0.13867693602695608,0.14093280401913494,0.2355233333333333,2015-06-09
0.10256976432006519,0.104484460153619,0.10633953065858065,0.10581733333333332,2015-06-10
0.07782619861220735,0.07931825200856249,0.08076526035565368,0.10852444444444444,2015-06-11
0.11183703237023286,0.11390027348443199,0.11588395114315506,0.15132622222222222,2015-06-12
0.12103967794499908,0.12321993334248596,0.12526289674514932,0.17580222222222225,2015-06-13
0.0768809359372874,0.07832866208659467,0.07971188043115662,0.12458066666666667,2015-06-14
0.09882627766384715,0.10066779532018491,0.10240551975638558,0.13872577777777778,2015-06-15
0.13518374833790026,0.1375924168223972,0.13981748274205122,0.06480177777777778,2015-06-16
0.12559489100684176,0.12785775476632033,0.12990095173218075,0.24736,2015-06-17
0.09779486128146928,0.09962467342805983,0.10140380076087725,0.1349277777777778,2015-06-18
0.14519243817025965,0.14775948870121225,0.15021727944772054,0.2143155555555556,2015-06-19
0.10330394684891653,0.10523914527483544,0.10709497933294344,0.16045777777777778,2015-06-20
0.08153275102482226,0.08305319130968866,0.08456705783577234,0.16870444444444446,2015-06-21
0.1007551987826014,0.10265336444250737,0.10439493112312918,0.15377555555555555,2015-06-22
0.09058665199078209,0.0923208923675944,0.09400651084181072,0.04816066666666666,2015-06-23
0.13646759318001025,0.13881422794100323,0.14110940227761803,0.16449666666666662,2015-06-24
0.08610170503341295,0.08770124048531285,0.08927976504713703,0.12266144444444445,2015-06-25
0.14110156596636178,0.1434729022555235,0.14581971746898353,0.18103555555555556,2015-06-26
0.14484381254291537,0.14738736573494643,0.14996131949487873,0.16594077777777785,2015-06-29
0.14150667863388663,0.1439075070938705,0.1463071524244017,0.1737388888888889,2015-07-02
0.12677909369817664,0.12907311109194386,0.13114509533373983,0.1308577777777778,2015-07-03
0.1248581621317988,0.1271174949950099,0.12916850407284972,0.1334261111111111,2015-07-04
0.117040204175892,0.11931509493841178,0.1213237388714208,0.14108855555555555,2015-07-05
0.11753501251015751,0.11981586294662995,0.12187496445112736,0.08534255555555555,2015-07-06
0.1182625424481791,0.12046283287922507,0.1225336938844986,0.033496111111111115,2015-07-07
0.14347438623880102,0.14594251860241986,0.14832155334570502,0.15424999999999994,2015-07-08
0.13572538764096662,0.13813879168544102,0.14035236965622921,0.13744555555555554,2015-07-09
0.13189812815574303,0.13427000543646642,0.1365016218873632,0.14559933333333333,2015-07-10
0.12677748583113815,0.12916313756192144,0.13136686740847142,0.13518833333333335,2015-07-11
0.1208848721768897,0.12314922618554486,0.12519737940099085,0.10878433333333333,2015-07-12
0.08126078745515955,0.08279112040752888,0.08425509727601545,0.08589833333333334,2015-07-13
0.0874159444693937,0.08904993669730987,0.09063472764170545,0.0724818888888889,2015-07-14
0.1303815583782549,0.1327168471203577,0.13486845142421894,0.06307822222222223,2015-07-15
0.05552439261953575,0.05656475620161679,0.057594600122193,0.1289888888888889,2015-07-17
0.10241989332356441,0.10442524930438968,0.10619234181050732,0.15819666666666668,2015-07-18
0.12536081208783312,0.12764684406194557,0.1297288498451202,0.10715744444444444,2015-07-19
0.10709508249814381,0.109080004255654,0.11093356801052055,0.07540833333333333,2015-07-20
0.12695078753795871,0.12921255916644964,0.13126519826792796,0.09867444444444444,2015-07-21
0.14308155919108925,0.1459649747203269,0.1488993830932884,0.11055999999999999,2015-07-22
0.13483988615620102,0.13736535472453912,0.13989675878877667,0.10815366666666666,2015-07-23
0.12399299452976226,0.126124948664594,0.1283234378869839,0.08735611111111112,2015-07-24
0.12299776039844526,0.12507312450010677,0.12717539468595399,0.08152222222222222,2015-07-25
0.12413705745980536,0.12682565474573965,0.129388115590094,0.0968227777777778,2015-07-26
0.11716510707224252,0.12015207136570574,0.12305612633775405,0.09712522222222224,2015-07-27
0.11437636876472243,0.11728724419000668,0.12015101169797864,0.08961899999999999,2015-07-28
0.11551073862444342,0.11997954902898945,0.12474024458682266,0.08680288888888889,2015-07-29
0.09401955232098907,0.09922697333248226,0.10488050399208705,0.0731457777777778,2015-07-30
0.09316954566177425,0.0986878780602323,0.10460985983982111,0.08187277777777778,2015-07-31
0.07210386193416934,0.07909856406421284,0.08668040834282843,0.09412899999999999,2015-08-01
0.04307904992259723,0.043886063076024745,0.04468476078815983,0.015812855555555554,2015-08-02
0.11575799230141236,0.11782600737575659,0.11975892813722597,0.07163555555555555,2015-08-03
0.1171584203589086,0.11929020741332327,0.12126315250488875,0.08088011111111111,2015-08-04
0.13449198044756946,0.136741348287415,0.13896317381150464,0.09110855555555557,2015-08-05
0.12830136150525814,0.13047630062300258,0.13260218789869085,0.08874311111111112,2015-08-06
0.12989513406792538,0.13206284970070284,0.13421774339652343,0.06957255555555555,2015-08-07
0.11205427410476257,0.11408916348784641,0.11592408114419524,0.07548533333333332,2015-08-08
0.11694236250579719,0.11887626294229792,0.12077956483624082,0.09122555555555556,2015-08-09
0.09720184881628538,0.09892469928081052,0.10052511524904004,0.06812155555555556,2015-08-10
0.11149173053669886,0.11333008814145085,0.1152307028740612,0.07939722222222223,2015-08-11
0.11644547606765182,0.12020887582285626,0.12433101996801679,0.09572722222222224,2015-08-12
0.09128958958133977,0.09442716330055667,0.0974067753235702,0.08531700000000003,2015-08-13
0.09070411509130952,0.0952648985098293,0.1000255585126375,0.0933837777777778,2015-08-14
0.07517420857658448,0.08152241260503434,0.08842583754588494,0.09320522222222223,2015-08-15
0.0491234955886783,0.05711814226114662,0.06596568106051884,0.0950421111111111,2015-08-16
0.018235602959780398,0.029169467547050056,0.04067136008274339,0.057199333333333324,2015-08-17
0.0,0.011666290773178548,0.023966620749186214,0.04502411111111111,2015-08-18
0.0,0.0,0.0,0.060383555555555565,2015-08-19
0.0,0.0,0.0,0.05114655555555556,2015-08-20
0.08394784575196979,0.09080739889860948,0.09820501387261235,0.07252011111111112,2015-08-21
0.049757522126261514,0.05801069050593565,0.06717027962273747,0.07885977777777778,2015-08-22
0.09141425587286303,0.09312071417854728,0.09474154870514218,0.05258922222222223,2015-08-23
0.07844763680310315,0.07996808888958283,0.08142801278003964,0.03520533333333334,2015-08-24
0.06316087381917583,0.06438198058118734,0.0655668777424768,0.017837444444444444,2015-08-25
0.08135437306896473,0.08292955466953628,0.08444117671468503,0.04653133333333333,2015-08-26
0.09718823847241362,0.09899632072255332,0.1007682089026756,0.062239777777777776,2015-08-27
0.11122773735375195,0.1132639850592981,0.1151755578895394,0.13638777777777775,2015-08-28
0.08634947001212376,0.08796152143287791,0.08953587723360232,0.034821888888888895,2015-08-29
0.10642819273400594,0.1084137117596295,0.11027209491395859,0.07734322222222223,2015-08-30
0.1033076747236016,0.10531985313403994,0.10713391478512341,0.08561122222222223,2015-08-31
0.1061618693283474,0.10832420162420367,0.11018075738249916,0.0810681111111111,2015-09-01
0.0806372197494051,0.08219238467511876,0.08364488228242721,0.06004344444444444,2015-09-02
0.04866469813207611,0.049576667875289804,0.05047136268703225,0.04831411111111111,2015-09-03
0.07038148380420632,0.07169861061187904,0.07295024109068508,0.06104266666666666,2015-09-04
0.07249425130867662,0.07385120002337753,0.0751384060917675,0.05447644444444444,2015-09-05
0.10910932812075569,0.11133669292557813,0.11352381856777888,0.077208,2015-09-06
0.06366338912041973,0.06486310297285802,0.06600413505989179,0.03332477777777778,2015-09-07
0.14264757149863494,0.14509439208374209,0.14747074750317904,0.05571388888888889,2015-09-09
0.08666764842509914,0.08828677340215044,0.08989136629957685,0.04718666666666667,2015-09-10
0.10637251808423659,0.10837337313449259,0.11030658256937284,0.04131155555555556,2015-09-11
0.13152217504272642,0.13390547593414548,0.13614196527924083,0.08381655555555556,2015-09-12
0.1299832550357492,0.13235024389461086,0.1345135773876328,0.07849966666666668,2015-09-13
0.13357003612807247,0.1359654530622343,0.13817970773139027,0.10036488888888888,2015-09-14
0.12045651600948162,0.12280434984838005,0.12491411717529072,0.07735044444444444,2015-09-15
0.12845991734467166,0.13083716724407474,0.13300619841111677,0.052879888888888886,2015-09-16
0.12124427299624006,0.12361305417002035,0.1257411919260193,0.065697,2015-09-17
