PLC,gs
0.029218586617392576,0.6376420969439435
0.05552268816993505,0.44485620331225956
,
,
,
0.03462436890356853,0.47439099104604154
0.043923786853741355,0.42651777741102936
,
0.010311874010372184,0.5252149477081068
0.012870725439924364,0.6690619859047656
0.06417388989491457,0.28429361108702395
0.0202986472736261,0.5724583880019624
0.023475680550137653,0.5892596654676641
0.045269810318875794,0.41418884916837795
0.055467906437224455,0.315939923585599
0.01666184088321762,0.5628135430169401
0.030874766369844903,0.4356307187119126
0.05481335611651599,0.34972467427556464
0.05591508741476523,0.3276382247104533
0.030664078754404998,0.491739506613534
0.06571049032682658,0.30849120005650976
0.06746666213256135,0.2799021806526636
0.0057217311146728084,0.7596951243902077
0.058180327136032474,0.289886679269551
0.03316236488387714,0.5297797372257574
0.06449868452058011,0.25789023532109706
0.020777450939673144,0.5617555808267933
0.07069641374278433,0.2210497104066256
0.07229663821375255,0.20826608013800801
0.06894117329854546,0.22742947964580587
0.07150428569890546,0.19847543547543964
0.043910786124956296,0.3958242861214175
0.023073931466297975,0.6296651504591902
0.06569264089813387,0.2821328753014088
0.05110351827846567,0.34492675212637935
0.049268272182869464,0.322540563300559
0.05117731471758836,0.2822028136233509
0.048079551272303386,0.26641573967761584
0.03459718403932248,0.5138469892989158
0.06932149816226534,0.25603494743695016
0.0644965836980535,0.26803555261463424
0.059206252160765326,0.24818849896701595
0.05863160925369859,0.23389208265865152
0.05193976022772733,0.2742008567665986
0.032957679920521905,0.4008977111396557
0.04542413658561939,0.3708867664181777
0.06576097910429107,0.29333392522262397
0.033641217492403855,0.5075691095615237
0.001620869595810468,0.8666192411266506
0.05120968712599807,0.26192206409412866
0.05004766391451653,0.29382826948123275
0.041153892676352284,0.34052756734392736
0.06778678431984682,0.26688089124931197
0.07848426748135773,0.21166944484366498
0.07977208741334745,0.17958790582511042
0.06883368462411585,0.19954548424362958
0.07065693678774561,0.21138812014560113
0.08262490454842153,0.13505749509143358
0.08522667969939446,0.11101258678726073
0.08906636894245876,0.11013533331456385
0.09396568159408568,0.13084251846960573
0.09977722744585521,0.18192864680435625
0.11586975631398116,0.15598980290874206
0.12180832357287923,0.15918091422655356
0.09343738238321103,0.26831106742447136
0.07253118161959875,0.31297976782015446
0.0644974261370753,0.35145079004011465
0.08530512878317689,0.24439784014560928
0.08203880774251679,0.24831817423041755
0.09471530664303134,0.1995120427915166
0.08338942749826095,0.22713661546735206
0.0884569230652369,0.2010095230346657
0.07634942689723422,0.2940041007650988
0.10294197029462349,0.26261136625882886
0.11289652142349008,0.17969942466848154
0.11474965885628279,0.1849400699635314
0.13220513154958025,0.07932385937973276
0.13477526363285397,0.06552241785402353
0.1617379705379551,0.05418966725901543
0.18991521410472711,0.07260498079436663
0.1964382950880879,0.13772956212965007
,
,
0.18853104019049544,0.06604884669044189
0.17711124804941805,0.06842661199476054
0.18528596186562976,0.08593620536529036
0.0099986363227963,0.7884526922650611
0.002231717305643088,1.0
0.004661979396319151,0.8838641335209939
0.033251356882508194,0.48889642667989175
0.03702894343110365,0.4087071167369113
0.018656287377526646,0.5558607991052624
0.02970119182524952,0.43991044466328344
0.037156392353166416,0.3559162075344518
0.04565665234743181,0.25595063684561176
0.020949758780647806,0.40429289393470913
0.001062904281016581,0.8338789172767153
0.0023094875012554493,0.7176985127515604
0.01106860071277164,0.552696233551961
0.0496822445069532,0.21560298495266142
0.001372019581945744,0.7293668046276559
7.493510020971611e-05,0.8491877672770355
0.06284439088790325,0.2723719074545466
0.022370393202410497,0.5627068897681989
0.02837431190787032,0.5938505041271903
0.05029249410039923,0.4306115232782983
0.0537781782839444,0.39777557572837047
0.05849468993323259,0.2815607208400016
0.056959679031116345,0.22565720529926495
0.05711925140511365,0.2462829541269631
0.03503605568616185,0.6001636696442172
0.05782603921706417,0.41481433582330757
,
,
,
0.03986767446804625,0.4445307619639862
0.04798181052635583,0.3981637222488851
,
0.015592700752436777,0.5054392456848653
0.01894920531070539,0.6416941023567024
0.06471854496581969,0.26465591942854466
0.026555736940671804,0.5428188540501575
0.029650823284999947,0.5569236458032462
0.048985418070185395,0.38690544492858703
0.05740727580631833,0.2945720675506953
0.02286703409551095,0.5363220057971848
0.036317290128214996,0.4093241129520445
0.057030918440080486,0.32594029992113915
0.057924401516147056,0.3052248059836222
0.0362974959129009,0.4618887175765378
0.06619022333187498,0.2869684197857914
0.06757240044671523,0.2602812128988241
0.0101286974044045,0.7444380116240309
0.05984222847060755,0.26964649692643217
0.03876234538763968,0.49642106338085346
0.06507638525862722,0.23963053464288472
0.027254189380764345,0.531462796937486
0.07003071108457497,0.2054018665020395
0.07131504402325879,0.19346194470332959
0.06863666999297549,0.2112713146750835
0.07064456132897022,0.1842611904522228
0.04809213722499138,0.3689331904598217
0.029454860824166793,0.5947459256926415
0.06609171370479203,0.2623818016912241
0.05391003075739577,0.32151013105914183
0.05227322089544161,0.30071871941684614
0.05376382526352799,0.26297186605794975
0.051069611905208166,0.2483554829306226
0.03995659159154287,0.48137405645061027
0.06903252916749086,0.23802354547668136
0.06507144237133805,0.249176697909877
0.06054146001565667,0.23076383646191803
0.06002709718307147,0.21738444914476587
0.05458251448174009,0.2550394219848955
0.03850577072683433,0.37513856336583523
0.04943953642235633,0.34524534879148094
0.06656626632733685,0.271946137271677
0.0394726794374659,0.47437253861007955
0.003335421465228074,0.8705035934810355
0.05431226533982899,0.24279225904936752
0.053603436925695865,0.2721479559515735
0.04629277188828232,0.31572337548870777
0.06891685307426876,0.24571184560502077
0.07775374489498145,0.19429206382171604
0.07875381857519624,0.1644559551141185
0.07033987141578144,0.18191404266437305
0.07214139356533371,0.19240485131681426
0.08159463819315377,0.12222242568450481
0.08400841346915588,0.09952170987127315
0.08779976791130227,0.09794838024339772
0.09360372841525315,0.11475277938245669
0.10265134482146192,0.15462847154425435
0.11810937457510573,0.1280907635692014
0.12469725092915482,0.12828246563994009
0.11907611116253962,0.20158748755784542
0.07661726379607706,0.27978027738774347
0.0692153135304639,0.31677973656556724
0.08684950407116493,0.21792978907587002
0.08440692907466983,0.22099159623538636
0.09583203238422892,0.17482896147494092
0.08610128939357027,0.20059980560968033
0.09040718222421903,0.17665394920539512
0.08408340573061186,0.2529844785482891
0.10994303018338948,0.217041819801421
0.11478057168615233,0.15036768770567413
0.12319935893357434,0.14424069441669163
0.13263522259455124,0.05913989046619706
0.13352337655933158,0.048068741527828904
0.1654982567477371,0.028285859310766933
0.20227899686371456,0.028301430880734918
0.22500419896390816,0.05678374583936666
,
,
0.19105838925350274,0.031778419577289115
0.1818794980322981,0.03507357950490256
0.19220609982199974,0.04461646279503728
0.016000906758324464,0.7598415622233216
0.004419988809950845,1.0
0.008547247531969244,0.8706139890534608
0.03873320551254678,0.4582075813005662
0.041992710983656485,0.38217620728629903
0.025085409438703445,0.5274661508127841
0.03548601127720778,0.41293938174819744
0.042019822201795634,0.3326357818076094
0.04913762080861153,0.23832931143334624
0.027307774062198566,0.3820369935218202
0.0021445456262009226,0.8420597118842762
0.004597505009115007,0.7173510828407303
0.016966933805739864,0.5317249130263113
0.052265099665227306,0.20074782643000572
0.002769376599544259,0.7346728854223308
0.00011157622498576525,0.8602122158853859
0.06354409445509251,0.2535831624772154
0.028654793634835293,0.5320238369109778
0.03438433475548191,0.5585309986430217
0.05353377799477896,0.40122953730371635
0.05649213098087257,0.3702112480399675
0.06010462978665809,0.26181731152596505
0.05854991417690855,0.2097972719860073
0.05882322860513275,0.2289308221677273
0.03396010989202547,0.6146418658931038
0.05831057689362667,0.4256995626181432
,
,
,
0.03860215511982143,0.45572114102343325
0.047228087455517515,0.40862286200478826
,
0.01621572721082357,0.5199104001431801
0.01683204771187314,0.652975911877978
0.06435120065278287,0.271679607550953
0.024628216868855864,0.5543680537523408
0.027974466539682604,0.5694966787191343
0.04835140374299095,0.39685503958437274
