qt=0.05,qt=0.5,qt=0.95,vn
0.10901686488593815,0.11093096998446228,0.11296906449692477,0.037392222222222216
0.13312791083475536,0.13535853409347667,0.1375421834527858,0.1230591111111111
0.15219548957280224,0.15457412102853763,0.1569640605546966,0.3829755555555556
0.1593192976903784,0.162030967478087,0.16464687185115953,0.40919777777777777
0.1464332632953396,0.14877008981850653,0.15111908214507114,0.4202088888888889
0.10694031280733135,0.10865737549323812,0.11058555642362404,0.174539
0.0884005107532837,0.08999166777495488,0.09174146709778253,0.17736444444444446
0.1524546330071242,0.15489012167268065,0.15729447343914246,0.12532333333333334
0.06886989561528176,0.07019679858268421,0.07165381385601052,0.14008444444444446
0.1398672578434253,0.1419978430190167,0.14418367527170645,0.2355233333333333
0.10591547884812576,0.10765662628396738,0.10956603116989122,0.10581733333333332
0.08073484912428452,0.08222981405451121,0.08393067258470821,0.10852444444444444
0.11533908592316292,0.11719206959780848,0.11918149718136825,0.15132622222222222
0.12441684431884593,0.126247637477659,0.1282786661776229,0.17580222222222225
0.07969207215994754,0.08112468914088962,0.08276290461932972,0.12458066666666667
0.10201185121108912,0.1035959254942023,0.10544669380333427,0.13872577777777778
0.1389251340081651,0.14103535891125235,0.14321628414537774,0.06480177777777778
0.12885125094139502,0.13078203427614124,0.13285895873444448,0.24736
0.10089439154629969,0.10257868881820201,0.10445164200130219,0.1349277777777778
0.14962732988895677,0.15191623397001353,0.15425755526281695,0.2143155555555556
0.10640108084035994,0.10814768059590296,0.11005161890981957,0.16045777777777778
0.0842666752863837,0.08579330221593154,0.087497049387291,0.16870444444444446
0.10364399741519863,0.10524584206230062,0.10709501222526134,0.15377555555555555
0.09352599352121747,0.0951987785805896,0.09700981628162415,0.04816066666666666
0.13933036987824898,0.1413999495990303,0.14359695571574707,0.16449666666666662
0.08890422081789713,0.09046565744572402,0.09220281791667184,0.12266144444444445
0.14452954294522874,0.14676273953487493,0.14907892015746382,0.18103555555555556
0.14783553886770764,0.15070186701262298,0.1530923259720829,0.16594077777777785
