qt=0.05,qt=0.5,qt=0.95,vn
0.23041784195304849,0.2354815883884674,0.24019832978304245,0.17666355555555552
0.27814132020932514,0.2840578351352355,0.29000547350755196,0.3338888888888889
0.3115956952181129,0.317792760072422,0.3244361829156906,0.43154111111111104
0.3221520182140617,0.32981893259839756,0.33779152484308417,0.43471000000000004
0.31568285385055833,0.32216079038435363,0.3286263970984781,0.4247466666666667
0.233210418656966,0.23756751573205742,0.24202481846338864,0.2622977777777777
0.19090527428166834,0.19452922859780847,0.1984781897324585,0.20513666666666666
0.313542174288169,0.3203323437444917,0.32695394615530193,0.34974666666666665
0.14878007045851993,0.15155153962675974,0.15466452926838772,0.14325177777777778
0.30420327208947057,0.30955046452225116,0.31455692278763897,0.35862111111111106
0.22907720757523675,0.2335033341941349,0.23804151428027115,0.23663222222222224
0.17376955884291997,0.17708059984547198,0.18062440518653453,0.18103411111111112
0.25057563186295795,0.2553317138865085,0.2599303398941829,0.2534763333333333
0.2746368282947823,0.27940243869763404,0.28390806688683123,0.2948488888888889
0.17512099370111223,0.17833529838854992,0.18203514097278906,0.179566
0.22626964873325006,0.23035302706415497,0.2348700787268386,0.26138555555555554
0.29815788770375995,0.30327459123804645,0.3085386519452203,0.3208511111111111
0.2834796439049992,0.2884043433916248,0.29286238034490664,0.34376
0.21968009683775708,0.2238078497110471,0.22821461270297477,0.18551877777777773
0.31213373519853205,0.31813052969288064,0.32423098454577887,0.37195
0.23117703595189462,0.23560619842875036,0.24008764051850726,0.24411
0.18326252259513098,0.18672169473289013,0.19063999823007907,0.2392411111111111
0.2315729685109241,0.23559573081299098,0.24017478186078292,0.2951388888888889
0.20088051226357517,0.2047892267416127,0.2089437404449883,0.15081188888888888
0.3060281293457152,0.31162799255144086,0.3170627770247101,0.3609344444444445
0.19423231770470353,0.197861459471032,0.20197219598920477,0.1567311111111111
0.31390855130603706,0.32020916454998793,0.32631443575340024,0.3667811111111112
0.3201900928036919,0.3275215272651182,0.3350215252128013,0.3767133333333333
0.07151416011777538,0.07288170022012731,0.07457679373496706,0.08322455555555558
0.19473146232498675,0.19852458216807034,0.202517826338732,0.06835446666666667
0.3103377608191839,0.3160425555737577,0.3219497975756587,0.33886999999999995
0.28505411387062946,0.2900836473629741,0.2945604860496701,0.3000511111111112
0.2861206685336404,0.2908530441120892,0.2952600329951301,0.3127122222222222
0.276122707170169,0.2810172189057144,0.28563549932243226,0.3399622222222222
0.27953901020381844,0.2850188343684288,0.28976498923017285,0.3188311111111111
0.2611923570556145,0.2667045429140007,0.27128257862121796,0.31066777777777776
0.31379131606453997,0.32013088537393386,0.3262776730353054,0.38531666666666653
0.3033851289065158,0.30864364451312076,0.3136762560856635,0.3584677777777778
0.3030296556864458,0.308608448431666,0.31383226971552686,0.3676522222222222
0.29716007939697603,0.3029233759814782,0.3080015415972859,0.3445344444444445
0.28281714202083647,0.28759491196975784,0.2920305512215394,0.32622555555555555
0.1847891118146477,0.18820174147963842,0.19201776365802978,0.16169922222222222
0.1979503244996669,0.20159216662244123,0.2057061085013892,0.1793871111111111
0.28776658317444315,0.2926338626051941,0.29755955418389507,0.3128844444444445
0.12597746849229982,0.12826929619250155,0.13098500515366457,0.08397011111111112
0.24231008021560735,0.24695718179355003,0.25162853591978757,0.23538777777777775
0.2843780372350545,0.2889955271043494,0.2933085657225885,0.20196333333333333
0.2493458917284025,0.25352905531011727,0.2576866563192166,0.2235522222222222
0.2810320813215483,0.2856007127409875,0.2901492359979694,0.24071666666666666
0.2954784063293981,0.3024785280272384,0.3099915430921571,0.25423444444444443
