qt=0.05,qt=0.5,qt=0.95
0.9986600269843169,0.9991869210143889,0.9995211819624159
0.9948841448486256,0.9969209122637912,0.9982951973974952
0.9861473950068469,0.9915424035017177,0.9953340629363233
0.9805070885851639,0.987651113557955,0.9931011276946713
0.9887506660973904,0.9930785070337862,0.9961871713136995
0.9986519532320123,0.999175972026664,0.9995109986414739
0.9995162225351534,0.9996949018405538,0.999813485087964
0.984747734112444,0.9905398655093556,0.9947660456492043
0.999846076199552,0.9999043603166983,0.9999419443580643
0.9925170572089752,0.9954657258051528,0.9975168324042004
0.9988288168274708,0.9992814090365743,0.9995745718015436
0.9997046322744702,0.999815759317815,0.9998860728493265
0.9980794324206189,0.9988396033853437,0.9993246967849837
0.9967916214750799,0.998051086720112,0.9988985752601016
0.9997222560372071,0.9998266134454928,0.9998928806837319
0.9990442262887973,0.9994063011538842,0.999649592186726
0.9926908621941923,0.995581270196001,0.997564903886492
0.9956202943938302,0.997348865231217,0.998515658865418
0.9990490139666297,0.9994081348778261,0.9996488656462259
0.986830022706381,0.9918831008262419,0.9955333085669198
0.9986451735869136,0.9991705088578208,0.999506447528824
0.9995998997673861,0.9997480485773222,0.9998441414466164
0.9988058932961625,0.9992558763079635,0.9995572976098416
0.9993152111952055,0.9995692569946282,0.9997388880174279
0.99123332194463,0.9945801146480453,0.9970185385523198
0.9994724727773326,0.9996662381752426,0.9997956070938919
0.9893927699891911,0.9934549103311334,0.9963927682908185
0.9854300268615964,0.9908022356813464,0.9948787294900792
0.9870107853412505,0.9919218828446766,0.9955166683818768
0.9866055688490405,0.99151059355716,0.9952687388269839
0.9999784464936936,0.9999865712024321,0.999992071342074
0.9994987893614949,0.9996868277009494,0.9998095682569584
0.9898969838188295,0.9938472387933572,0.9966277495972019
0.9953811466974096,0.9972000420231384,0.9984388373331428
0.9958190799804034,0.9974487951551012,0.9985771691464873
0.9972354539188173,0.9983003866093543,0.9990245386655544
0.9971103644584489,0.9982234629984372,0.9989769500426018
0.9969776201816025,0.9981504703728128,0.9989402450753008
0.9879364751404563,0.9925859143384279,0.9959180106030734
0.991919529484505,0.9950587070910845,0.997275593219334
0.9932996802273998,0.9958882305426641,0.9977304060822875
0.9947461735620616,0.996783926431557,0.9982165335087051
0.9961037372261408,0.9975996454210949,0.9986358987284522
0.999559072285922,0.9997189487182025,0.9998256134705553
0.9993640257091622,0.9995966476164228,0.9997535814731362
0.9927190636563346,0.9955071100121429,0.997472229332503
0.9998734710560555,0.9999193670415311,0.999949809640055
0.9982292900534776,0.9988728792401003,0.9993223439443659
0.9931546011952006,0.9956888173310829,0.9975330762335417
0.9971865230190113,0.9981966403742735,0.9989104753105448
0.9903472285545513,0.9938551013740617,0.9964392811244437
0.9724477115257207,0.98101389914509,0.9881296305698252
0.9785550875795207,0.9854317189244245,0.9910267646649871
0.9835045034272356,0.9888364480878196,0.993014049845175
0.9832714596326463,0.9885522221792612,0.9928660017705042
0.9735182900362265,0.9807924633954443,0.9870184021551224
0.968033448051483,0.9764386220006747,0.9833260532251036
0.964769614963175,0.9739567768974619,0.9812267943163411
0.9250923244265852,0.9388758076889452,0.9514011781868426
0.8750954568498557,0.8950825104480327,0.9121883249377867
0.8662158822619992,0.8866939361770103,0.9041994833573536
0.8003813186565566,0.826618197187053,0.8478246964391188
0.9997081366376348,0.9997856444310413,0.999855105757448
0.9955480100220413,0.9972042749448881,0.9983477084393927
0.9949227868993702,0.9968078291573845,0.9981210998142352
0.9860485466900001,0.9910193208620433,0.9947895877323905
0.9885178063424191,0.9925928349923119,0.9956517019654434
0.985362717479857,0.9903656032346475,0.9942243289964591
0.9925705906632669,0.9950974448996233,0.996940721596443
0.986690002040311,0.9909673808642661,0.9943113272808558
0.993914301653346,0.9958175160051577,0.9972809760660608
0.9781839071630314,0.984519693532332,0.989743562645069
0.9280811590492926,0.9430439421983006,0.9562710026334831
0.9275656545728239,0.9441949193850001,0.9573092095416261
0.9038537022850078,0.9212779485488852,0.9354110744587991
0.8579465003750015,0.8778711100049434,0.8932559287678574
0.7878455228438764,0.8159682310402563,0.838598288990476
0.6334220239920143,0.6786004616524136,0.7202931381290655
0.0,0.5238963664233515,0.6000498510748983
0.0,0.0,0.0
0.0,0.0,0.0
0.8134817628314182,0.8360294313047054,0.8551054780419906
0.7486700732192222,0.779643852611764,0.8053828881979358
0.9981005800587991,0.9987240898895828,0.9991929947144631
0.9996792610595151,0.9997992652410028,0.9998758181337569
0.9998620038835195,0.9999140429245342,0.9999479102271092
0.9996168555091485,0.999759015966039,0.9998508707422944
0.999043757676953,0.9994049066048525,0.9996448727364358
0.9978638133855355,0.9986849432799044,0.9992293383519117
0.9994758246719943,0.9996688873256676,0.9997977791391847
0.9983606688373146,0.9989930546586254,0.9994038068280634
0.9986004094088827,0.9991291592060177,0.9994837349715537
0.9983082521315182,0.998944301005517,0.9993780136379885
0.9995841686615945,0.9997367114678024,0.9998371199104695
0.9999380119904214,0.9999616922566279,0.9999769178037636
0.9997969292132165,0.9998722994102026,0.999921545669579
0.9997685422726168,0.999854319064014,0.9999101240314873
0.9981669262220788,0.998862651451942,0.999336055067792
0.9998533452402102,0.9999081161709712,0.9999441217706222
0.9891613864800062,0.9933880208646763,0.9963837563393944
0.9994986645813149,0.9996854374171433,0.9998081230769105
0.998432368607529,0.999052476370726,0.9994377368467047
0.9936648578426408,0.9961921304303454,0.9978731286781273
0.9940491508039588,0.9963942879618513,0.9979845876802598
0.9927280083724112,0.9955636464575067,0.9975479670164815
0.9964159734262122,0.9978037216400222,0.9987483900845734
0.9943942927970333,0.9965682264192024,0.9980912491708711
0.9961511375749816,0.9976299914951489,0.998656456346298
