Days,c,p50,L,ps
165,0.6367127668879599,0.5821479492843642,0.5561971876403009,0.9454074076321793
166,0.5641633206718847,0.6133720510849417,0.6208242321630457,0.8711261668308969
167,0.5097010232719281,0.5911599108969938,0.6511374356669557,0.8876118184425511
168,0.5405528129434953,0.6240542805835736,0.6278605420746016,0.824052581461041
169,0.5013879183082126,0.5770068590185854,0.6794372726421312,0.8877920632192684
170,0.572169062917663,0.644529577568586,0.49498780309456675,0.8684713100456884
171,0.006935149503974927,0.015004226069275022,0.9839837310573097,0.004799386686546492
172,0.0028665893891651377,0.005387744930775549,0.9935478298803407,0.0011751540881741688
173,0.6383169567994754,0.6386376630654591,0.5200545209712575,0.9011701834075542
174,0.5595655650108279,0.6384413551597412,0.5883944059676127,0.8071954838846226
175,0.5826008790952515,0.6951856146126214,0.6309067422560363,0.9163658775820632
176,0.5943214036441424,0.606778367886679,0.6270564111553166,0.867045369691371
177,0.6287091137576102,0.6545608363560687,0.6408334574151132,0.923481444491619
178,0.560733882647006,0.5902678024333256,0.5656006436911643,0.7951782611466549
179,0.5746308386380469,0.6675865052771173,0.5517363590915368,0.8740386634161764
180,0.5254648751848108,0.6146420439140562,0.6652859302196558,0.9279526811909785
181,0.5360540595750423,0.6370635357106885,0.6569479917471686,0.9155568115007683
182,0.4893263246058224,0.6330571082027915,0.6321754239920184,0.8626113820715534
183,0.5330726116407999,0.6135643604638533,0.5872675625189149,0.8466551113322891
184,0.5608692807696437,0.5738744019485531,0.6496438753935263,0.8941251191386005
185,0.5431601507565649,0.6191748952988315,0.6889436017024533,0.9281328944614782
186,0.5432922293348921,0.6455239235305649,0.6791249120062917,0.9243482986170182
187,0.5808982217711203,0.6801995379543975,0.7054137290034059,0.9680345923921827
188,0.5975222156561387,0.7000970207827484,0.8058059130088437,0.964040210099502
189,0.5114119146405205,0.616456034965147,0.6294683365418796,0.9320876776556926
190,0.5589221547959288,0.5669056558318719,0.6487858436051099,0.8768239538807912
191,0.5825746881047561,0.5809028287583854,0.5787455441041406,0.8538370604625766
192,0.6001001438156023,0.5515221278666088,0.5662013890346318,0.7799223462182695
193,0.5740639361589377,0.5924467267951786,0.6095777107196252,0.8782289920527835
194,0.5808620632269126,0.5938922851731693,0.6378888798736567,0.8786647346185292
195,0.6114542190746816,0.6209386082440306,0.6006120733216954,0.9221825577660993
