c_log10,g1_log10,kxmax_log10,p50
0.6304270384322955,0.6744250334197995,0.6989464180867876,0.9499878132000656
0.6939094451240228,0.6421417306350501,0.766056779534647,0.9004840753595983
0.5780265495830494,0.6148786856113937,0.7447130728023359,0.9945532432664974
0.5982266558366809,0.674497895866667,0.75435712122958,0.9470549962350525
0.6597907504610261,0.6614802443502813,0.8138976206223275,0.9925110448315536
0.6317122217847854,0.6336577475920768,0.6807175943437802,0.8684731349831988
0.6983131663686654,0.6779756505454774,0.8415212821378992,0.9521210685031948
0.6039948177296537,0.6473296876230551,0.7005383459552951,0.9005151491626173
0.672853274405374,0.6407401102145505,0.7423430732647452,0.9555666382827468
0.677173272373179,0.6577927880886505,0.7829940161640764,0.9974441527686821
0.7392878079766565,0.8039622102186134,0.8421775668990124,1.0770006261479825
0.66693824266025,0.6377570076936878,0.7659311086141796,0.9330441251631079
0.7121225793300874,0.7383356530271301,0.735257530501118,0.9637180769949284
0.5990635105543806,0.5612416057803127,0.704480096259385,0.8052648632186158
0.6874139076586842,0.6653223545215585,0.777421621971816,0.9002467645660357
0.7070702630076106,0.6821817322204909,0.807250109496479,0.955458897362498
0.6002259966019374,0.6489973663138264,0.6750726494120373,0.8172371023734981
0.6817054267215135,0.6628146177243273,0.7932155382909396,0.9943267941562993
0.6218253947178085,0.6674938743266182,0.7043888192913358,0.9574743814004164
0.6652726399271441,0.6234453188913892,0.7288311600149598,0.9102279483189603
0.6626725550306146,0.674470779807822,0.7925263044810924,0.9546851535766855
0.6538606229666003,0.6796417863463287,0.8207506576316912,0.9771797924785781
0.6401017704396353,0.671253582031432,0.7431266326425842,0.9849644665026317
0.660701880069283,0.6502234015810493,0.7703696866278943,0.9184906242253633
0.5959830257406915,0.6380222217031353,0.7697895199932917,0.9564409516782942
0.6000443487118347,0.6655114996388162,0.8299686385946741,0.9486784561915468
0.6387187860719434,0.6698333888314437,0.6965915662804957,0.9181251050042495
0.5992015075846705,0.611411604043229,0.6767170352080087,0.9356004188643369
0.6186004792348445,0.665144444414071,0.7730113377080768,0.9234159237686694
0.620319294386731,0.6349201770436087,0.6721357407414722,0.8805924500725861
0.589546521819154,0.6677214821075107,0.7645686514550813,0.9294321120454699
0.556835236861045,0.6373852767790493,0.7206080327599071,0.8779883481351007
0.5950414188508142,0.6583026802723165,0.7095272003104034,0.8905530357816922
0.6597412053214518,0.6218186582027104,0.7139469105081149,0.9406351853172902
0.604056214707449,0.5684368537804596,0.6798459994925516,0.8521798471636877
0.7078555027058574,0.6370479288215698,0.7393833271559961,0.8927092071965016
0.6393781659828071,0.5811372594303864,0.6463101121065922,0.8501923780702131
0.6018343696342994,0.6657120171886868,0.7640999851927742,0.9293363539940974
0.6678532500411972,0.6280436537929083,0.70907485410882,0.9000538361318706
0.6928336269090025,0.6586506502154558,0.739286489286116,0.9234549179751506
0.6541401348816286,0.6191088417833764,0.7129067386906556,0.8939691022926763
