b,c,g1,kxmax,p50
0.5016445676302453,0.6092971134023117,0.6579040910711649,0.7172443054622749,0.9080409614323418
0.5227995459285575,0.6039179628895037,0.6705123253273556,0.7060895117396833,0.8827562722366762
0.5169870603211514,0.6134386043405731,0.6600991662225356,0.7236608881784502,0.9267322232019617
0.5194815434947145,0.571940312054019,0.6304993357171355,0.7038330583812602,0.8771523012803475
0.526783618991371,0.6160620997635067,0.6156053719625718,0.6956128606283521,0.9268663491734537
0.5082450294659219,0.6012592535002053,0.6487341917927864,0.6981265120333537,0.8688939458731912
0.5334679126424128,0.6137901569909702,0.6444487764065937,0.7109407176447142,0.9200133856190887
0.5297286341333594,0.5839860791407613,0.665940371982853,0.7367621160660984,0.9380843194825421
0.5047780056931475,0.584725159258251,0.5883527133348045,0.6879451551907751,0.8851242442658558
0.5224798758514487,0.6049746656500673,0.6324546113684387,0.7135073800014413,0.8889963138838112
0.4891278735322552,0.5609435737640399,0.6511736282842575,0.6946887812864936,0.901570013584987
0.4990315689230807,0.5916360931998658,0.6369766807447295,0.7317784763115213,0.8995516422869709
0.49818212745906293,0.5687788696251564,0.6481345155848176,0.7383721950545528,0.9093419801110403
0.4908459385263619,0.5627849659714118,0.6498137049084955,0.7314117509322967,0.8933072254680667
0.4917327004193237,0.5478416227131683,0.5983479073864643,0.6945648668161809,0.886913648680357
0.4957069166662107,0.5703376946097087,0.6338390009705125,0.6946721114988323,0.8777113082192355
0.4982381198204129,0.5709614119287892,0.6308134137602301,0.7466504732095139,0.9204194221143607
0.5120511859161926,0.5564416090870372,0.6413288637674505,0.7474445166125606,0.9070424677036864
