Days,c,p50,L,ps
95,0.5657702484583064,0.6181345340250106,0.761880931831528,0.8961547322897487
96,0.578120436936369,0.6213573432797984,0.7474610160861457,0.9223403099646883
97,0.5579951281834359,0.6181944349739344,0.7625543227796723,0.9087791553555428
98,0.5781215533593758,0.6216471328143737,0.7484946708104793,0.9232615226441464
99,0.5576341121238151,0.6176593693566047,0.7610498833985763,0.9067893394901381
100,0.5781206833616819,0.6216025087490346,0.7483422494028751,0.9231197936863772
101,0.5575751335848469,0.6172151948114776,0.7588817096755859,0.9043784204538702
102,0.5574143631604899,0.6169501257557828,0.7586058823164811,0.9040217828766731
103,0.5749639689165884,0.5861197986450506,0.6454646982007787,0.8623261007014715
104,0.5659551550069195,0.6179521952560972,0.7613938392571294,0.8956690588259762
105,0.5782935438837463,0.6240256744049283,0.7563055891394795,0.9323232822394626
106,0.6604376525340052,0.6708040446237176,0.7222644480927994,0.9331696108373221
107,0.6098777284467154,0.6859012241937531,0.6885519056150262,0.9472832850715
108,0.5782420309759517,0.6236524106520207,0.7551439833782376,0.9307671634285868
109,0.5655944610055658,0.6183407575802008,0.7624123835160962,0.8966995113673291
110,0.5660017567571571,0.617909833236318,0.7613075419164117,0.8955646414739695
111,0.6098697059226378,0.6862148362338795,0.6887930341333519,0.94754218716646
112,0.5819938232776415,0.6562296479212156,0.7146229899208428,0.9115233143475538
113,0.5804260557361816,0.6302857025400093,0.7590021978643238,0.8893118842498667
114,0.5656328006351519,0.6182919241283451,0.7622660860004716,0.8965649426422401
115,0.5779826769605666,0.6551828933591822,0.7433815167883068,0.8852594646337155
116,0.6604111630857045,0.6708527335025362,0.7224533414990469,0.9332358346559582
117,0.6098725092310118,0.6858293957283719,0.6885005234515197,0.9472185915612976
118,0.5723563951965306,0.6048543588588604,0.6752388378805593,0.7874675963188601
119,0.5574212957972792,0.6170897212575656,0.7591772541705399,0.90459798881136
120,0.5781190590170875,0.6215169925786797,0.7480376867996247,0.922844984815431
121,0.6409797852036,0.5872651527087309,0.6752001185190005,0.9123257102825281
122,0.6248723606140868,0.6696140324013784,0.723324071874751,0.9063390440194978
123,0.612477832706527,0.6195704520232963,0.6867821104842186,0.9366214471908201
124,0.6068012873407574,0.6625101960568978,0.6744562461190008,0.9273310485069811
125,0.6603308844785573,0.7021858043752518,0.7006054212028316,0.9743376544256339
126,0.580149092846025,0.630515286541663,0.7588987194137491,0.888971565484333
127,0.5706769091952218,0.6177966195563215,0.6571971158491796,0.8193185026307246
128,0.624763353864799,0.6425683623274585,0.6950722720408388,0.9021212039716847
129,0.5848547585111256,0.6681669173817627,0.6708149329520494,0.9398896773006399
130,0.6255423666422502,0.6648161693613085,0.7514926983868141,1.0205420360449262
131,0.559565864777127,0.6550726517795658,0.7386685949390893,0.8900503812096388
132,0.5192874204112915,0.6059367685347377,0.6778875185277855,0.9426561650337475
133,0.5568365273586161,0.5943415092859247,0.6810196502688369,0.93329398716249
134,0.568112164534967,0.6938600365024766,0.714759083894028,0.8608203830366371
135,0.5766310880520679,0.7020790444054059,0.7925319979781257,0.9481199241495264
136,0.581308503225853,0.6893259565335921,0.7527506084499423,1.0103790698427033
137,0.6439998862124502,0.6314273641738265,0.7307309739283365,0.9395795367063604
138,0.5814235836540818,0.6684892318662361,0.7070990999421208,0.8898836903032559
139,0.5917536121323792,0.6478901696175172,0.7340797572097648,0.897379661119028
140,0.5659523275561233,0.6179545356470174,0.7614157105044466,0.8956800653024155
141,0.5803425841513069,0.6303819414438572,0.7589512901852494,0.8891980406721721
142,0.5513708158486632,0.5859180982096667,0.7351632102959194,0.8388472858795544
143,0.5565209824914297,0.6284166214058148,0.6940631814724495,0.8471588793753431
144,0.5736638800326027,0.7083742871866647,0.7540981176490725,0.960978954135445
145,0.6029208990144485,0.6633917169240983,0.7337405511365929,0.9241470844023435
146,0.5804919281042131,0.6489708629252476,0.7500289197625163,0.8847291012968558
147,0.599742962630455,0.6550656647802545,0.7362531489225863,0.9329158939041496
148,0.5734182531900812,0.6350602587099146,0.70115967271509,0.938353934514009
149,0.5749660861417755,0.5861199845057827,0.6454604940453947,0.8623294170130379
150,0.5797780555756861,0.6307904849556676,0.7587801268281794,0.8885277227040249
151,0.5445925680335465,0.6903831404065128,0.7644753660856984,0.8890078881582846
152,0.5574587005318995,0.6167532178695431,0.7576963917482087,0.9031458312570937
153,0.5574525939282471,0.6167674847254846,0.7577818525069069,0.9032144165734003
154,0.633666920890428,0.6845167536294907,0.7737788492350881,0.9442689035279621
155,0.5734030520924205,0.6350352593685064,0.7011503259562204,0.9383212913138278
156,0.5782757302468488,0.621268303156138,0.7462065009739761,0.9213333947617836
157,0.5781178691990237,0.6214964132518749,0.7479528130137114,0.9227730817991813
158,0.6251714238654045,0.643520943173884,0.7267906030218665,0.8910556355239697
159,0.5654841848761255,0.6184917264213639,0.7627267635699406,0.8970806940064231
160,0.6098539680764454,0.6861606200374046,0.688763061063276,0.9474825971390244
161,0.6088280865416308,0.6642884534840052,0.7276355461183588,0.8959360647798796
162,0.5660057531713447,0.6179064636990534,0.7612922411846627,0.8955537415089061
163,0.5575621967271539,0.6175209299056976,0.7606329218235032,0.9062688360430916
164,0.5579641688932356,0.6181615081721459,0.7615078475359391,0.9088506883792304
165,0.6005496980166897,0.5738564128933803,0.6882192971336109,0.9114241736362174
166,0.5973538916492503,0.7248485634826265,0.7488995549991173,0.9678147113688562
167,0.6087857918531603,0.7056396685782172,0.7324408712817561,0.9564574189294368
168,0.6451421607169358,0.7098287420388125,0.8104253754739512,0.9557937616224895
169,0.6553717361984062,0.6897549017233598,0.8136819979575008,0.9469740034129974
170,0.6291489458756664,0.686591686013126,0.7155266028774911,0.9570406685254713
171,0.5979926038658199,0.6723726297642876,0.7697832027720626,0.9459046177009703
172,0.5574513767342927,0.6167703077748984,0.757761008038367,0.9032238270483137
173,0.6409856310461657,0.5873013220239506,0.6751424539943716,0.9124127570122552
174,0.5854512644965159,0.6469054766330407,0.7215992683493714,0.9141446866990565
175,0.5517319596854623,0.619269281037893,0.7064475164228816,0.870966389413831
176,0.6366932563593112,0.6211215900408752,0.679645157376607,0.8969453784027777
177,0.6215211140776806,0.6373869520550117,0.7396448527851431,0.9794981376120371
178,0.5505940673030969,0.6131686779108924,0.7571834587032988,0.9361057147245424
179,0.6262177294689806,0.6507710605666476,0.7155025904780107,0.9892420782148499
180,0.6385356159639314,0.6891713627568293,0.7476960429217268,0.968427838579845
181,0.5929480857587023,0.6588676145926017,0.7169663553145115,0.9510888995370559
182,0.558050895178679,0.6707304362649105,0.6999526046976652,0.9486033915373387
183,0.606899026354622,0.6909647282388645,0.7562306902966041,0.9770008009205401
184,0.6282489957764806,0.6874406890958865,0.749072589418029,0.955439588913897
185,0.5699479168399416,0.6198605798866846,0.748593576770093,0.924650273394145
186,0.593887764450243,0.6366606330449059,0.7677714058445282,0.9852962986454676
187,0.5681667477020744,0.6726607224423379,0.7524126119346135,0.947652179311227
188,0.5968982740863424,0.6936781668018519,0.7557044790864949,0.9348936153272197
189,0.5894036077675529,0.7102449956077749,0.7692267484403883,0.9676679127923383
190,0.5879624711812613,0.6383234978923719,0.7416069980923128,0.9731482652149193
191,0.603365385077789,0.6764407236663897,0.7159613106509192,0.853264103069599
192,0.5548078799544931,0.5841414851543703,0.7122825968241185,0.8478606240795618
193,0.5853229943552662,0.6468397665897738,0.7215062733809409,0.9141209883118063
194,0.5726213046909635,0.6895852942962699,0.6667739645694313,0.9078695019599439
195,0.5779648534545481,0.6412797502220915,0.6868484066335171,0.8994617701019797
