qt=0.05,qt=0.5,qt=0.95,date
0.9782025664450537,0.9994184263306666,0.9999734464738277,2015-05-30
0.9727407666641782,0.9992671803515163,0.9999619161275265,2015-05-31
0.9628913724840242,0.9989924243311507,0.9999408838704552,2015-06-01
0.9561601425571822,0.9987935190166963,0.9999254546465719,2015-06-02
0.9494011449535766,0.9985925237286337,0.999909829073519,2015-06-03
0.972618039267444,0.9992602697889139,0.9999611024372443,2015-06-04
0.9709008727531756,0.9992126799601091,0.9999574885168656,2015-06-05
0.9591629508239086,0.9988813595479977,0.999932281079817,2015-06-06
0.9758711600468137,0.9993523342964656,0.9999682293048744,2015-06-07
0.9779137482032815,0.9994108646702489,0.999972454167238,2015-06-08
0.9610054825935888,0.9989386276789126,0.9999366024016108,2015-06-09
0.9754340796612041,0.9993408744459736,0.9999671045236728,2015-06-10
0.9762518075549131,0.9993637537560167,0.9999690009683856,2015-06-11
0.9703432145266496,0.9991973373779846,0.9999563238241088,2015-06-12
0.9639066579674723,0.9990178535739709,0.9999424215583463,2015-06-13
0.9748143824535046,0.9993236222757014,0.9999656311287679,2015-06-14
0.9703639212663404,0.9991966590517428,0.9999560031424874,2015-06-15
0.9666616428724729,0.9990954583591461,0.9999484431628117,2015-06-16
0.9648971293954144,0.9990457803297486,0.9999446117262403,2015-06-17
0.9730866197314659,0.9992737428564378,0.9999620687888859,2015-06-18
0.9634924627399136,0.9990091508591796,0.9999421113424826,2015-06-19
0.9604603942884896,0.9989235952681319,0.9999354528531059,2015-06-20
0.9798258329682112,0.9994645806715616,0.9999764580209173,2015-06-21
0.9612413969119706,0.9989421711645442,0.9999366531290947,2015-06-22
0.9748610754300852,0.9993234379258313,0.9999660427271245,2015-06-23
0.9575248187855196,0.9988378669510014,0.9999287235946692,2015-06-24
0.9751158188405427,0.9993314260730013,0.9999663442976567,2015-06-25
0.9521898951760875,0.9986804663230195,0.9999165504106283,2015-06-26
0.9498629471492805,0.99860903498809,0.999911026302377,2015-06-27
0.953122819233614,0.9987094658377277,0.999918780851675,2015-06-28
0.9477513100464651,0.9985455263408884,0.9999060837068239,2015-06-29
0.9690220789130466,0.9991590121051493,0.9999532261572824,2015-06-30
0.9775064913666642,0.9993988214166107,0.9999717567667142,2015-07-01
0.9606776254065632,0.9989290923128133,0.9999358624485871,2015-07-02
0.9660292009116481,0.9990762503622369,0.9999468690070314,2015-07-03
0.9640443254526154,0.9990192898983183,0.9999423687023415,2015-07-04
0.9601743817906971,0.9989095714945173,0.9999338191894892,2015-07-05
0.9581575145393031,0.9988506691657573,0.9999291139034161,2015-07-06
0.9743393364109751,0.9993088794610592,0.9999649271118214,2015-07-07
0.9575284570036628,0.9988386445646285,0.9999288478716652,2015-07-08
0.9589053066565333,0.9988777628695061,0.9999318397930537,2015-07-09
0.9561258690501007,0.9987960213092164,0.9999253950705324,2015-07-10
0.9539316419370998,0.9987322823628468,0.999920409906029,2015-07-11
0.959124038588442,0.9988788783298439,0.9999314615911294,2015-07-12
0.9685058137299454,0.99914291630345,0.9999517643963947,2015-07-13
0.9674217399030144,0.9991135064062169,0.9999496444580682,2015-07-14
0.9614640431747437,0.9989483708864789,0.999937338735948,2015-07-15
0.9739605903412021,0.9992975068288646,0.999963952560388,2015-07-16
0.9821209135667784,0.999528499459024,0.9999811553759708,2015-07-17
0.9571651226480289,0.9988173053497376,0.9999268072393223,2015-07-18
0.9606981428397898,0.9989172063341062,0.9999345593023373,2015-07-19
0.9644980986557234,0.9990234201405626,0.999942556546296,2015-07-20
0.9571522638464735,0.9988105714791864,0.9999270164514812,2015-07-21
0.9474576153544304,0.9985079031640135,0.999904227392811,2015-07-22
0.9389423580663117,0.9982377943873331,0.9998839898499194,2015-07-23
0.9429278467474486,0.9983579019655433,0.9998928775216722,2015-07-24
0.9450254382618335,0.9984197560169608,0.9998973942810545,2015-07-25
0.9162937984858592,0.9975054778123229,0.9998267861180667,2015-07-26
0.8941281878331334,0.996752280440454,0.9997688618892951,2015-07-27
0.8858209172791757,0.9964269735045584,0.9997464983509333,2015-07-28
0.8862757006525789,0.9965422312621572,0.9997481135738652,2015-07-29
0.8782286679149459,0.9963042151538917,0.9997198735273076,2015-07-30
0.7479348765021234,0.9924714608833145,0.9994105227350828,2015-07-31
0.6429921670070564,0.9890474097347559,0.999162505809574,2015-08-01
0.32054726745281725,0.9515881814139983,0.99677693667808,2015-08-02
0.9547794294568664,0.9986979561063521,0.9999188810425762,2015-08-03
0.9615225663145799,0.9989058324733764,0.9999341648672764,2015-08-04
0.9429209515105421,0.998323197527015,0.9998906309492157,2015-08-05
0.9429578956684201,0.9983191044839557,0.9998905319909459,2015-08-06
0.9194664722868165,0.9976250052036759,0.9998326508314539,2015-08-07
0.9344525695729216,0.9980594277567296,0.9998687212907639,2015-08-08
0.9235072753834201,0.9977174082419278,0.9998414067385774,2015-08-09
0.9292571524636932,0.9979738089613706,0.9998555843590247,2015-08-10
0.8565880780734991,0.99591530723021,0.9996836408208033,2015-08-11
0.8482907651618097,0.9952703584685685,0.9996239712801614,2015-08-12
0.41370556612392395,0.9795328399880239,0.9985552213676432,2015-08-13
0.21510791282897354,0.9015148864662383,0.9917590991422323,2015-08-14
0.2094113473880932,0.8512687097844219,0.9865385366865949,2015-08-15
0.1283845547682617,0.41946885715901033,0.5942481535291891,2015-08-16
,,,2015-08-17
,,,2015-08-18
,,,2015-08-19
,,,2015-08-20
0.05564673078667057,0.13026724148765734,0.350446269224613,2015-08-21
0.06625213238836136,0.36030474638136667,0.5544278549740815,2015-08-22
0.06247461760612209,0.43926706987291425,0.6100763366344302,2015-08-23
0.9806657283020758,0.9994876119686753,0.9999784374661708,2015-08-24
0.9840271134529696,0.9995817520064334,0.9999856371123762,2015-08-25
0.982221318355819,0.9995314867316452,0.9999817756383522,2015-08-26
0.9731638342619481,0.9992755271212688,0.9999622714459583,2015-08-27
0.9693277431547577,0.9991669909200369,0.9999537686306691,2015-08-28
0.9747400554140793,0.9993210809424659,0.9999654656406414,2015-08-29
0.9704895737464833,0.9991996169852819,0.9999561887039393,2015-08-30
0.9658057308782196,0.999066599586055,0.9999458543953209,2015-08-31
0.9565495852375394,0.9988027556562373,0.9999252617640594,2015-09-01
0.9677373877896828,0.9991218637414645,0.9999497426417776,2015-09-02
0.981589313785321,0.9995137707247572,0.9999798800795267,2015-09-03
0.9789404293246285,0.9994398357879493,0.9999741588973424,2015-09-04
0.9741205016537038,0.9993040740941643,0.9999638446995852,2015-09-05
0.9507639343468439,0.9986381025200338,0.9999126928392946,2015-09-06
0.9793522558837396,0.9994513552967386,0.9999749192690256,2015-09-07
0.984692203705566,0.9995999246317517,0.999986452345297,2015-09-08
0.9595886655338063,0.9988978609829308,0.9999334077796805,2015-09-09
0.975256578597345,0.9993355987250008,0.999966733610796,2015-09-10
0.9767861431708448,0.999378295657758,0.999970258093442,2015-09-11
0.9715497688785277,0.9992320875128772,0.9999590812950863,2015-09-12
0.9698144202909189,0.9991837427585256,0.9999553135380622,2015-09-13
0.9603028628654435,0.9989152640705341,0.9999345870180268,2015-09-14
0.9526037277728038,0.9986935465598037,0.999917370514653,2015-09-15
0.9557336948098955,0.9987834953160941,0.9999243372882022,2015-09-16
