Days,c,g1,kxmax,p50,L,ps
83,0.026301500564952472,0.21086386519454275,0.03787986885248286,0.3704020216548189,0.08005704809788809,0.2550528807039257
84,0.022643780357825164,0.20894461698510905,0.02840607423824308,0.38421894943172236,0.09870813946588744,0.22914998760692867
85,0.019705703531193993,0.21084889561868483,0.019856487960935334,0.3857319064455093,0.12008670110475785,0.21465193315740494
86,0.0231626605282172,0.20841412308313925,0.030085146741371884,0.3840147046524271,0.09543306908103123,0.2324357608424683
87,0.026602693267436757,0.2072976390006824,0.04045549950186876,0.37476755835166203,0.07758115097081536,0.25882480789427953
88,0.030025139521675348,0.20749460133586456,0.050788615491706164,0.35896790463080763,0.06319647180239453,0.2920384561199362
89,0.02511202576769717,0.211143590302756,0.034337058209046506,0.37405438125259277,0.08590888817805195,0.24559785472640042
90,0.029767031352898935,0.210371296619346,0.048560712019163656,0.35684248859382706,0.06496853703210839,0.2876355522046275
91,0.03027877863278256,0.21449507983778338,0.048147032115700844,0.3498168098443155,0.06406732257120602,0.2906703357782546
92,0.03322044390853749,0.2217532954321089,0.05380865659945219,0.32912931698721887,0.055183378249573006,0.31855813175925585
93,0.025930080917458773,0.2189133048940074,0.033283374298381435,0.3585958541222348,0.08426067023676585,0.2501165624200315
94,0.01723940921550658,0.21489675664603222,0.013150179242615165,0.37954654389866327,0.14378564223156276,0.20979821660166084
95,0.022500285028232724,0.21592417409746925,0.025348971330852493,0.3714471934065352,0.10172757150669651,0.22824981879575895
96,0.02299723929280412,0.21580018877912416,0.026662071316331047,0.37098084547091736,0.098787895717636,0.23103734365571077
97,0.035810788347885585,0.22765315679272577,0.05906291062566868,0.3090714789139635,0.04817768258728362,0.3429079680189221
98,0.020903951196188094,0.21613798911939178,0.02133461379145047,0.3728421924247981,0.11197317866351075,0.22050710050738273
99,0.03487102200649329,0.19945976035706867,0.07002566521058977,0.3381553867526391,0.0449329551424641,0.3570181411324332
100,0.024716447159824722,0.20952333720773966,0.03395131959712766,0.37816821480389734,0.08737719580370934,0.24299474963204534
101,0.02702394908762182,0.201501649601672,0.04460465839561337,0.3813922874262725,0.07394069472718691,0.2651021689216551
102,0.030500889581619065,0.1940550288334278,0.05929037244666922,0.37040486680185203,0.05782264117263389,0.3067828106890712
103,0.03095124420990441,0.1965134576927735,0.05938256705876837,0.3653144696906996,0.056857121519779286,0.3101625331120084
104,0.03435291951607068,0.20440274647010737,0.06588587644477928,0.33824275981690544,0.047579810930783124,0.3457127184740845
105,0.03500410757957878,0.21617263385737318,0.06202647221429671,0.32399166125639295,0.04819796011694443,0.34329129295796923
106,0.035239741395036515,0.21087088960357386,0.06536838303763257,0.326843575709596,0.04634566483299909,0.3508422381385651
107,0.03582229982803179,0.21808723935540433,0.06362897168246842,0.31716593079102645,0.04615989157281051,0.3512299374150358
