PLC,gs
0.0002566139369746129,0.7398055652139202
0.0012609825137745376,0.6099361488949563
0.0049315911321049025,0.4653706878851856
0.007624488144616408,0.3929802995911712
0.009032622614777911,0.33437247347631854
0.00043339154966114146,0.5757983949930924
0.0007733284686951805,0.5495974418323525
0.007033001569646521,0.425193394343932
0.000322310913723502,0.6593029517852412
0.00010216021539904338,0.7077999302890479
0.003098810481209744,0.42461554249117917
0.00016496463884531945,0.6345707711224903
0.00019719871410610722,0.6641688086825258
0.0007732745762595425,0.5390834330987363
0.0016494065297839515,0.44585405915230153
0.00012909393470772405,0.6116228688425542
0.00033772168732065376,0.5200723556788173
0.001516329884360167,0.4869266002470084
0.0017365965272946955,0.4616184258162062
0.0003358057613908725,0.5822963424095213
0.003229284393036361,0.46016216341796834
0.003965011986949938,0.4250762934535176
5.7540691469363994e-05,0.7712988993244433
0.0024016131507285728,0.41798208124279623
0.0004157303368909043,0.6338126319217748
0.003915743603426935,0.3886514106727027
0.00021016884797785143,0.6250314183544524
0.006276867754327568,0.34885973289356215
0.007371618344288109,0.33280250133299516
0.005663774734914374,0.3547775974817251
0.007728619047171051,0.31725016272324597
0.0009226401568130763,0.5125130042725587
0.0002143898965359408,0.7063846983909603
0.0035847842187786434,0.4243952553165881
0.0012969103315441266,0.4708094988981616
0.0012432781002643086,0.4382963974300087
0.0015709879673680262,0.3927400680546291
0.0014091290313906527,0.3663350295097492
0.00043207215542215283,0.6207554866936218
0.004847203717170744,0.39574916597192245
0.0036513958936292557,0.40262001325538876
0.0030334763243263767,0.3656642778087465
0.0032292298631813082,0.3456349406138392
0.0019168930693804753,0.3838357608882875
0.000526281299226736,0.48692401717942335
0.0011185156915499443,0.48661332325827167
0.0041776751341604185,0.43740634887073615
0.0005436168337888305,0.6101621046103322
3.964496220616127e-05,0.8623458130197968
0.0024648544177149363,0.3655495480797198
0.0022642445791092257,0.4024194803641657
0.0014388482812382067,0.4377659159464507
0.007137948382239345,0.39919769321963217
0.014547700420470943,0.3325775492319043
0.01866692227886374,0.2841773099616413
0.01387828845438686,0.2980231121126003
0.014777284966815856,0.31438464206131017
0.03211962097297868,0.20821750128801494
0.044131756578300194,0.16604606254226853
0.051985102090508314,0.15909058629544193
0.05968895266433588,0.17548493221986708
0.07798558399136508,0.20298300387654286
0.11917711576641488,0.14115390412148804
