	qt = 0.05	qt = 0.5	qt = 0.95
0	0.2591195808496138	0.2780855811521853	0.2958620319129336
1	0.28930630416319053	0.3183056168225222	0.3465931781140758
2	0.25216506984624093	0.26978051063344244	0.2858619989010369
3	0.2719821391580576	0.29625731480598555	0.3188562385775666
4	0.23663276264133767	0.25136333883805173	0.2654725006378968
5	0.20307327989683838	0.21494638474658126	0.2283284462946963
6	0.21588652995305818	0.22880759861829486	0.24135913700625028
7	0.22661849717122826	0.24166859861985313	0.25544977696667476
8	0.2064610912554975	0.2195850315171135	0.23170070454434216
9	0.13112684268753777	0.14316698481359597	0.15677760836353555
10	0.18185468951933415	0.19436041853632924	0.2066163228089248
11	0.18638839664761997	0.2002115967806933	0.2129936248534734
12	0.17849891003936874	0.19241827419373808	0.20525043486135078
13	0.16998952435452408	0.18416376801377848	0.19719042833413597
14	0.15295817030014297	0.1668652542752358	0.18108057726153418
15	0.1387242167428694	0.15287168558486341	0.16776419778578372
16	0.02574363112011363	0.03144902810063688	0.03779272732455455
17	0.09613514640316125	0.10765434736155666	0.11979963449594208
18	0.1072144638493002	0.11868185901901893	0.1310916441836693
19	0.13685921405094037	0.14756639147880934	0.15935881654300132
20	0.1374797112670805	0.1488835415024765	0.16041778035275003
21	0.1277450382802519	0.13944339699336747	0.15127866548497018
22	0.11516893334218417	0.12682294406301717	0.13965676132219998
23	0.11467122364014662	0.12691794278729424	0.1398170666191882
24	0.04932531736090182	0.06007229539327241	0.07147495526993941
25	0.10080908658877782	0.11183964550358017	0.12363340994020564
26	0.016207991429433504	0.019729829014541976	0.023478153312095865
27	0.08606939047449234	0.09559102620405874	0.10571644391580345
28	0.10540560658386933	0.11500410801109001	0.12446781104250043
29	0.11667970440617184	0.12767554187849828	0.13795572312261534
30	0.09364076290989332	0.10347935315817275	0.11315001936622525
31	0.01914269966549287	0.022214086140051326	0.025552059354660754
32	0.13253181788665575	0.14413503095901753	0.1558640469576659
33	0.15112318390500984	0.16709948584070833	0.1829416102509333
34	0.15073808753368037	0.16786150061421	0.18413592637355108
35	0.13008833870176545	0.14292477802406803	0.15554398119880913
36	0.13034749778189808	0.14396746285335685	0.15704279076665204
37	0.11586079437477381	0.12799452513598433	0.13906300354663173
38	0.024985931682589335	0.027613544975585956	0.03019799983389975
39	0.015302412560286664	0.01691138609109659	0.01850690866478209
40	0.06173193142853659	0.06825980928108971	0.0749911373782688
41	0.12992279288030434	0.1438211832519466	0.15761489455412292
42	0.10813989830989083	0.11923698937692481	0.13073381909418594
43	0.1356194903930288	0.1496951407480021	0.16424054207819913
44	0.1088128811139099	0.1202868092001819	0.1317981354049486
45	0.0940637281151132	0.10367146798729676	0.11363181088162941
46	0.18942436419434594	0.20954182475602912	0.23039294532806248
47	0.044016877493814575	0.04886976444099328	0.05377635520782311
48	0.060644667840411705	0.06731811811764735	0.07406786320020571
49	0.1381467259394543	0.1530657120225467	0.16840583126734143
50	0.10230018949664724	0.11345847498060893	0.12483622109997386
51	0.091839130971357	0.10187607615235575	0.11209187778717161
52	0.09801327665500033	0.10869003432981762	0.11957324550303738
53	0.10336383266081536	0.11437808795899404	0.12561406785525492
54	0.02770806690609616	0.030754839377215994	0.033830130235182006
55	0.04413951619976485	0.04901302541305104	0.053912611518971226
56	0.051838869794035146	0.05745395275691645	0.06307542013619863
57	0.11845843594994691	0.13113523576640612	0.144046203323445
58	0.11594987242777413	0.12834135800707938	0.14098338274735533
59	0.10522157961940069	0.11648650781102074	0.12796032762058826
60	0.03017793678454704	0.03350989726971522	0.03686428721450502
61	0.058552023328731495	0.06501088958723239	0.07152230515714089
62	0.014353502283592513	0.015940135705393467	0.017540750903127678
63	0.015390722741773189	0.0170915584195297	0.01880277512724483
64	0.013809339759016225	0.015334254051443862	0.016873463899107023
65	0.019385154247968914	0.02152572959098291	0.02368597134323554
66	0.016866784380057082	0.018732682256164833	0.020617404164889414
67	0.014982950123595185	0.016637789482906746	0.01831064489176627
68	0.01790226008407086	0.019884620175398875	0.021887580993232892
69	0.018493450857345994	0.02053988159485779	0.022606982051219252
70	0.014143562824167524	0.015704473943858793	0.01727813845119776
71	0.011221328882580067	0.012459693042299151	0.013708453733479302
72	0.010407507031109129	0.011556051407643004	0.012714209997870202
73	0.010638548444871101	0.011811989722005787	0.012993613606501277
74	0.0828671964246059	0.09201196811011997	0.1012268017815024
75	0.01950682608680984	0.02162234904478083	0.02373676403391997
76	0.05112343473289615	0.05676516242115121	0.062450863724747833
77	0.013258616564911363	0.014722254048474413	0.016201493402651992
78	0.012722538266577045	0.014126680520850667	0.015544387966315628
79	0.028695461856588056	0.03186209145427679	0.035053941328444055
80	0.01003772994268656	0.011145422570401627	0.012262104252292908
81	0.006391791628607118	0.007087234365850738	0.007784039351538353
82	0.018705369962269312	0.02077039928700749	0.02285758717821053
83	0.07047681613075067	0.07825340022607051	0.0860891798373436
84	0.006407273761620237	0.007113589926989206	0.007824148468525085
85	0.02013071101321157	0.022350348092762054	0.024584163758219823
86	0.017688341813846903	0.019604940981869726	0.021522788713310124
87	0.008227353222742581	0.009134267182350433	0.010046553431418699
88	0.06156485756466226	0.06835801539703804	0.07520294598239688
89	0.025379024702940775	0.02813094642036719	0.030882005539304064
90	0.012102942697553465	0.013438071465529475	0.014782883049657681
91	0.007546782128033365	0.008364805649096897	0.009182963468627047
92	0.02541910343894441	0.028172442489746326	0.03092878841140006
93	0.0205374789012087	0.02280177075265413	0.02508018424484446
94	0.019391809353237234	0.021532017920918974	0.02369333563229525
95	0.017977676819064113	0.019961906970837107	0.021966982601370377
96	0.013066675630487174	0.014508794329356468	0.015965119023461892
97	0.009074240265016822	0.010075300135263015	0.01108370113967556
98	0.012058121993048837	0.01338880025233565	0.01473085645864163
99	0.011060118489483935	0.01228065395977282	0.013511528207722733
100	0.012206044138059377	0.013553173719877533	0.014913532195644763
101	0.014339939119667572	0.015919697217622757	0.017504485754860605
102	0.014586260933385555	0.01619704398942019	0.01782560025870019
103	0.06416513862237572	0.071260069785684	0.07842874317014714
104	0.018796333285432263	0.020870677952205804	0.022963613627170483
105	0.004665333614987858	0.005171641815109651	0.00567786109786396
106	0.01975120343520035	0.02193101826751491	0.024131599256021485
107	0.024611639543385418	0.02733279629167048	0.030082351114331232
108	0.005699826631991497	0.006320240052488464	0.006942171465713786
109	0.017106716300058847	0.018997406046953717	0.020908174271903796
110	0.018961590295072075	0.021055886021600335	0.023173125420793726
111	0.025142334277804622	0.027918202206274494	0.030724070904793625
112	0.1473294911766894	0.1636282931196706	0.18009256448711525
