,T,I,D,c,kxmax,L,p50,ps
121,30,150.0,0.003511111111111111,0.5155053891429567,0.620168826935592,0.5919736068192545,0.6147045648365116,0.8844106330071001
122,30,150.0,0.006822222222222222,0.5217627991167548,0.5923266232636912,0.6361396185494855,0.7237837829288091,0.9035626016850655
123,30,150.0,0.010133333333333333,0.5509108731816692,0.5950297480178707,0.6187040913189088,0.6860189670106707,0.8467164718814538
124,30,150.0,0.013444444444444445,0.5532622919338838,0.5837626652801755,0.677815155000342,0.7384739752465359,0.9548092956841475
125,30,150.0,0.016755555555555555,0.4726632534115089,0.5434222339160683,0.6393697659177839,0.7853296697690608,0.9396303244676186
126,30,150.0,0.020066666666666663,0.48872929497885703,0.6266427389512637,0.6960074757150725,0.792865914691082,1.0265387573842504
127,30,150.0,0.023377777777777775,0.5423209304124336,0.5693884235932973,0.7012936659947414,0.7999717152432252,1.0132993961917003
128,30,150.0,0.026688888888888887,0.5028124181550802,0.5561748448737305,0.6696245196452325,0.7398994697465777,0.8814131795607134
129,30,150.0,0.03,0.48991858066334065,0.5323251507664214,0.6846325290906188,0.7582074462045021,0.9093524473290475
130,30,200.0,0.0002,0.0015633521570419893,0.0003740883801224929,0.9935352028514854,0.0032027397708309503,0.0007615925810124888
131,30,200.0,0.003511111111111111,0.5155050131167426,0.6201679227648504,0.5919736681724097,0.6147043057143546,0.8844100971968312
132,30,200.0,0.006822222222222222,0.5217628434313922,0.5923266335523737,0.6361403752615089,0.7237841774237002,0.9035625151226996
133,30,200.0,0.010133333333333333,0.5509108936060338,0.5950292041244828,0.6187044573007561,0.6860196083242509,0.8467166304347554
134,30,200.0,0.013444444444444445,0.5532620776002091,0.583761652176314,0.6778151194178302,0.7384737678478932,0.9548092454022102
135,30,200.0,0.016755555555555555,0.47266344042537856,0.5434218287697916,0.639370221493403,0.7853297681486651,0.9396299321742082
136,30,200.0,0.020066666666666663,0.4887295359999526,0.626642569646663,0.6960076393884819,0.792866296579837,1.02653890537248
137,30,200.0,0.023377777777777775,0.5423207593750119,0.5693884720324179,0.7012939878083081,0.7999719906447081,1.0132993676343784
138,30,200.0,0.026688888888888887,0.5028123348140031,0.5561746313820344,0.6696246243088733,0.7398996449851776,0.8814132792477289
139,30,200.0,0.03,0.48991870411148053,0.5323249228959732,0.6846325968737171,0.7582074361233652,0.9093523827846277
140,30,250.0,0.0002,0.0015633574854591055,0.0003740931840694542,0.9935351827445827,0.003202749469859149,0.0007615938222030962
141,30,250.0,0.003511111111111111,0.5155048362808441,0.6201674974667942,0.5919736970759538,0.6147041838869128,0.8844098451715231
142,30,250.0,0.006822222222222222,0.5217628642969039,0.5923266383807484,0.6361407313515016,0.723784363193803,0.9035624746095101
143,30,250.0,0.010133333333333333,0.5509109032838618,0.595028948292973,0.6187046298356738,0.6860199102958771,0.8467167051258424
144,30,250.0,0.013444444444444445,0.5532619766945701,0.5837611752605186,0.6778151026014839,0.7384736704341962,0.9548092218741976
145,30,250.0,0.016755555555555555,0.47266352811454226,0.5434216379457524,0.6393704361173396,0.7853298146462585,0.9396297477604962
146,30,250.0,0.020066666666666663,0.48872964910294475,0.6266424890508872,0.6960077160726196,0.7928664760602973,1.0265389748277347
147,30,250.0,0.023377777777777775,0.5423206787208149,0.5693884942778498,0.7012941391651693,0.7999721199849255,1.013299354003934
148,30,250.0,0.026688888888888887,0.5028122952414723,0.5561745306152618,0.6696246731421253,0.7398997266203995,0.8814133258110396
149,30,250.0,0.03,0.4899187612663685,0.532324814746837,0.6846326285260083,0.7582074311548247,0.9093523522387693
150,30,300.0,0.0002,0.0015633602731625104,0.0003740956945674003,0.9935351722288516,0.003202754544980286,0.0007615944726779736
151,30,300.0,0.003511111111111111,0.5155047438710056,0.6201672751795746,0.5919737121950231,0.6147041202673463,0.8844097134524073
152,30,300.0,0.006822222222222222,0.5217628751736919,0.5923266408650327,0.6361409175291743,0.7237844604010525,0.9035624535403217
153,30,300.0,0.010133333333333333,0.5509109083457159,0.5950288145939748,0.6187047201812063,0.686020068276894,0.846716744219535
154,30,300.0,0.013444444444444445,0.5532619238796089,0.5837609258312333,0.6778150937572794,0.7384736196260587,0.9548092096634605
155,30,300.0,0.016755555555555555,0.472663573754286,0.5434215380991781,0.6393705484225981,0.785329839050782,0.9396296514567252
156,30,300.0,0.020066666666666663,0.48872970804634314,0.6266424464415875,0.6960077559675963,0.7928665697412158,1.0265390110214436
157,30,300.0,0.023377777777777775,0.5423206364878176,0.5693885056560046,0.7012942182254461,0.7999721874640144,1.0132993467998324
158,30,300.0,0.026688888888888887,0.5028122743877264,0.5561744778033265,0.6696246984494832,0.7398997689448006,0.8814133499625874
159,30,300.0,0.03,0.48991879072591266,0.5323247578259425,0.6846326449748168,0.7582074284811791,0.9093523362321541
160,30,350.0,0.0002,0.0015633618464992482,0.00037409710986152937,0.9935351662960029,0.0032027574097878595,0.0007615948404159366
161,30,350.0,0.003511111111111111,0.5155046917773654,0.6201671498554877,0.5919737207229417,0.6147040844275244,0.884409639192589
162,30,350.0,0.006822222222222222,0.5217628812864086,0.5923266422422861,0.6361410225203334,0.7237845152561274,0.9035624417081667
163,30,350.0,0.010133333333333333,0.5509109111952611,0.5950287392242805,0.618704771186173,0.6860201574108105,0.8467167662843949
164,30,350.0,0.013444444444444445,0.5532618940643377,0.5837607851372851,0.6778150887437693,0.7384735910338286,0.9548092028219232
165,30,350.0,0.016755555555555555,0.47266359939247005,0.5434214817624563,0.6393706117888555,0.7853298528526874,0.9396295972021569
166,30,350.0,0.020066666666666663,0.48872974119708573,0.6266424222078624,0.6960077783729728,0.7928666224923582,1.0265390313739564
167,30,350.0,0.023377777777777775,0.5423206126477904,0.5693885119682034,0.7012942627707516,0.7999722254524247,1.0132993427076933
168,30,350.0,0.026688888888888887,0.502812262560069,0.5561744479706638,0.6696247126219593,0.7398997926713554,0.8814133634939045
169,30,350.0,0.03,0.4899188071657771,0.5323247255808486,0.6846326542122202,0.7582074269477395,0.909352327199949
170,30,400.0,0.0002,0.0015633628032064363,0.00037409796969375714,0.9935351626893811,0.0032027591520470376,0.0007615950643277029
171,30,400.0,0.003511111111111111,0.5155046601302791,0.6201670737140468,0.5919737259055257,0.6147040626662417,0.8844095940767769
172,30,400.0,0.006822222222222222,0.5217628849900497,0.5923266430673509,0.6361410863190059,0.7237845486058713,0.9035624345398088
173,30,400.0,0.010133333333333333,0.5509109129232181,0.5950286934375111,0.6187048022034002,0.6860202115928713,0.8467167797005075
174,30,400.0,0.013444444444444445,0.5532618759317177,0.5837606996293337,0.6778150856850974,0.7384735736872432,0.9548091986852247
175,30,400.0,0.016755555555555555,0.47266361492632974,0.5434214475166685,0.6393706503070338,0.7853298612562792,0.9396295642583458
176,30,400.0,0.020066666666666663,0.48872976130120976,0.6266424073930517,0.6960077919458535,0.7928666545105074,1.0265390437145032
177,30,400.0,0.023377777777777775,0.542320598151863,0.569388515760059,0.7012942898205806,0.7999722485077734,1.013299340209378
178,30,400.0,0.026688888888888887,0.5028122553445424,0.5561744298218592,0.6696247211908427,0.7398998070312983,0.8814133716768549
179,30,400.0,0.03,0.48991881708311524,0.5323247059281183,0.6846326598099027,0.7582074260065317,0.9093523217115121
180,30,450.0,0.0002,0.001563363426753671,0.0003740985297216701,0.9935351603392037,0.0032027602877080434,0.0007615952104120578
181,30,450.0,0.003511111111111111,0.5155046395184961,0.6201670241200367,0.5919737292817181,0.614704048498744,0.8844095646916079
182,30,450.0,0.006822222222222222,0.5217628873971886,0.5923266435988932,0.6361411278784822,0.723784570338281,0.9035624298802046
183,30,450.0,0.010133333333333333,0.5509109140467638,0.5950286636170475,0.6187048224192159,0.6860202468968443,0.8467167884438099
184,30,450.0,0.013444444444444445,0.553261864112391,0.583760643921598,0.6778150836867387,0.7384735624006988,0.9548091960004185
185,30,450.0,0.016755555555555555,0.47266362502373355,0.543421425202925,0.6393706754040129,0.785329866738133,0.9396295428097469
186,30,450.0,0.020066666666666663,0.48872977437837833,0.6266423977013449,0.6960078007675483,0.7928666753500422,1.026539051740484
187,30,450.0,0.023377777777777775,0.5423205887048661,0.5693885182103195,0.701294307432349,0.799972263513092,1.0132993385768576
188,30,450.0,0.026688888888888887,0.5028122506314295,0.556174417990157,0.669624726752834,0.7398998163600327,0.8814133769888371
189,30,450.0,0.03,0.4899188235107214,0.5323246931001534,0.6846326634495085,0.7582074253895563,0.9093523181369894
190,30,500.0,0.0002,0.00156336385789024,0.0003740989167419903,0.9935351587144826,0.003202761072995471,0.0007615953114948301
191,30,500.0,0.003511111111111111,0.5155046252745983,0.6201669898462991,0.5919737316152208,0.6147040387111412,0.8844095443842287
192,30,500.0,0.006822222222222222,0.5217628890579634,0.5923266439631484,0.6361411566020374,0.7237845853624792,0.9035624266647585
193,30,500.0,0.010133333333333333,0.5509109148221171,0.5950286430097727,0.6187048363965244,0.6860202713014295,0.8467167944886136
194,30,500.0,0.013444444444444445,0.5532618559396594,0.5837606054163421,0.6778150823025473,0.7384735546069147,0.9548091941499253
195,30,500.0,0.016755555555555555,0.47266363199145567,0.5434214097782504,0.6393706927522719,0.7853298705306507,0.9396295279915434
196,30,500.0,0.020066666666666663,0.48872978340693224,0.6266423909824034,0.6960078068544558,0.7928666897440795,1.0265390572809951
197,30,500.0,0.023377777777777775,0.5423205821736332,0.5693885198940177,0.7012943196000184,0.7999722738772274,1.0132993374461254
198,30,500.0,0.026688888888888887,0.5028122473676784,0.5561744098082035,0.6696247305870007,0.7398998227950793,0.8814133806508059
199,30,500.0,0.03,0.48991882793699126,0.5323246842216607,0.6846326659616989,0.7582074249613652,0.9093523156670859
