qt=0.05,qt=0.5,qt=0.95,vn
0.3927362886083693,0.4024386308124203,0.4120402397663582,0.26198666666666665
0.4684008097421326,0.4802564018158183,0.4914962298125282,0.3527422222222223
0.529358592180381,0.5430878896418329,0.5584976520683453,0.4779444444444445
0.5586116984947597,0.5740533111673469,0.5909982428404631,0.5506044444444445
0.5330791371793232,0.544282769560111,0.5565117573266352,0.5524466666666666
0.3929720590660776,0.4013211697198763,0.4099986277318225,0.33236777777777776
0.3258749022381013,0.33520900096346146,0.3449979811132652,0.2980988888888889
0.5352088439529239,0.5486716349355528,0.563350060947709,0.5077055555555555
0.25653249627333186,0.26559630863856565,0.2761702790667285,0.24765111111111116
0.507835714526096,0.5169449193889474,0.5275102043777732,0.5513799999999999
0.38779136356819505,0.39640024952292546,0.4054585215679485,0.38371
0.2985013472421565,0.3077315128480475,0.3178512309726924,0.2352343333333333
0.42109231009441705,0.42974531592854215,0.4382148288532233,0.4975877777777778
0.45612644754796533,0.46439871921846027,0.4722860057504883,0.4301533333333333
0.2983095289391397,0.3078516033402628,0.31868907132611474,0.3447422222222222
0.3797299465838423,0.38839535566166794,0.39776657053489634,0.41648
0.4980676969077348,0.507946412711415,0.5188370579789172,0.4617566666666666
0.47054189622628073,0.47886967502170824,0.487107900456334,0.5995677777777778
0.37180604490918406,0.3803773467957403,0.3893440800446533,0.3282044444444445
0.5291708532717974,0.5414562652080288,0.5546624697459359,0.6182555555555554
0.39014535564818553,0.398530446222236,0.40741839047846595,0.3694400000000001
0.31264818777378045,0.32186446144481407,0.3319774737379874,0.3590022222222222
0.3866565816427389,0.3951332869129812,0.4041427611599386,0.4395177777777777
0.34286846090771417,0.3517359719116465,0.3611637118394822,0.35195666666666664
0.5111472553882833,0.5204941896093102,0.5309766296478666,0.5307666666666666
0.3298453073329934,0.33906909656670914,0.34901797012485536,0.4083833333333333
0.5279203353106028,0.5386323378343554,0.5501176912763173,0.5624644444444445
0.5492796613333774,0.5626761838610881,0.5768087507063686,0.5438399999999999
0.538756100256435,0.5506688106987134,0.563836199871376,0.6150566666666667
0.5457736626770517,0.5589701992415761,0.5735117005180114,0.58326
0.5220407755903388,0.5326795773139936,0.5446159043847427,0.6634133333333334
0.47369120097560513,0.4821587572234653,0.4907161192621744,0.6247622222222222
0.4728969178930236,0.4804078904201915,0.4888136429141946,0.7382133333333333
0.45156574395681925,0.4603883650099573,0.46857206807565577,0.5845266666666666
0.45550283127961366,0.46498221263933487,0.473590370219354,0.5292733333333334
0.4383766417202464,0.44797355701732566,0.4569283250333774,0.5729866666666665
0.5306834758640026,0.5418677860487502,0.5542737630778196,0.6020422222222224
0.5062965549222509,0.5153140067437382,0.5257028491664569,0.6182111111111112
0.5015675183610669,0.5100238460238988,0.5200624397336299,0.6084622222222222
0.48717758161167724,0.4964492357554796,0.5062832875231296,0.5517711111111111
0.46286775048555856,0.47115373180435105,0.47968943016737464,0.5453977777777778
0.31279783207735734,0.32211475814441437,0.3325985877287726,0.2621533333333333
0.33434834486589626,0.34345523882510076,0.35333378676746907,0.33743555555555554
0.47972663857834413,0.4888766103330881,0.4987025384763368,0.5494744444444444
0.2158565416390115,0.2244940466974099,0.2348342720101328,0.23125222222222225
0.3960662897490345,0.40520384489166844,0.4145872655590894,0.4277300000000001
0.4699501162661406,0.47734088196369434,0.48584590199361616,0.4111977777777778
0.40758771087586587,0.41533730191356333,0.42335125486694264,0.4546333333333334
0.4678906638683631,0.4756886903652264,0.4845972083981765,0.50976
0.5260219171183335,0.5385361949106451,0.5517213834457979,0.5074833333333334
0.501659871922358,0.5123489233312472,0.5239312622681906,0.559501111111111
0.4616205107369676,0.4715180758284206,0.48185116703031394,0.40641777777777777
0.45456411364696564,0.4623068761592594,0.4710061819805753,0.3981144444444445
0.46546964067391566,0.48230549598935835,0.4990226839745399,0.4814755555555556
0.43811471149431763,0.46260389737906715,0.48509046629899727,0.4033088888888889
0.42936734468664073,0.4507723158170607,0.4703119045609031,0.4311633333333333
0.4468919700994379,0.46132385710740154,0.476050790258962,0.3450111111111112
0.3684055642202928,0.38016436697362976,0.39282991173589665,0.3083544444444445
0.3739694955992798,0.385981934295084,0.39920648472452647,0.3352111111111111
0.3252960883970398,0.3404707455697344,0.3573183449403646,0.3746188888888888
0.16030242704040262,0.16752249416459059,0.17617445194838316,0.1457531111111111
0.4298671216275315,0.43811626447505564,0.4457741264670729,0.4061711111111112
0.43439975647228285,0.4429666444186009,0.45095240857186514,0.4063999999999999
0.4970205445243643,0.5060382911824698,0.5163887463130742,0.4600833333333333
0.4770841951460002,0.4847246514947243,0.49386568528743796,0.43797
0.483996187004748,0.49191505665521684,0.5011567212530958,0.3467088888888889
0.41895343985668854,0.4259888914186124,0.4330938437963408,0.3460488888888889
0.4377873865352165,0.44533878266563903,0.4533290618635476,0.4191966666666667
0.3588971054482825,0.3660530117901678,0.37454701248881545,0.2710544444444445
0.400682505021395,0.40811878798061435,0.415217733993465,0.3266977777777777
0.4424290959520392,0.45154734078467784,0.4614025600676986,0.3477166666666667
0.3395875499941267,0.34759555377124074,0.3559685425576227,0.2705844444444445
0.37257974244190434,0.38634809355696553,0.4000266721147899,0.2773855555555556
0.35744759340147747,0.3782200920434424,0.3991445777203306,0.3109555555555555
0.29275816993510434,0.3131382866075157,0.3335145026297387,0.31731666666666664
0.22618464155918178,0.24320197209054384,0.261715310216753,0.19653222222222225
0.17980651936613515,0.1922577286178005,0.20820390075779008,0.21165777777777775
0.055861020476023565,0.09849816002318271,0.13689191223410252,0.24873444444444445
0.09472953725740314,0.11835064439318076,0.14492550792605635,0.2085401111111111
0.507797298656774,0.5187261005489183,0.5305470323864737,0.4316711111111111
0.4586825117787041,0.46657978152437096,0.47465399633081307,0.37024333333333337
0.34687135848895817,0.35560978971413487,0.364756958840005,0.12998666666666667
0.29977221898500855,0.30917732709308815,0.3191179471051357,0.1495822222222222
0.24384166929812348,0.2526787791240445,0.2629405964846514,0.13909022222222225
0.3099363157806421,0.3193976828756285,0.32925191812151644,0.2218188888888889
0.36882957342064915,0.37751289977039937,0.3864025885015625,0.3672388888888889
0.42216496562690203,0.43005904062063854,0.4381016498196204,0.4686344444444444
0.33123166266161785,0.34044822586900814,0.35047337396384337,0.3182488888888889
0.40765722270546284,0.4158708143296731,0.42420883626361494,0.4783933333333333
0.40032597214724736,0.40891480200119656,0.4181190768015641,0.51499
0.417613145556183,0.42909406446296994,0.439004790427803,0.5189699999999999
0.31659268299917265,0.32647795194023355,0.33802681492259357,0.3221755555555556
0.1916424255461002,0.19985323297118368,0.2101179323762725,0.2721833333333333
0.2749271818599315,0.28477012917475236,0.2958383799072364,0.2977288888888889
0.28290121276648084,0.29270212420026187,0.30371692189139565,0.31361111111111106
0.43476789144974837,0.4495929043318321,0.46153839438144134,0.4942688888888889
0.2493294514598185,0.2589138166663982,0.26996357726063486,0.305
0.5277583057137616,0.5386696200789907,0.5508192440920351,0.4780966666666666
0.33119208103381736,0.340463494579616,0.35023312550860347,0.2395951111111111
0.39670713038498817,0.40602054522138215,0.41528264700415657,0.37262
0.4789713506299787,0.49028222834621793,0.5011746479877917,0.4653033333333334
0.476743201484909,0.487168652281992,0.4970071469971097,0.5058833333333334
0.5010528076638444,0.5096809056143867,0.519631374423511,0.4754133333333333
0.46649762332124894,0.47622141973411136,0.48494833071049004,0.3930911111111111
0.49039935183986055,0.49885674319567275,0.5084022584729231,0.3813966666666666
0.4709495753898077,0.4815827722180327,0.4910018717578428,0.44076666666666653
