Days,c,kxmax,p50,L,ps
168,0.4863602766124697,0.5677865993247,0.6720989000703018,0.7291697806985272,0.9815723872954077
169,0.5241613345211144,0.6276335861020149,0.6787918437536581,0.7182461445521613,0.9344756393241247
170,0.5475013112983506,0.5162588782023046,0.6159030751872491,0.7184680676984226,0.8748695506655921
171,0.41517183685136405,0.5057820086739849,0.3628664710973365,0.643702437006007,0.9657594195755094
172,0.01688775211760633,0.8417783913971603,0.08693427095184289,0.9075145566327023,0.9236967820437532
173,0.5092736117280515,0.6268361881063843,0.6307824037456476,0.6426352449912361,0.9025033560102097
174,0.5738006233831089,0.6162766745739344,0.6372461584184669,0.712684025129764,0.8955005222312962
175,0.5985190607450941,0.626870996314855,0.6504605623729649,0.7031082033028876,0.9399124311354876
176,0.4775044480005701,0.588763262912986,0.6705788036978351,0.7740660046865346,0.8940847762479757
177,0.520254067732135,0.5939834584700374,0.5926215570824185,0.6560983976629137,0.9207539648786748
178,0.5056811114778558,0.5333959623352413,0.6296631689015629,0.7397146053059374,0.9372279949642441
179,0.4835744917979276,0.558144270528423,0.6517673065644467,0.6790141178610652,0.8771662302507006
180,0.5128212773114621,0.5677697903183467,0.7442956523926992,0.744932090078593,1.0268585876841667
181,0.4911782343136657,0.575117563672722,0.6148307223762238,0.737038057551672,0.909855938622752
182,0.5044377438955006,0.6246909500471843,0.6455515343440643,0.7480228576813619,1.0234681292257846
183,0.46505951083288694,0.6117173796115183,0.6922017932434841,0.7619617655321486,0.939224653297491
184,0.4863854113884257,0.5678376437983529,0.6721456887663654,0.7291570913056747,0.9816530412110007
185,0.48379482383536215,0.5489189532799043,0.6593635758519256,0.6640194554310321,0.9572751037136755
186,0.5274403436787208,0.6346207152551271,0.6721019267998927,0.8372823773347152,0.9863847878045497
187,0.45276225474022785,0.5622326143251265,0.673534146236031,0.7501243297540471,0.9028830859110482
188,0.5082255955044357,0.6619870459595383,0.6799899542740474,0.7812709837464162,0.977192904995375
189,0.5193266838813488,0.6281684272358388,0.7169464123798072,0.8040352849950361,0.95240333102788
190,0.494251435412488,0.6106767633393193,0.6255643527896553,0.716940610827871,0.9337678853938894
191,0.48201227662125856,0.6143408714025149,0.6594095637963678,0.6534569321462174,0.9130459809009356
192,0.5121957412492174,0.5568905420311633,0.5721325127221403,0.6573864556452024,0.8458221999936335
193,0.5554900995949745,0.5978251064699568,0.7403724745418713,0.7759685001893186,1.0296616871028657
194,0.48634016592242474,0.5388507763735652,0.5494140826369407,0.6456946155111349,0.8813172857745925
195,0.5197517522067748,0.5713727393915622,0.6799724590227372,0.7565239148735908,0.9016430993875628
