qt=0.05,qt=0.5,qt=0.95
0.9950852691279616,0.9968185250854138,0.9978923480471629
0.9762266473148281,0.9844889457747501,0.9898072197868131
0.9343056116823908,0.9528622454715532,0.9670725378312118
0.9016140655784699,0.9276160615849056,0.9482444545465283
0.9205235687719715,0.9448224502204237,0.9633011472749532
0.9940249575711648,0.9961798730387681,0.9974972035817785
0.9985003483858359,0.9990102023173373,0.9993333114266534
0.9235794581997983,0.9445761258008687,0.9607271878697605
0.9996665559470425,0.9997786866100208,0.9998460811198067
0.9495924198629685,0.965901594088909,0.9776183365898491
0.9951700009548153,0.9968997484110407,0.9979646671122573
0.9992304823912235,0.9994863615878622,0.9996491877131555
0.9905878432586298,0.994009002189038,0.9961565838494392
0.9797313485282637,0.987054605990908,0.9918416619127772
0.9992000593146985,0.9994697667592005,0.9996464867624587
0.9956020672384743,0.9971956429523717,0.9981939729180049
0.9569533817573908,0.9708050869539661,0.9806349263444567
0.9717092239187783,0.9816649828190405,0.9882651391058622
0.9961908050944056,0.9975402808319453,0.9983878764647831
0.9292865953200801,0.9493974865698243,0.9647192930315496
0.9942082458183562,0.996265007416425,0.997556558813936
0.9988088957131139,0.9992020904646584,0.9994637802787412
0.9940251114222414,0.996190335526308,0.99756215563788
0.9977735013959831,0.9985228893079289,0.9990050370625173
0.9352008134277635,0.956157133687335,0.9712935981593314
0.9982295348001572,0.9988218023231134,0.9992197389171165
0.9232733961770876,0.9470358061748154,0.9649224988858877
0.8993293504481588,0.9278425262961647,0.9518742730684189
0.9108400918709945,0.9369726015642419,0.9577197253104784
0.8965814965403048,0.9264334914719019,0.9522908154519834
0.9999733005133731,0.9999818784918807,0.9999877694887498
0.998446344854547,0.9989820192483645,0.9993134205341461
0.937166765205314,0.9564956705678764,0.9706765433786773
0.9707579738694058,0.9810076526441854,0.9877602119039753
0.9694968515133046,0.9802092227242221,0.9874800897213056
0.9766715839340281,0.9854625686887388,0.9912234217024846
0.9729751275997529,0.9832541491272564,0.9899681876796675
0.98496068984936,0.990276697666393,0.9936939857136419
0.9231835521563463,0.9462586038194907,0.9635899769958893
0.9445471503947142,0.9625253401537082,0.9752775327598779
0.9421825912291744,0.9620237510222789,0.9760619447828452
0.9496480281850689,0.9674762085467732,0.980071680753936
0.9672653765875832,0.9791045997770844,0.9870872599719477
0.998563908005627,0.9990430095703366,0.9993609097328549
0.9977195968315846,0.9984913292745019,0.999003280897134
0.9582628889022464,0.97145629249124,0.980889586193058
0.999752408752937,0.9998296831463385,0.9998817294538961
0.9875952070180937,0.9922534020883382,0.9951965672097695
0.9509218727474953,0.9670467296318148,0.978582894785761
0.9804941692826712,0.9875698408064811,0.9921340925894568
0.9414160179410672,0.9592644220251029,0.9725266051768301
0.860935831133173,0.8936372953341359,0.9246586475096055
