Days,alpha,c,g1,kxmax,p50,L,ps
60,0.4129982330318786,0.5391931616583154,0.5791744276852457,0.6653570639600423,0.7802753060021358,0.8086527302210292,0.9746004848572871
61,0.42648749582030576,0.5401877832301935,0.6064757184533798,0.6939117386133978,0.746778722327255,0.8542745390924591,0.9488395174157104
62,0.403205034583987,0.46052432490833267,0.5402314814272832,0.5989325775703371,0.7719706375906112,0.7998604307983621,0.8075780333176962
63,0.42214099543528294,0.5210664833484064,0.553195361781536,0.7190440344186532,0.7382770018931232,0.8361613625259684,0.9598808110222408
64,0.40275963810745924,0.458950744260529,0.5388056517133748,0.5973641889750868,0.7714773987068628,0.7979654306857286,0.8063246648454018
65,0.4445630469149824,0.5414567446559445,0.6585052883140801,0.7367249249475903,0.7708390872936594,0.8502685194322286,0.9722251440709972
66,0.46400208630662515,0.4641028570801216,0.5562391641696115,0.6423396724370694,0.7388222932295511,0.7831999083566284,0.9415930949547019
67,0.39660122903354206,0.45572416252359577,0.5108664882190284,0.6421152100104017,0.691913655358375,0.80934506141215,0.8866496955320449
68,0.4092128174793839,0.482950275350406,0.5385917380425307,0.781679127474954,0.8053480608277844,0.8780664552760826,1.0106752997072304
69,0.4580308135039947,0.5177426582045906,0.6209889344375001,0.7013334893477635,0.7604962407503941,0.8262680075173019,0.955403458393134
70,0.40298788542036074,0.45981326847631704,0.5395892631613365,0.5982592073241667,0.7717606413077035,0.7990554474811946,0.8070544938681035
71,0.36768116550674745,0.4607692694657794,0.5346437169358863,0.5975418945708543,0.7074208222512575,0.8382311438910168,0.9757347266284244
72,0.38789317464302103,0.4721986246767993,0.6006337305920166,0.717074120255721,0.8081844346660821,0.8849610843279968,0.9838811292701819
73,0.38812488355446184,0.4720783104109605,0.6009346986661396,0.7172813011476655,0.8080455840555852,0.8848834558678813,0.9837246639218736
74,0.4188794207704487,0.443347884549339,0.5062348200791497,0.5844435507182085,0.7027279946138906,0.898735809488211,0.9299000146907052
75,0.4307478664528213,0.4432579536363719,0.5877324632146311,0.6447357853482055,0.7524479272882356,0.83809546909772,0.9725073720583055
76,0.46063317024834155,0.49954400162272083,0.5520024797359371,0.6880031230015106,0.7109115427212077,0.7805170384010618,0.9129603300734329
77,0.41007491412067026,0.4250237460008693,0.49921724962071834,0.6304161061504354,0.6816768841132647,0.8297595775466797,0.9215872485869128
78,0.40135139061141273,0.4238551329549208,0.5105604066764652,0.624301583354639,0.6508707407684895,0.7773237348140049,0.8587698370022194
79,0.4823688039544124,0.5566855636704926,0.6515024391706501,0.7787037476658625,0.7696292314387485,0.8936649741700607,1.0033066538949722
80,0.3874651117315269,0.4723724748666386,0.6000757927169482,0.7167006791898134,0.8084184486981915,0.8851040683811681,0.9841362418742116
81,0.39236327879555644,0.499862377022138,0.5760530076516549,0.720078028134706,0.8126694778160783,0.8486744139009315,1.0211776501100238
82,0.4580290726556185,0.5178771117318,0.6211235468406515,0.7014209112516752,0.7603204369121709,0.8261721552175716,0.9552644712102519
83,0.45582194248971925,0.457026721021267,0.5668591213025563,0.6242760228328632,0.8064683895009094,0.8008545340867689,0.9232648441627204
84,0.3938209441052476,0.5014589402629415,0.577306067051913,0.7216089684652276,0.8140860045541732,0.8498205862660876,1.023089569865567
85,0.41224855367073787,0.4942352055430447,0.6505225489857649,0.8038775661155814,0.8054165931376558,0.834092551762508,0.9790903512807464
86,0.38979903508910513,0.467027502280488,0.5968786928818481,0.7296403090969433,0.8160563592294146,0.8521916960441424,0.9347029054304414
87,0.3974285703093656,0.5042029956170847,0.5801543771772327,0.7263634211611384,0.815656384576235,0.8525691506081926,1.0306139849463902
88,0.44609119524726265,0.4854993478827627,0.6200528301192001,0.684172696323996,0.7616403874580857,0.8463102391722853,0.9271807381157577
89,0.42797544683370836,0.5241759631580174,0.5752873099813811,0.6690402827812143,0.6900469511849323,0.8109511446802852,0.9352202671218097
90,0.4481668678409004,0.4960249783226149,0.6525094611725458,0.6854079973942931,0.88578000159723,0.9316522907009798,1.0174456332105726
91,0.39453925758726854,0.5014855702207806,0.5776625073613588,0.7228438100986436,0.8136044197844153,0.8501660223278472,1.025721766947908
92,0.42705829217192504,0.48585322567072786,0.5941728355364371,0.6333838572223648,0.7256675496533289,0.8046542685924989,1.0214974914283383
93,0.4673560543075267,0.6060787082458701,0.6112020868918298,0.6448279079405372,0.7828825621893429,0.7654720153476706,0.9398349186802589
94,0.4445583095306111,0.5414547337224004,0.658501738116517,0.7367226701085845,0.7708250777690935,0.8502574624681173,0.9722129281566424
95,0.3676247469387578,0.4930135571706017,0.6955307183713488,0.8075998376879732,0.8641504536511989,0.9062497038355882,0.97300158819569
96,0.40959231480094327,0.42476330020033704,0.4989022499792963,0.6305974928182289,0.6816189188405524,0.8293068752480409,0.9210736707851003
97,0.3558471574278005,0.4766400173603209,0.6072202394120326,0.711479494927529,0.806362643014703,0.8985933111508968,0.9726840836167883
98,0.4481429692949768,0.4960575182293472,0.6525569106867976,0.6854079877185567,0.8858767318411356,0.9317219043951925,1.0174794482596394
99,0.44579441687645877,0.497775492619923,0.6112992873107014,0.7069816532504462,0.7699099440086827,0.8469970815965874,1.0320707100375432
100,0.4483056102925217,0.49602856847572674,0.6524420833041387,0.6854222390273442,0.8854933770624429,0.9314035852770942,1.0173034627111532
101,0.4028056946414465,0.45954568177948407,0.5393606471060861,0.5983921088813926,0.7717857446344304,0.7992741952728057,0.8073358161274916
102,0.48542717894331655,0.519454422531825,0.6594108417799515,0.7615271422068823,0.8281747925914137,0.796927171011572,1.0258238003748994
103,0.42838856297065264,0.5242028753247272,0.5827990388640664,0.6197724557501968,0.7867050660133377,0.8239303871755826,1.0084919085380948
104,0.4580188563404074,0.5179196708681567,0.6211702948081503,0.7014535749421161,0.7602523705535562,0.8261350145534055,0.9552097526899009
105,0.3882680455426686,0.4967603835819754,0.5734026416487524,0.7151772945873623,0.811136105588966,0.8464234568194455,1.0135794528128688
106,0.403412253838946,0.48146035558039335,0.6448139022371193,0.7533784474496397,0.8554440532355164,0.8367461134792376,0.9605401314273302
107,0.42234604630081407,0.4870424641144144,0.5452713235559016,0.6768800789524984,0.7215800110440065,0.804065868583068,0.8876923613079244
108,0.3908229663073211,0.49870958719112796,0.575008656630523,0.7182115772835758,0.8120992973469523,0.8477654632219845,1.0182333642417214
109,0.43898539585627727,0.5044186486998394,0.5358893159107165,0.6912120248193047,0.7253409329444768,0.8446123477415318,0.9443293223893485
110,0.4587815065102937,0.449225030716191,0.5667149655131164,0.6340336550833805,0.7030166830347293,0.7261699116494252,0.9102596837249963
111,0.40024297094719413,0.5174388788547657,0.5722596127423208,0.6796513791287008,0.7091769804885634,0.7958730691770401,0.9715369057040809
112,0.3475593289229262,0.5147992991752633,0.4936090717189989,0.6327118650353394,0.7325999228697744,0.8290304403838703,0.9306917809348579
113,0.41903855919189686,0.43275762953749936,0.5741669918364791,0.6323269670779079,0.6703849353488994,0.7311796519718904,0.8277390446882553
114,0.4251042923360044,0.4919100117883106,0.5300422159487277,0.7055642137451534,0.7629666801412697,0.8959480969177788,0.9650640592157085
115,0.4251205888980831,0.43615959685641925,0.4829915861279462,0.6014943988399715,0.673407856022672,0.7068845024182264,0.8834074970473659
116,0.4123633686465035,0.49441401009701264,0.6507819471477657,0.8039625549273022,0.8054055500394681,0.8340281185595939,0.9790247171644172
117,0.42228345820898067,0.4869605459998303,0.5451635265902547,0.6768401547826313,0.7214111939823129,0.8040552240278599,0.887566233644753
118,0.360002975698075,0.438914064440269,0.4364536252263287,0.5810195821007944,0.619523965014273,0.7133801038967114,0.876994500746117
119,0.40218706898503787,0.4509412559869464,0.5669545752910107,0.6209449133406258,0.7657310701817757,0.7982739034608186,0.8379871390509755
120,0.4442561601197793,0.4611147494479922,0.5618071347511417,0.6504177798017773,0.7020030169011553,0.7755189050773961,0.9086534712534623
121,0.3845426318469259,0.544820537732963,0.506138488220299,0.6180299992161118,0.7133520908853672,0.746643042365811,0.9273050774795366
122,0.3433331671741945,0.4004505948601557,0.5102769494591469,0.5976319155585466,0.7325167211674282,0.772362802802528,0.8901984812928211
123,0.45627923524979125,0.5516661476940704,0.5554776230533061,0.6689633116639861,0.7380384510461013,0.8391622359568891,0.9112313684154224
124,0.4941063691438497,0.49247953592341265,0.5665564229732553,0.6516794330176215,0.7258729867704542,0.7675424997195738,0.8815781567077593
125,0.35352938993181293,0.3939878010433195,0.45247260084567714,0.5285725898993937,0.670416501229178,0.7333000674136817,0.8478575267624154
126,0.3972831380704922,0.4871433152554158,0.5724419818818323,0.6337615441567159,0.6874705536830338,0.7636136078390597,0.9831935700874175
127,0.39570607723056545,0.44707417093236584,0.6035519331670806,0.5618311540862999,0.7245264466304724,0.7270392260064462,0.911346385991537
128,0.49217584882261306,0.5413210788857566,0.627384988978409,0.621260047171728,0.7274031309721318,0.8353280472284254,0.999657903362136
129,0.4108125483677889,0.4789466178390137,0.58309305308033,0.7171854810890043,0.7845745643040475,0.8561716411685388,1.0132840613321514
130,0.4104055772598661,0.5278622361112125,0.6089002270156914,0.6380542691456574,0.7328445585573,0.8439409404301373,0.8797058330545224
131,0.37860978817512253,0.5375871404815701,0.5415688352904893,0.6415164536641179,0.6438841214031037,0.8151579710792131,0.8792832240502048
132,0.3491404855753063,0.5025712272893202,0.5853731118580378,0.6398106681861929,0.7356032221451998,0.8316676130710263,0.8855855223430966
133,0.44523912048266895,0.5618736578791651,0.5983339282086152,0.6912365203842529,0.7821102448400503,0.8183493457370302,0.9300243495265199
134,0.4581475410786609,0.5168688561332939,0.6120193336460442,0.7050225450698768,0.7357423811268002,0.8852952861744903,0.9231718324847393
135,0.42090624108823865,0.4720309575245019,0.5499386942362858,0.6435374525181238,0.6727622925785196,0.7914344150432331,0.9246687946180372
136,0.4034423466559276,0.43897533342052797,0.5323124567955198,0.6257407379980346,0.6725132665593875,0.734349411950451,0.8352983945264028
137,0.34232082991892715,0.44731618972877385,0.5240517985266614,0.5810644936135846,0.6318683383589896,0.7577780273837882,0.8217036495092942
138,0.38676262812809414,0.5485567781133431,0.5705463443394724,0.6119325995258813,0.7344565109789659,0.7709781580804781,0.9050059565734636
139,0.41452745411619574,0.4570851550828115,0.49175431807271264,0.5913764996102523,0.7187291432700504,0.7731753813791639,0.9752276676468853
140,0.45803855977266306,0.517933578665788,0.6211754163057049,0.7014522435906134,0.7602600701398391,0.8261383668011199,0.9552163759113292
141,0.43401579267912843,0.47469709985565434,0.5610006244599982,0.6585347741169374,0.7220041147122599,0.7968680567741282,0.899370693634176
142,0.4239843835077779,0.4892760368600183,0.6242857582929916,0.6245462483699022,0.7558347300679631,0.8820467172393878,1.01001679278529
143,0.44783071186252593,0.5413032901669634,0.568584744106623,0.6995203833698339,0.7279027922170352,0.9545948872740084,1.0309242236210305
144,0.44153509451234335,0.5462280236560494,0.5730303779260321,0.6778792987883506,0.6769743376044652,0.7480580288973013,0.8899914958018685
145,0.4328856804153095,0.43990314902179783,0.5505902906645336,0.6488678050871263,0.7732029353285588,0.7949515438166787,0.9259824318425908
146,0.3691702634693395,0.45899236498886603,0.519758023355757,0.5914827443910957,0.6484062271696718,0.7868856395679442,0.9084512093109317
147,0.43545541465633286,0.625786860343046,0.7432546960254237,0.7874487940959611,0.8567807682667226,0.9603089650430675,1.0608499074877868
148,0.5096873449153151,0.5748589600784457,0.6339321927773353,0.7608794625120658,0.8082327489379714,0.8912202380635869,0.9786404670742137
149,0.4283929213271333,0.5242029755521014,0.5827978048693672,0.6197670377961793,0.7867017514547728,0.8239271905507567,1.0084779276803033
150,0.5223160079596559,0.5576312462696815,0.6089092972581992,0.72972644247829,0.8465362192851648,0.8910744494910644,1.0136495258614724
151,0.4462183832354438,0.5272726078639165,0.57228857727889,0.8151437162086171,0.7881403264896023,0.9217620319854003,1.0134984506097642
152,0.4225820608925066,0.5224047013262848,0.5545611899141178,0.7199057265410798,0.7381458325202898,0.8358313407065946,0.9597951007189877
153,0.4225276957854126,0.5222001993523847,0.5543375292120567,0.7197730238456551,0.7381475904894171,0.8358668065090201,0.9598032901029363
154,0.4196595971902749,0.4332606945222264,0.5631346529068341,0.5591930842776648,0.7276198272360794,0.7299100610703426,0.8009881961754136
155,0.5096678587434873,0.5748649520432216,0.6339415540586097,0.7608836890043127,0.8082391395036316,0.8912473174021815,0.9786696235304796
156,0.4835727695978813,0.517443517447753,0.6569935355176006,0.7612083706712489,0.8264024998837631,0.7970124271052768,1.0245004671910243
157,0.40116935432291967,0.42361980627375334,0.5103616513010562,0.6241200143500852,0.6508517775526111,0.7774030860296408,0.8587746499695487
158,0.36541274175073535,0.4741001683606192,0.6166849370259458,0.6495869066022848,0.7011885478046151,0.776798207830575,0.9196503914037354
159,0.521192486843167,0.4921992809419634,0.5979153437281058,0.7442838393903652,0.8345578024685557,0.8649803230813367,1.0758168402409543
160,0.4003167509203851,0.5175142968845451,0.5723656124932389,0.6797544497710915,0.7093568752036825,0.7960378313774387,0.9716660330133052
161,0.4013244843387411,0.46518403561519006,0.5249198698513295,0.6553026289956694,0.6796635732010138,0.7894104295176549,0.9046074591840408
162,0.4587708752910208,0.44920968532096067,0.5667060760640396,0.6340056951234924,0.7029897192588153,0.7261584202925306,0.910238105045769
163,0.4580971278407542,0.48228096560784084,0.6114705273517901,0.7543488464502518,0.7978727442281393,0.9559116720009616,1.0582314268563078
164,0.4193705583046387,0.516126060302865,0.6118241730837042,0.7365280508708132,0.8318702048776856,0.9137488945045877,1.031027293410927
165,0.4858504416779241,0.41929350255247827,0.5216289298200509,0.6399395511643106,0.7465456720449867,0.7546203428260828,0.9471430509589976
166,0.44505909232087554,0.5553190229320354,0.5960739253803709,0.7247275537343572,0.8618833743351594,0.8768480912536083,0.9483345327306675
167,0.4606307942708773,0.48790618257432555,0.5771993403211247,0.7266947515820983,0.8343162153301993,0.8306838271068246,1.0312805885896672
168,0.39767121442482145,0.45966648816839567,0.5887850111972276,0.6584104997688287,0.725682188187856,0.8240424356372392,1.0278478272735365
169,0.48544964457077805,0.5975938054880193,0.6073882595255032,0.685194945131892,0.7646273111412537,0.8855643926990691,0.9961319245558131
170,0.4036305705926679,0.4110014717677237,0.5901283175126557,0.6621394999767097,0.7416690038925451,0.8590220316243615,0.8693933542879286
171,0.38074593129510054,0.4569143138627259,0.500672981362629,0.5823259199746949,0.6524591740746997,0.7985956897238934,0.9627811981195087
172,0.42247584296653334,0.5221103775710383,0.5542596697262381,0.7197209873769411,0.7381752617127979,0.8359095728065357,0.9598147805430307
173,0.41588327008655845,0.5375630557359984,0.6017578294355216,0.689878011167433,0.6508079754137386,0.7962540260294766,1.0084170297372732
174,0.4615982631323854,0.548016465595239,0.6490467684777383,0.7502522725985165,0.7499805801368781,0.8372374513859857,1.0308857819326924
175,0.3943058854629705,0.43827438625858844,0.5450109954543688,0.7000125254931606,0.7704154630017981,0.8164027337179514,0.8718787191938508
176,0.39877578388056123,0.5224511668441605,0.6625577493431563,0.649083507064367,0.7828412987098711,0.8323960320085687,0.9960012946435971
177,0.48814398922124125,0.6263605780646684,0.7142560576153503,0.778658050204844,0.9277110328002552,0.9352078091880137,1.0113951222403108
178,0.38604746283701324,0.4482390495983563,0.5913285257027796,0.612968102257168,0.7796882378177173,0.7794983928639971,0.9257784812528999
179,0.4232529665187482,0.5096042460770157,0.6107847569181903,0.6342430529087023,0.7172758983208082,0.834884733359684,0.8653770324103744
180,0.4483215273370819,0.5729653777193372,0.6212167359506024,0.6851268315514248,0.794003703167228,0.9803177057501204,1.0053226764435301
181,0.4634366186307971,0.5184405897367912,0.6100206032413282,0.656453431791575,0.7637248493324251,0.8933538368158569,0.9639291912856343
182,0.3516819895428139,0.4907900627239388,0.5931927744676432,0.5706303276992188,0.7152899635111685,0.7958016346836285,0.8781470964670807
183,0.40452483042209075,0.5119874624582404,0.6130379487221637,0.7077673782405889,0.8106219836365486,0.8277327875950029,1.0007664580646936
184,0.3976713321295943,0.45970946600929313,0.5888061514498434,0.6583857157126434,0.7256438040277438,0.8240052279646166,1.027826332182044
185,0.40925910430557083,0.4259123846109534,0.5436144377183088,0.5984671067129044,0.7306768651023688,0.8202559498164516,0.9360710945401013
186,0.39349405238742824,0.4410101490835414,0.5360381901118396,0.6306493431064754,0.70329114788359,0.7672382158060108,0.9560191426834395
187,0.4321064928851816,0.5093987359152952,0.6684766661286946,0.7219741754430584,0.8033123649158028,0.944206457144541,1.028538418563883
188,0.4477707467739145,0.5986063396010575,0.6377407278321228,0.7386402822818796,0.8288013532178423,0.8614167265955985,0.9758489517237288
189,0.48008765254413727,0.5684726669922145,0.594678062588091,0.6299211188798958,0.774907038594031,0.8568847896235867,1.0310233703786011
190,0.3849535899186158,0.50931460802127,0.5899099260161013,0.7442937432349475,0.7508962995771187,0.846345085570189,0.972299033598022
191,0.4584900146391175,0.5549646775183538,0.6587972750566128,0.7213134987104425,0.8188197194987616,0.8786902548611846,0.9683811658189699
192,0.41064971807953843,0.5133601784113495,0.595843656053027,0.7119282697360376,0.786725102941693,0.9464819419407449,1.0368376906383248
193,0.4466530265144606,0.5572346847335977,0.6298809031510104,0.7349638281913513,0.7178078620588135,0.8236202454345182,1.0603748611008499
194,0.49608106920858286,0.44632172286299643,0.4702173924982673,0.670255507531039,0.7541178840000559,0.8411283881669256,0.919462475168654
195,0.4841977276840252,0.5145776097900849,0.6403141404501075,0.6916019871984311,0.702934981787294,0.8198917918636713,1.001097770888276
