	qt = 0.05	qt = 0.5	qt = 0.95
0	-0.7661700066612961	-0.7661700066612961	-0.766170006661296
1	-0.8256834511401765	-0.7994006611134149	-0.7818399913006456
2	-0.9078139632532107	-0.8441705559872839	-0.8021274720498848
3	-0.9832760247580967	-0.882900157281207	-0.8196775652134504
4	-1.0851738549558623	-0.9329046435562619	-0.8405176642615357
5	-1.1759433846925547	-0.9765688708767964	-0.8589798148240951
6	-1.2593264466510599	-1.0138985348650689	-0.8753355812181082
7	-1.3645643023539515	-1.0601358677416743	-0.8940402902569974
8	-1.4950324910423936	-1.1146615654473315	-0.9154611943329668
9	-1.6248545548504267	-1.1674423669177791	-0.9361308262998175
10	-1.7116758922654698	-1.2008395347006218	-0.9489403604551974
11	-1.8496786125867204	-1.2564781273170078	-0.9690490270785326
12	-2.021553743112639	-1.3181210272465556	-0.9917051536029156
13	-2.205044481070269	-1.382548653551289	-1.0163860130820899
14	-2.407018093472425	-1.455385003265518	-1.0431219781112242
15	-2.5823177586880726	-1.5191783499261051	-1.0684869728245712
16	-2.7462209094897285	-1.5819393566858873	-1.0921973115936545
17	-2.678166166424194	-1.5337630427085722	-1.0547763912765342
18	-2.7705897394901564	-1.5663641249400266	-1.065423242427881
19	-2.8616676203224207	-1.6065860064014421	-1.0794437148747866
20	-3.026205871566528	-1.6665198268251329	-1.0993628368968504
21	-3.2247307931280096	-1.7342136976756204	-1.121625724933363
22	-3.3786160057430905	-1.8014077434309415	-1.1441735006444436
23	-3.5489279759289927	-1.8630594939730554	-1.1655191450559297
24	-3.711541651038591	-1.9229737897168064	-1.1909410971806416
25	-3.722086789916705	-1.912182199871364	-1.1825565282666595
26	-3.848242724281066	-1.967618479585223	-1.2032204525306152
27	-3.79104260198706	-1.918772706679845	-1.1807586558128638
28	-3.8324914708982982	-1.917718068319453	-1.1759047501233997
29	-3.950336473450871	-1.9581176973591194	-1.1881242609587916
30	-4.080530862680215	-2.015908270517125	-1.2073194189551963
31	-4.1695809404779265	-2.0517023995042667	-1.2208964946253762
32	-3.785259110965647	-1.7803756204090941	-1.0500361724574516
33	-3.8721523797357205	-1.8090431602747177	-1.0570941752592713
34	-3.9980709165159416	-1.8458643090142743	-1.0709455825238874
35	-4.102332654190748	-1.887118506546569	-1.08473967941864
36	-4.185552166657355	-1.921516632474163	-1.0968950158423187
37	-4.324266515669454	-1.965944853158749	-1.1102531840575698
38	-4.43672988321587	-2.0023892573223425	-1.1252254130780182
39	-3.665381550203895	-1.6078888458729292	-0.8620668192642081
40	-3.265138661009453	-1.4403367191114678	-0.7007332416176978
41	-3.3129537121039663	-1.4504532305118762	-0.7054531194242688
42	-3.394222135035962	-1.4680275068578161	-0.7089321017131487
43	-3.4764445289008807	-1.492576458290578	-0.7257785029755133
44	-3.5652455066092665	-1.5159138449165988	-0.747261213106682
45	-3.6264707185878726	-1.5367230761390287	-0.7600752639414197
46	-2.7872751011258323	-1.1773867588399347	-0.4770399027243696
47	-2.891086858508274	-1.2029835217838936	-0.4844854465307362
48	-2.913354978670024	-1.2080219343732401	-0.48493513326002785
49	-2.920112678388215	-1.2042038589994197	-0.478890787630065
50	-3.012708998182314	-1.221960866883207	-0.48418461612273817
51	-3.075172746055357	-1.2385119490511003	-0.48829829050845475
52	-3.128216648768625	-1.2501128498211314	-0.4920678363184886
53	-3.1749500023763093	-1.2639283480279613	-0.49462139949518197
54	-3.233775792964785	-1.278392778702721	-0.49938111791419565
55	-2.780909302613268	-1.1062955480276218	-0.36549676103294937
56	-2.8112055222775747	-1.1140175914950399	-0.3664389679221733
57	-2.844711327530858	-1.1227616519536483	-0.36812557824834147
58	-2.904250181378494	-1.137916353720216	-0.3773292971822379
59	-2.9682297486476794	-1.152685088808345	-0.3886636474885432
60	-3.0296151715620656	-1.1657952649341232	-0.3976238335936987
61	-3.0465129784450764	-1.1675084599174883	-0.39773011437460265
62	-3.0484839673926656	-1.1635052603535359	-0.39111070602600057
63	-2.705849775222798	-1.0443736648492878	-0.3023349444545455
64	-1.8364425612013264	-0.7187076249884292	-0.14645770216952253
65	-1.7900424384459674	-0.6995383115086811	-0.13950626631705174
66	-1.6809224921534707	-0.6584592276391201	-0.12223548000113726
67	-1.3459734425778502	-0.5514058515321061	-0.08258271944275403
68	-1.2602767040712086	-0.5149053953194319	-0.07239184121395553
69	-1.1819559712979584	-0.4844620034929713	-0.0638910716716834
70	-0.8419129999042538	-0.35100501312133275	-0.0354755271997246
71	-0.5590772149399553	-0.24411522487493711	-0.01847707092830123
72	-0.5182793924388398	-0.2278506241616315	-0.016301155239411957
73	-0.48859421713049306	-0.2151444838185293	-0.014863511515065686
74	-0.3787031476907126	-0.16967605529630664	-0.010125754911812758
75	-0.3803512283219856	-0.1697305176295094	-0.01005152240019193
76	-0.38094707795272226	-0.16981673218454407	-0.010043189370743354
77	-0.3842855570465104	-0.17052255986695652	-0.010065363632824235
78	-0.33934203542133035	-0.15125904648722616	-0.00835048346166365
79	-0.2784910789191204	-0.12611140435244567	-0.006222710104663694
80	-0.2742634592202283	-0.12386943929965438	-0.006047147231477769
81	-0.23162547848155537	-0.10584540511059184	-0.004705202128193005
82	-0.1294140111084318	-0.06083194943238274	-0.0021187385485480596
83	-0.09915340707702515	-0.047197259494809574	-0.0021000000000000003
84	-0.09834516371966091	-0.046627294699346816	-0.0021000000000000003
85	-0.09030982342055159	-0.042858955611587105	-0.0021000000000000003
86	-0.08982167579427028	-0.042579263976689194	-0.0021000000000000003
87	-0.08999728959166368	-0.04259950558605592	-0.0021000000000000003
88	-0.0878460915560589	-0.041581110422326956	-0.0021000000000000003
89	-0.08855845487037549	-0.04175357952214029	-0.0021060112885935133
90	-0.08884706120350938	-0.04182552037166662	-0.002110449388379288
91	-0.0880665020172752	-0.04143470377863845	-0.0021000000000000003
92	-0.08816766842322765	-0.04145593249534977	-0.002101420574064248
93	-0.08850522965907749	-0.04157197025794405	-0.0021061854822291425
94	-0.08870500469893634	-0.0416304647506448	-0.0021053088584190613
95	-0.08624388673418797	-0.04039828566298381	-0.0021000000000000003
96	-0.07886223773033078	-0.036989785496736496	-0.0021000000000000003
97	-0.07143110263534225	-0.03357965653893229	-0.0021000000000000003
98	-0.06302527311043109	-0.029698992636631574	-0.0021000000000000003
99	-0.06239750285237901	-0.0293937346436772	-0.0021000000000000003
100	-0.06135225859189798	-0.028918819268170096	-0.0021000000000000003
101	-0.058938357757745675	-0.02782045573386363	-0.0021000000000000003
102	-0.05906622585706284	-0.027854298434147797	-0.0021017179476947793
103	-0.05830787194609029	-0.027481524010103453	-0.0021000000000000003
104	-0.054724261293833364	-0.025809314806646555	-0.0021000000000000003
105	-0.04930682105609531	-0.023315994662207597	-0.0021000000000000003
106	-0.04601886889278832	-0.021763630025503036	-0.0021000000000000003
107	-0.044779106470396214	-0.021146961306575902	-0.0021000000000000003
108	-0.04279501502888041	-0.020175612638552925	-0.0021000000000000003
109	-0.031372914477319706	-0.014585137274183911	-0.0021000000000000003
110	-0.031102880979523823	-0.014449794080001379	-0.0021000000000000003
111	-0.02839062415172898	-0.013185670125240533	-0.0021000000000000003
112	-0.028445569304147534	-0.013195093951338239	-0.0021000000000000003
113	-0.028523308649325757	-0.013111353892393846	-0.0021000000000000003
114	-0.026518899571671153	-0.01216764155844021	-0.0021000000000000003
115	-0.024028568803553776	-0.011100192208836625	-0.0021000000000000003
116	-0.023421771306512518	-0.010813063760296468	-0.0021000000000000003
117	-0.023285255157559557	-0.010739382201305409	-0.0021000000000000003
118	-0.023351103182204458	-0.010746237302154581	-0.0021000000000000003
119	-0.02359111686145272	-0.010784533974525393	-0.0021054436224268716
120	-0.02236255804624148	-0.010276190796240349	-0.0021000000000000003
121	-0.01836580166746466	-0.008554641566756574	-0.0021000000000000003
122	-0.01842427622784674	-0.008536891782018208	-0.0021000000000000003
123	-0.018732226204211007	-0.00859796271962138	-0.0021107997607431295
124	-0.019048766297665966	-0.008662226568082087	-0.0021210805406318752
125	-0.018929268283832883	-0.008580449501728711	-0.0021000000000000003
126	-0.018360496899400093	-0.008317700034002257	-0.0021000000000000003
127	-0.018461089284180044	-0.00833301446627863	-0.0021011141531577042
128	-0.018618814268043717	-0.00836914924567422	-0.00210612937383543
129	-0.01882977783349344	-0.008433117325294472	-0.0021164893947363647
130	-0.01915970777292376	-0.008519248428190322	-0.002129463318736153
131	-0.019532662641464544	-0.00867490110748649	-0.002148800696289972
132	-0.019863969417999346	-0.00877964041028706	-0.002163539366347349
133	-0.02030127339877444	-0.008892133496310572	-0.002179737371526016
134	-0.020785104920034426	-0.009071950487514273	-0.0021978031985250245
135	-0.02101591604755652	-0.009166052918731928	-0.0022063423033494667
136	-0.02150321888666195	-0.009284425215915021	-0.0022231433717949277
137	-0.022085768711637643	-0.009474728348742904	-0.002242450090849816
138	-0.022779176238794684	-0.009624858783429236	-0.0022673913750298215
139	-0.02337367971533141	-0.00972205970918905	-0.0022882469752013245
140	-0.02188761223946664	-0.009127444251846067	-0.0021000000000000003
141	-0.02074859913581345	-0.008694313499627555	-0.0021000000000000003
142	-0.019990488189204198	-0.008392899307921519	-0.0021000000000000003
143	-0.020247594567505245	-0.008431278503556105	-0.0021086959790249478
144	-0.020628933395223134	-0.008485981719543966	-0.0021201331508675742
145	-0.021181631168210282	-0.008575705338618955	-0.0021386968807335896
146	-0.021729784555142993	-0.008658318607188454	-0.0021571073062110666
