qt=0.05,qt=0.5,qt=0.95
0.9870151362701384,0.9926492458161099,0.9960010694423044
0.9577711329724587,0.9726054517866498,0.9842437386528021
0.9081377078290535,0.9325532460569893,0.9561166768613214
0.8731306509283301,0.902621260528347,0.9337454337316782
0.892215551309699,0.9201957150462861,0.9489904060897552
0.9851986620543136,0.9914328729258703,0.9953779309615248
0.9949738953775352,0.9974292091829915,0.9985957652913698
0.8975068236995635,0.9234220020012003,0.9493096121355308
0.9984680301593148,0.9992924758665856,0.999634268400244
0.9236648023133907,0.9461756302497759,0.9671841568816858
0.9871634261842087,0.992782093631092,0.9960857937983666
0.9970007704050354,0.9985191599551846,0.99920471813435
0.9783760171073336,0.987069572893194,0.9930336479375053
0.9614732454539996,0.9752372656519629,0.9863548547416734
0.9968998354724627,0.9984605524658479,0.9991829279574475
0.9879649693779164,0.9932250300719943,0.9963561407639765
0.9331909097078231,0.9533885359297809,0.9718179998022243
0.9512089244022645,0.967587584679106,0.981650486564486
0.9895162844695524,0.9942222120092241,0.9968406576912165
0.9032908498825394,0.9284839953091059,0.9535902550839811
0.9856198611917967,0.9917358839688971,0.9955075385550475
0.9958213521923782,0.9978745535813534,0.9988536866852634
0.9851206540899136,0.9914051279816121,0.9953740594290406
0.9932200223140979,0.9964431804837912,0.9980308004410954
0.9097355326503962,0.9348722751385831,0.9589505173165668
0.9942710253669361,0.997031825559193,0.9983989994426496
0.8954905048422667,0.9232154651732742,0.951249807716827
0.8688835917156087,0.9011562622639129,0.934524008539214
0.8821279227546546,0.912075860028823,0.942681891843034
0.865770697623599,0.8989392848341153,0.9340832871333407
0.9998062146418911,0.9999290592516005,0.9999662210874316
0.9947108872235145,0.9973105799919755,0.9985288041841385
0.910666171198534,0.9352030456106653,0.9595112289192795
0.9499307286798863,0.9666360426545605,0.9809492310861763
0.9477390651890018,0.9652818162697164,0.9800480604139185
0.9571234113644609,0.9723933240373444,0.9845585557873192
0.9521635169065948,0.9688633151333286,0.982534685634858
0.9704986568672743,0.9814738470646729,0.9897618508311308
0.8961269405799355,0.9231812479913004,0.9501537188863525
0.919769838139363,0.9428041935003512,0.9648160170075624
0.9164509594222986,0.9412097051735866,0.9640969016267465
0.9245066421979329,0.9478610610296286,0.9692507235276071
0.9461707425587835,0.9642447562803771,0.9792805328869281
0.9953339592302121,0.99757904736493,0.9986902759113935
0.993235665333693,0.9964173676896595,0.998056707533916
0.9376959968311978,0.9568053966885108,0.9739250101737742
0.9989141616981755,0.9995076068034099,0.9997394364726397
0.9757734551382785,0.9851124088807838,0.991852841828965
0.9319206622367551,0.9524312650204477,0.9709836561414656
0.9679056236051609,0.9793203858953256,0.9883332657029053
0.9252053863042199,0.9464011522046929,0.9664180732878808
0.8449863375078976,0.877468910152392,0.9137769375060543
0.8512300266242908,0.8848888182300065,0.9209721651440185
0.873224387141815,0.9038892993607615,0.9361645789035641
0.884615533482267,0.9125127253263944,0.9422790111454284
0.8140691704433928,0.8513522984225521,0.9003847806660477
0.7826396864240361,0.8229639543975746,0.8828845061861441
0.7895887628496566,0.8294591798237125,0.8852938483370778
0.7438731941015073,0.7818620319093069,0.8400794672263279
0.7239554988403594,0.7635406301770559,0.8173948204354089
0.7108857630420731,0.7513184014370475,0.8068954986110279
0.6348044718893989,0.6836329074494326,0.7499388780102317
0.99860250303792,0.9992639538729626,0.9995804140538612
0.9607046039429387,0.9739029215629453,0.9850190069478438
0.9577021152815437,0.9715235603701957,0.983426874427149
0.9017467911751962,0.9271222044578553,0.9521199327594807
0.9139549414440697,0.9373420922924618,0.9596154817894108
0.8966270961692986,0.9223110070962613,0.9488713396513588
0.9430557229086861,0.9601485536607774,0.9753716240384384
0.9052789372856919,0.9294030729812617,0.9546138008778744
0.9628214572621819,0.9741621606454325,0.9839586823437119
0.9096554630991494,0.9315402261326529,0.9527151979744929
0.7921673637130624,0.8280453383565433,0.8687848328578357
0.8294394013990241,0.8606339452621417,0.8954121496814834
0.7357361353169122,0.77648097420922,0.8359682453405138
0.6330714152892705,0.6851536649271744,0.768460360454936
0.5781302750836951,0.6372363296133501,0.7249384832121502
0.4889633696130956,0.5653760351780277,0.6553703517141274
0.44054253164303353,0.5358298671521684,0.6375607565295724
0.0,0.2466874945660335,0.39611039953820004
0.0,0.1393683242629368,0.29668085329628185
0.6345567013008712,0.680927622827578,0.7453672042668531
0.5661823055618757,0.6235770593344181,0.7038815429559361
0.985277268072006,0.9908505804550543,0.9947403974844007
0.9968549128743528,0.9984359458137303,0.9991563412892295
0.9987104455489729,0.999413086752712,0.9996958821084546
0.99619556759103,0.9980877224153607,0.998970758538988
0.989780385129784,0.9943742351989697,0.9969151405993495
0.9746420512754326,0.984388638928771,0.9915449609660406
0.9941985736979755,0.9969997343168377,0.9983857212314021
0.979029946185249,0.9875187115118462,0.9933201023352749
0.980049433831582,0.9882521450392026,0.9936761041796405
0.9687348357835937,0.9806481528062114,0.9896095770927752
0.9948230850165201,0.9972811060392882,0.9985436160548667
0.9994102553056028,0.9997573206431298,0.9998754137554463
0.9977837517681053,0.9989246551548296,0.9994269661453358
0.9974482822447115,0.9987467936325739,0.9993319935307622
0.9557491977996587,0.9720707634410439,0.9850862789061822
0.9984811418326988,0.9992957765422771,0.9996306755444817
0.9029632664965241,0.928837138710041,0.9547896156253837
0.9945827109734866,0.9972263196798418,0.9984924809354615
0.9847140306050333,0.9912995565656613,0.9952484970351523
0.9477878027909792,0.9647189947991861,0.9794406434362967
0.9476137111782362,0.9645822445929845,0.9794600207904711
0.9223680478914921,0.945212026854934,0.9665396944096115
0.9418532498195471,0.9612760928098787,0.9777596989441831
0.9259233408511873,0.9484364879969185,0.9689122626294152
0.9347668584769382,0.9561436657754299,0.9750422044743997
